ID_subregion,year,p3501-produkt-krajowy-brutto-na-1-mieszkańca
062013800000,2015,30008
062013800000,2016,30920
062013800000,2017,34203
062013800000,2018,35858
062013800000,2019,39202
062013900000,2000,12828
062013900000,2001,13686
062013900000,2002,15129
062013900000,2003,15555
062013900000,2004,16454
062013900000,2005,17448
062013900000,2006,18056
062013900000,2007,20913
062013900000,2008,21454
062013900000,2009,22997
062013900000,2010,24175
062013900000,2011,26253
062013900000,2012,26269
062013900000,2013,27463
062013900000,2014,28255
062013900000,2015,28953
062013900000,2016,29826
062013900000,2017,32249
062013900000,2018,34295
062013900000,2019,36782
071412800000,2000,55901
071412800000,2001,58697
071412800000,2002,59499
071412800000,2003,62256
071412800000,2004,67828
071412800000,2005,74869
071412800000,2006,81150
071412800000,2007,90982
071412800000,2008,96046
071412800000,2009,105222
071412800000,2010,112200
071412800000,2011,118804
071412800000,2012,124257
071412800000,2013,127670
071412800000,2014,131572
071412800000,2015,135944
071412800000,2016,141170
071412800000,2017,152833
071412800000,2018,163372
071412800000,2019,177370
071412900000,2000,16703
071412900000,2001,17393
071412900000,2002,17201
071412900000,2003,17949
071412900000,2004,19322
071412900000,2005,21740
071412900000,2006,23080
071412900000,2007,25260
071412900000,2008,27721
071412900000,2009,29309
071412900000,2010,31754
071412900000,2011,34538
071412900000,2012,35413
071412900000,2013,36204
071412900000,2014,37712
071412900000,2015,40317
071412900000,2016,40411
071412900000,2017,43066
071412900000,2018,45736
071412900000,2019,49588
071413000000,2000,26131
071413000000,2001,28760
071413000000,2002,31065
071413000000,2003,29514
071413000000,2004,32843
071413000000,2005,33071
071413000000,2006,36679
071413000000,2007,40325
071413000000,2008,44021
071413000000,2009,48433
071413000000,2010,51535
071413000000,2011,56985
071413000000,2012,59082
071413000000,2013,59390
071413000000,2014,63625
071413000000,2015,67972
071413000000,2016,69658
071413000000,2017,72222
071413000000,2018,78195
071413000000,2019,85310
071422500000,2000,15558
071422500000,2001,15900
071422500000,2002,15862
071422500000,2003,16692
071422500000,2004,17227
071422500000,2005,19219
071422500000,2006,20818
071422500000,2007,23084
071422500000,2008,26188
071422500000,2009,27090
071422500000,2010,28135
071422500000,2011,30144
071422500000,2012,30267
071422500000,2013,31777
071422500000,2014,32737
071422500000,2015,33571
071422500000,2016,34829
071422500000,2017,38977
071422500000,2018,41158
071422500000,2019,45423
071422600000,2000,13450
071422600000,2001,14397
071422600000,2002,14606
071422600000,2003,15051
071422600000,2004,16264
071422600000,2005,17214
071422600000,2006,19306
071422600000,2007,21720
071422600000,2008,23306
071422600000,2009,24896
071422600000,2010,25712
071422600000,2011,28656
071422600000,2012,29588
071422600000,2013,31019
071422600000,2014,32953
071422600000,2015,34402
071422600000,2016,34807
071422600000,2017,38624
071422600000,2018,41076
071422600000,2019,43228
071422700000,2000,13942
071422700000,2001,15027
071422700000,2002,15531
071422700000,2003,16148
071422700000,2004,16966
071422700000,2005,18089
071422700000,2006,19618
071422700000,2007,21537
071422700000,2008,23189
071422700000,2009,25275
071422700000,2010,26397
071422700000,2011,28574
071422700000,2012,29483
071422700000,2013,29867
071422700000,2014,31345
071422700000,2015,32936
071422700000,2016,33005
071422700000,2017,35775
071422700000,2018,37484
071422700000,2019,41290
071427000000,2000,23284
071427000000,2001,21106
071427000000,2002,21968
071427000000,2003,25359
071427000000,2004,36054
071427000000,2005,34929
071427000000,2006,37451
071427000000,2007,41440
071427000000,2008,43215
071427000000,2009,46462
071427000000,2010,52562
071427000000,2011,60546
071427000000,2012,63931
071427000000,2013,58598
071427000000,2014,61719
071427000000,2015,70379
071427000000,2016,76504
071427000000,2017,77474
071427000000,2018,83359
071427000000,2019,94765
071427100000,2000,13098
071427100000,2001,14483
071427100000,2002,14631
071427100000,2003,15645
071427100000,2004,17034
071427100000,2005,18742
071427100000,2006,20210
071427100000,2007,22209
071427100000,2008,25083
071427100000,2009,25645
071427100000,2010,28956
071427100000,2011,32699
071427100000,2012,33519
071427100000,2013,34426
071427100000,2014,35211
071427100000,2015,35969
071427100000,2016,36939
071427100000,2017,39833
071427100000,2018,41545
071427100000,2019,45174
071427300000,2000,15844
071427300000,2001,17497
071427300000,2002,18196
071427300000,2003,20158
071427300000,2004,20490
071427300000,2005,22773
071427300000,2006,23943
071427300000,2007,25266
071427300000,2008,26821
071427300000,2009,30099
071427300000,2010,31471
071427300000,2011,34723
071427300000,2012,37586
071427300000,2013,38711
071427300000,2014,39074
071427300000,2015,42364
071427300000,2016,43183
071427300000,2017,45059
071427300000,2018,46686
071427300000,2019,50288
