ID_region,year,p2504-2-kwartał-ogółem
011210000000,2005,2270.96
011210000000,2006,2379.15
011210000000,2007,2655.76
011210000000,2008,2953.77
011210000000,2009,3107.61
011210000000,2010,3200.28
011210000000,2011,3398.24
011210000000,2012,3581.54
011210000000,2013,3596.28
011210000000,2014,3683.43
011210000000,2015,3874.54
011210000000,2016,4083.58
011210000000,2017,4324.72
011210000000,2018,4638.08
011210000000,2019,5028.67
011210000000,2020,5275.39
011210000000,2021,5898.27
012410000000,2005,2486.07
012410000000,2006,2594.63
012410000000,2007,2824.02
012410000000,2008,3218.55
012410000000,2009,3323.6
012410000000,2010,3446.68
012410000000,2011,3719.88
012410000000,2012,3929.91
012410000000,2013,3883.31
012410000000,2014,4009.28
012410000000,2015,4097.63
012410000000,2016,4222.45
012410000000,2017,4373.41
012410000000,2018,4782.22
012410000000,2019,5068.23
012410000000,2020,5143.98
012410000000,2021,5715.0
020810000000,2005,2104.32
020810000000,2006,2205.04
020810000000,2007,2415.94
020810000000,2008,2700.0
020810000000,2009,2836.93
020810000000,2010,2989.1
020810000000,2011,3044.22
020810000000,2012,3267.98
020810000000,2013,3263.88
020810000000,2014,3425.21
020810000000,2015,3488.78
020810000000,2016,3707.76
020810000000,2017,3939.2
020810000000,2018,4190.49
020810000000,2019,4434.73
020810000000,2020,4510.87
020810000000,2021,5140.86
023010000000,2005,2267.21
023010000000,2006,2370.77
023010000000,2007,2635.45
023010000000,2008,2947.62
023010000000,2009,3037.49
023010000000,2010,3161.14
023010000000,2011,3321.77
023010000000,2012,3518.8
023010000000,2013,3566.89
023010000000,2014,3650.41
023010000000,2015,3701.22
023010000000,2016,3949.64
023010000000,2017,4167.01
023010000000,2018,4458.23
023010000000,2019,4748.52
023010000000,2020,5003.64
023010000000,2021,5305.83
023210000000,2005,2260.87
023210000000,2006,2341.16
023210000000,2007,2535.38
023210000000,2008,2882.22
023210000000,2009,3006.13
023210000000,2010,3099.76
023210000000,2011,3240.67
023210000000,2012,3510.14
023210000000,2013,3502.64
023210000000,2014,3617.3
023210000000,2015,3754.81
023210000000,2016,3937.22
023210000000,2017,4128.62
023210000000,2018,4390.16
023210000000,2019,4696.55
023210000000,2020,4924.86
023210000000,2021,5421.48
030210000000,2005,2459.48
030210000000,2006,2598.65
030210000000,2007,2845.62
030210000000,2008,3210.3
030210000000,2009,3402.45
030210000000,2010,3485.89
030210000000,2011,3658.62
030210000000,2012,3780.87
030210000000,2013,3947.05
030210000000,2014,4071.51
030210000000,2015,4230.36
030210000000,2016,4286.44
030210000000,2017,4657.11
030210000000,2018,4919.18
030210000000,2019,5302.86
030210000000,2020,5467.97
030210000000,2021,6069.4
031610000000,2005,2208.26
031610000000,2006,2322.96
031610000000,2007,2573.19
031610000000,2008,2885.32
031610000000,2009,3032.44
031610000000,2010,3127.68
031610000000,2011,3242.23
031610000000,2012,3470.31
031610000000,2013,3447.16
031610000000,2014,3610.79
031610000000,2015,3720.28
031610000000,2016,3860.85
031610000000,2017,4113.57
031610000000,2018,4333.71
031610000000,2019,4644.83
031610000000,2020,4867.25
031610000000,2021,5342.14
040410000000,2005,2120.65
040410000000,2006,2231.13
040410000000,2007,2435.53
040410000000,2008,2712.41
040410000000,2009,2798.11
040410000000,2010,2904.96
040410000000,2011,3067.75
040410000000,2012,3277.58
040410000000,2013,3289.5
040410000000,2014,3440.46
040410000000,2015,3525.21
040410000000,2016,3656.11
040410000000,2017,3866.21
040410000000,2018,4121.75
040410000000,2019,4423.59
040410000000,2020,4642.51
040410000000,2021,5148.27
042210000000,2005,2486.46
042210000000,2006,2607.84
042210000000,2007,2900.61
042210000000,2008,3238.92
042210000000,2009,3372.05
042210000000,2010,3382.99
042210000000,2011,3627.68
042210000000,2012,3801.4
042210000000,2013,3847.26
042210000000,2014,3973.72
042210000000,2015,4128.89
042210000000,2016,4333.06
042210000000,2017,4501.59
042210000000,2018,4762.92
042210000000,2019,5108.71
042210000000,2020,5289.7
042210000000,2021,5880.11
042810000000,2005,2069.45
042810000000,2006,2132.59
042810000000,2007,2348.53
042810000000,2008,2618.17
042810000000,2009,2731.43
042810000000,2010,2825.99
042810000000,2011,2980.71
042810000000,2012,3253.42
042810000000,2013,3218.15
042810000000,2014,3337.23
042810000000,2015,3424.55
042810000000,2016,3612.0
042810000000,2017,3750.79
042810000000,2018,3994.57
042810000000,2019,4212.48
042810000000,2020,4380.35
042810000000,2021,4955.36
051010000000,2005,2148.95
051010000000,2006,2257.29
051010000000,2007,2416.02
051010000000,2008,2732.36
051010000000,2009,2868.61
051010000000,2010,2993.09
051010000000,2011,3204.98
051010000000,2012,3438.31
051010000000,2013,3447.65
051010000000,2014,3572.84
051010000000,2015,3698.63
051010000000,2016,3849.88
051010000000,2017,4052.47
051010000000,2018,4333.55
051010000000,2019,4630.92
051010000000,2020,4914.5
051010000000,2021,5459.42
052610000000,2005,2128.03
052610000000,2006,2211.58
052610000000,2007,2458.58
052610000000,2008,2728.18
052610000000,2009,2939.1
052610000000,2010,2998.66
052610000000,2011,3134.63
052610000000,2012,3367.34
052610000000,2013,3293.91
052610000000,2014,3411.98
052610000000,2015,3529.25
052610000000,2016,3652.15
052610000000,2017,3854.28
052610000000,2018,4118.9
052610000000,2019,4418.01
052610000000,2020,4547.55
052610000000,2021,5098.53
060610000000,2005,2118.9
060610000000,2006,2213.98
060610000000,2007,2432.61
060610000000,2008,2761.78
060610000000,2009,2826.9
060610000000,2010,2945.22
060610000000,2011,3144.48
060610000000,2012,3441.94
060610000000,2013,3363.64
060610000000,2014,3504.6
060610000000,2015,3586.19
060610000000,2016,3705.92
060610000000,2017,3865.55
060610000000,2018,4109.74
060610000000,2019,4406.63
060610000000,2020,4617.09
060610000000,2021,5105.14
061810000000,2005,2019.63
061810000000,2006,2127.38
061810000000,2007,2349.92
061810000000,2008,2629.03
061810000000,2009,2750.22
061810000000,2010,2834.47
061810000000,2011,3008.55
061810000000,2012,3239.6
061810000000,2013,3238.81
061810000000,2014,3373.31
061810000000,2015,3453.42
061810000000,2016,3617.17
061810000000,2017,3771.52
061810000000,2018,4006.32
061810000000,2019,4321.43
061810000000,2020,4468.89
061810000000,2021,5040.07
062010000000,2005,2119.88
062010000000,2006,2212.47
062010000000,2007,2489.68
062010000000,2008,2769.12
062010000000,2009,2874.55
062010000000,2010,2981.48
062010000000,2011,3132.36
062010000000,2012,3394.38
062010000000,2013,3320.67
062010000000,2014,3450.31
062010000000,2015,3560.66
062010000000,2016,3726.28
062010000000,2017,3908.71
062010000000,2018,4153.52
062010000000,2019,4449.2
062010000000,2020,4658.54
062010000000,2021,5223.37
071410000000,2005,0.0
071410000000,2006,0.0
071410000000,2007,0.0
071410000000,2008,0.0
071410000000,2009,0.0
071410000000,2010,0.0
071410000000,2011,0.0
071410000000,2012,0.0
071410000000,2013,0.0
071410000000,2014,0.0
071410000000,2015,0.0
071410000000,2016,0.0
071410000000,2017,0.0
071410000000,2018,0.0
071410000000,2019,6474.83
071410000000,2020,6643.26
071410000000,2021,7160.58
071420000000,2005,0.0
071420000000,2006,0.0
071420000000,2007,0.0
071420000000,2008,0.0
071420000000,2009,0.0
071420000000,2010,0.0
071420000000,2011,0.0
071420000000,2012,0.0
071420000000,2013,0.0
071420000000,2014,0.0
071420000000,2015,0.0
071420000000,2016,0.0
071420000000,2017,0.0
071420000000,2018,0.0
071420000000,2019,4830.1
071420000000,2020,5077.04
071420000000,2021,5642.23
