ID_powiatu,year,p2420-samochody-osobowe-na-1000-ludności
042214361000,2013,523.5
042214361000,2014,542.9
042214361000,2015,552.0
042214361000,2016,572.1
042214361000,2017,593.2
042214361000,2018,618.0
042214361000,2019,639.7
042214361000,2020,662.2
042214362000,2009,440.4
042214362000,2010,448.8
042214362000,2011,470.6
042214362000,2012,483.7
042214362000,2013,502.7
042214362000,2014,520.6
042214362000,2015,542.3
042214362000,2016,567.3
042214362000,2017,584.3
042214362000,2018,601.9
042214362000,2019,622.1
042214362000,2020,639.0
042214364000,2009,641.3
042214364000,2010,644.8
042214364000,2011,656.7
042214364000,2012,680.8
042214364000,2013,702.6
042214364000,2014,703.5
042214364000,2015,722.6
042214364000,2016,732.4
042214364000,2017,732.7
042214364000,2018,746.7
042214364000,2019,762.3
042214364000,2020,791.1
042217202000,2009,403.8
042217202000,2010,418.8
042217202000,2011,444.6
042217202000,2012,464.7
042217202000,2013,485.3
042217202000,2014,506.6
042217202000,2015,524.8
042217202000,2016,551.2
042217202000,2017,572.3
042217202000,2018,597.8
042217202000,2019,625.6
042217202000,2020,655.0
042217203000,2009,422.3
042217203000,2010,435.4
042217203000,2011,462.3
042217203000,2012,481.1
042217203000,2013,508.8
042217203000,2014,528.7
042217203000,2015,545.4
042217203000,2016,569.9
042217203000,2017,585.4
042217203000,2018,609.5
042217203000,2019,632.9
042217203000,2020,653.1
042217206000,2009,439.4
042217206000,2010,454.0
042217206000,2011,481.8
042217206000,2012,501.3
042217206000,2013,521.8
042217206000,2014,545.2
042217206000,2015,566.3
042217206000,2016,597.5
042217206000,2017,613.8
042217206000,2018,635.5
042217206000,2019,662.9
042217206000,2020,687.1
042815402000,2009,385.3
042815402000,2010,398.9
042815402000,2011,427.5
042815402000,2012,454.0
042815402000,2013,478.6
042815402000,2014,501.5
042815402000,2015,519.6
042815402000,2016,541.8
042815402000,2017,564.0
042815402000,2018,590.9
042815402000,2019,621.4
042815402000,2020,643.2
042815403000,2009,402.8
042815403000,2010,417.1
042815403000,2011,435.6
042815403000,2012,457.1
042815403000,2013,474.5
042815403000,2014,491.6
042815403000,2015,505.9
042815403000,2016,530.1
042815403000,2017,551.2
042815403000,2018,573.1
042815403000,2019,600.6
042815403000,2020,624.3
042815404000,2009,422.4
042815404000,2010,427.0
042815404000,2011,453.1
042815404000,2012,476.6
042815404000,2013,501.9
042815404000,2014,526.1
042815404000,2015,544.7
042815404000,2016,572.9
042815404000,2017,597.8
042815404000,2018,631.0
042815404000,2019,666.6
042815404000,2020,689.9
042815407000,2009,397.9
042815407000,2010,407.1
042815407000,2011,427.4
042815407000,2012,441.7
042815407000,2013,458.6
042815407000,2014,475.2
042815407000,2015,495.1
042815407000,2016,518.1
042815407000,2017,537.0
042815407000,2018,555.0
042815407000,2019,581.8
042815407000,2020,604.6
042815412000,2009,452.7
042815412000,2010,468.5
042815412000,2011,485.7
042815412000,2012,501.8
042815412000,2013,517.3
042815412000,2014,533.0
042815412000,2015,549.4
042815412000,2016,581.0
042815412000,2017,604.2
042815412000,2018,634.9
042815412000,2019,663.4
042815412000,2020,686.6
042815415000,2009,390.4
042815415000,2010,400.3
042815415000,2011,428.0
042815415000,2012,447.2
042815415000,2013,469.0
042815415000,2014,489.2
042815415000,2015,512.0
042815415000,2016,542.1
042815415000,2017,560.3
042815415000,2018,584.7
042815415000,2019,614.6
042815415000,2020,641.6
042815461000,2009,346.5
042815461000,2010,363.1
042815461000,2011,382.5
042815461000,2012,395.5
042815461000,2013,409.9
042815461000,2014,424.7
042815461000,2015,439.1
042815461000,2016,457.2
042815461000,2017,472.6
042815461000,2018,496.3
042815461000,2019,521.4
042815461000,2020,539.6
042815505000,2009,297.9
042815505000,2010,303.7
042815505000,2011,317.5
042815505000,2012,326.3
042815505000,2013,334.7
042815505000,2014,346.7
042815505000,2015,360.7
042815505000,2016,377.2
042815505000,2017,393.6
042815505000,2018,410.5
042815505000,2019,429.5
042815505000,2020,446.3
042815506000,2009,405.4
042815506000,2010,412.3
042815506000,2011,427.1
042815506000,2012,439.8
042815506000,2013,454.2
042815506000,2014,469.6
042815506000,2015,488.1
042815506000,2016,508.5
042815506000,2017,525.5
042815506000,2018,535.7
042815506000,2019,555.7
042815506000,2020,572.7
042815513000,2009,427.9
042815513000,2010,438.6
042815513000,2011,453.8
042815513000,2012,462.8
042815513000,2013,476.4
042815513000,2014,488.3
042815513000,2015,501.7
042815513000,2016,522.6
042815513000,2017,538.0
042815513000,2018,555.8
042815513000,2019,579.0
042815513000,2020,597.6
042815516000,2009,358.7
042815516000,2010,366.9
042815516000,2011,386.2
042815516000,2012,397.4
042815516000,2013,409.2
042815516000,2014,418.3
042815516000,2015,430.7
042815516000,2016,452.3
042815516000,2017,469.0
042815516000,2018,488.5
042815516000,2019,512.1
042815516000,2020,529.3
042815518000,2009,386.9
042815518000,2010,389.7
042815518000,2011,407.8
042815518000,2012,416.9
042815518000,2013,428.0
042815518000,2014,443.1
042815518000,2015,455.2
042815518000,2016,472.9
042815518000,2017,485.8
042815518000,2018,503.5
042815518000,2019,527.1
042815518000,2020,543.4
042815519000,2009,432.3
042815519000,2010,447.3
042815519000,2011,468.5
042815519000,2012,483.8
042815519000,2013,500.3
042815519000,2014,516.8
042815519000,2015,531.4
042815519000,2016,555.9
042815519000,2017,576.4
042815519000,2018,602.4
042815519000,2019,631.5
042815519000,2020,657.9
042815601000,2009,399.2
042815601000,2010,407.3
042815601000,2011,430.2
042815601000,2012,452.1
042815601000,2013,475.8
042815601000,2014,494.8
042815601000,2015,513.5
042815601000,2016,536.9
042815601000,2017,556.6
042815601000,2018,580.5
042815601000,2019,609.9
042815601000,2020,633.8
042815608000,2009,373.6
042815608000,2010,381.9
042815608000,2011,407.4
042815608000,2012,423.1
042815608000,2013,443.2
042815608000,2014,460.7
042815608000,2015,477.4
042815608000,2016,499.4
042815608000,2017,516.5
042815608000,2018,534.9
042815608000,2019,557.3
042815608000,2020,577.6
042815609000,2009,398.9
042815609000,2010,410.1
042815609000,2011,436.4
042815609000,2012,456.4
042815609000,2013,479.1
042815609000,2014,498.0
042815609000,2015,517.1
042815609000,2016,540.3
042815609000,2017,558.5
042815609000,2018,582.6
042815609000,2019,610.2
042815609000,2020,635.1
042815610000,2009,384.3
042815610000,2010,389.9
042815610000,2011,412.4
042815610000,2012,423.4
042815610000,2013,434.4
042815610000,2014,448.5
042815610000,2015,462.5
042815610000,2016,482.5
042815610000,2017,500.1
042815610000,2018,519.5
042815610000,2019,542.1
042815610000,2020,560.1
042815611000,2009,374.3
042815611000,2010,387.0
042815611000,2011,407.0
042815611000,2012,427.2
042815611000,2013,448.0
042815611000,2014,464.4
042815611000,2015,483.5
042815611000,2016,511.5
042815611000,2017,532.8
042815611000,2018,559.7
042815611000,2019,590.4
042815611000,2020,616.9
042815614000,2009,411.2
042815614000,2010,425.8
042815614000,2011,448.4
042815614000,2012,462.0
042815614000,2013,476.5
042815614000,2014,492.1
042815614000,2015,510.9
042815614000,2016,532.7
042815614000,2017,547.9
042815614000,2018,567.8
042815614000,2019,591.2
042815614000,2020,608.8
042815617000,2009,400.2
042815617000,2010,412.3
042815617000,2011,435.7
042815617000,2012,451.7
042815617000,2013,471.7
042815617000,2014,487.9
042815617000,2015,506.8
042815617000,2016,532.4
042815617000,2017,559.0
042815617000,2018,581.5
042815617000,2019,609.8
042815617000,2020,635.0
042815662000,2009,385.8
042815662000,2010,399.2
042815662000,2011,414.6
042815662000,2012,425.3
042815662000,2013,437.5
042815662000,2014,452.3
042815662000,2015,468.9
042815662000,2016,489.6
042815662000,2017,506.1
042815662000,2018,531.5
042815662000,2019,555.0
042815662000,2020,578.0
051011506000,2009,494.8
051011506000,2010,517.5
051011506000,2011,546.5
051011506000,2012,564.6
051011506000,2013,585.0
051011506000,2014,604.9
051011506000,2015,629.1
051011506000,2016,653.7
051011506000,2017,673.7
051011506000,2018,699.4
051011506000,2019,725.0
051011506000,2020,746.4
051011508000,2009,437.2
051011508000,2010,455.2
051011508000,2011,481.5
051011508000,2012,501.3
051011508000,2013,520.2
051011508000,2014,540.9
051011508000,2015,562.7
051011508000,2016,591.7
051011508000,2017,615.5
051011508000,2018,631.4
051011508000,2019,651.9
051011508000,2020,670.3
051011520000,2009,427.4
051011520000,2010,442.9
051011520000,2011,471.2
051011520000,2012,486.0
051011520000,2013,501.2
051011520000,2014,514.4
051011520000,2015,530.2
051011520000,2016,550.7
051011520000,2017,568.4
051011520000,2018,587.7
051011520000,2019,613.0
051011520000,2020,634.8
051011521000,2009,497.2
051011521000,2010,509.7
051011521000,2011,538.0
051011521000,2012,552.7
051011521000,2013,573.5
051011521000,2014,590.3
051011521000,2015,609.1
051011521000,2016,637.3
051011521000,2017,662.0
051011521000,2018,688.1
051011521000,2019,722.1
051011521000,2020,753.7
051011661000,2009,386.5
051011661000,2010,408.0
051011661000,2011,433.6
051011661000,2012,447.8
051011661000,2013,466.2
051011661000,2014,483.2
051011661000,2015,502.0
051011661000,2016,525.4
051011661000,2017,550.8
051011661000,2018,578.4
051011661000,2019,605.4
051011661000,2020,624.5
051011701000,2009,436.2
051011701000,2010,462.4
051011701000,2011,489.9
051011701000,2012,508.0
051011701000,2013,526.5
051011701000,2014,544.5
051011701000,2015,565.1
051011701000,2016,589.0
051011701000,2017,606.5
051011701000,2018,628.9
051011701000,2019,653.4
051011701000,2020,676.4
051011707000,2009,401.4
051011707000,2010,419.4
051011707000,2011,445.4
051011707000,2012,461.3
051011707000,2013,475.5
051011707000,2014,491.5
051011707000,2015,509.3
051011707000,2016,533.9
051011707000,2017,549.3
051011707000,2018,569.3
051011707000,2019,592.6
051011707000,2020,612.2
051011710000,2009,422.7
051011710000,2010,442.6
051011710000,2011,468.3
051011710000,2012,482.3
051011710000,2013,499.0
051011710000,2014,517.0
051011710000,2015,540.0
051011710000,2016,567.4
051011710000,2017,584.0
051011710000,2018,608.4
051011710000,2019,635.3
051011710000,2020,656.3
051011712000,2009,409.2
051011712000,2010,430.4
051011712000,2011,454.5
051011712000,2012,471.8
051011712000,2013,492.4
051011712000,2014,511.2
051011712000,2015,533.1
051011712000,2016,563.3
051011712000,2017,582.3
051011712000,2018,607.0
051011712000,2019,634.1
051011712000,2020,664.0
051011716000,2009,416.5
051011716000,2010,430.4
051011716000,2011,453.4
051011716000,2012,471.1
051011716000,2013,489.8
051011716000,2014,506.6
051011716000,2015,527.8
051011716000,2016,553.0
051011716000,2017,568.9
051011716000,2018,591.4
051011716000,2019,617.3
051011716000,2020,641.7
051011762000,2009,396.1
051011762000,2010,416.2
051011762000,2011,434.3
051011762000,2012,441.0
051011762000,2013,453.9
051011762000,2014,466.2
051011762000,2015,483.3
051011762000,2016,507.4
051011762000,2017,525.5
051011762000,2018,549.0
051011762000,2019,578.1
051011762000,2020,609.1
051011803000,2009,521.9
051011803000,2010,544.2
051011803000,2011,573.8
051011803000,2012,594.9
051011803000,2013,611.5
051011803000,2014,625.6
051011803000,2015,647.6
051011803000,2016,676.1
051011803000,2017,700.6
051011803000,2018,726.9
051011803000,2019,755.9
051011803000,2020,781.1
051011809000,2009,439.1
051011809000,2010,458.4
051011809000,2011,481.3
051011809000,2012,497.9
051011809000,2013,515.1
051011809000,2014,533.9
051011809000,2015,553.8
051011809000,2016,580.4
051011809000,2017,598.6
051011809000,2018,621.1
051011809000,2019,645.3
051011809000,2020,669.6
051011811000,2009,509.4
051011811000,2010,519.9
051011811000,2011,542.3
051011811000,2012,551.7
051011811000,2013,565.2
051011811000,2014,579.1
051011811000,2015,598.3
051011811000,2016,628.8
051011811000,2017,650.2
051011811000,2018,672.4
051011811000,2019,705.8
051011811000,2020,734.9
051011814000,2009,471.9
051011814000,2010,488.0
051011814000,2011,512.1
051011814000,2012,527.2
051011814000,2013,545.7
051011814000,2014,565.0
051011814000,2015,588.7
051011814000,2016,619.4
051011814000,2017,642.7
051011814000,2018,670.6
051011814000,2019,702.1
051011814000,2020,734.2
051011817000,2009,437.2
051011817000,2010,455.9
051011817000,2011,477.1
051011817000,2012,493.5
051011817000,2013,514.8
051011817000,2014,533.4
051011817000,2015,557.0
051011817000,2016,582.6
051011817000,2017,605.6
051011817000,2018,628.2
051011817000,2019,655.6
051011817000,2020,682.3
051011818000,2009,510.8
051011818000,2010,521.4
051011818000,2011,547.8
051011818000,2012,572.3
051011818000,2013,598.7
051011818000,2014,619.7
051011818000,2015,640.0
051011818000,2016,669.3
051011818000,2017,692.3
051011818000,2018,716.5
051011818000,2019,743.1
051011818000,2020,768.3
051011819000,2009,468.3
051011819000,2010,478.9
051011819000,2011,503.9
051011819000,2012,512.5
051011819000,2013,527.2
051011819000,2014,542.9
051011819000,2015,562.7
051011819000,2016,590.5
051011819000,2017,614.0
051011819000,2018,640.9
051011819000,2019,666.3
051011819000,2020,683.6
051011902000,2009,470.6
051011902000,2010,486.2
051011902000,2011,512.2
051011902000,2012,530.4
051011902000,2013,549.3
051011902000,2014,565.1
051011902000,2015,585.8
051011902000,2016,609.9
051011902000,2017,631.2
051011902000,2018,657.6
051011902000,2019,686.1
051011902000,2020,718.0
051011904000,2009,477.7
051011904000,2010,501.8
051011904000,2011,535.7
051011904000,2012,559.0
051011904000,2013,581.5
051011904000,2014,603.0
051011904000,2015,623.8
051011904000,2016,653.2
051011904000,2017,677.3
051011904000,2018,706.5
051011904000,2019,743.7
051011904000,2020,774.3
051011905000,2009,466.7
051011905000,2010,485.7
051011905000,2011,509.2
051011905000,2012,523.2
051011905000,2013,539.0
051011905000,2014,555.3
051011905000,2015,572.0
051011905000,2016,595.5
051011905000,2017,617.0
051011905000,2018,639.0
051011905000,2019,665.9
051011905000,2020,687.8
051011913000,2009,473.0
051011913000,2010,485.7
051011913000,2011,509.5
051011913000,2012,531.9
051011913000,2013,547.9
051011913000,2014,561.2
051011913000,2015,583.7
051011913000,2016,608.8
051011913000,2017,634.2
051011913000,2018,658.5
051011913000,2019,688.9
051011913000,2020,716.3
051011915000,2009,478.5
051011915000,2010,493.6
051011915000,2011,523.8
051011915000,2012,540.3
051011915000,2013,560.9
051011915000,2014,578.3
051011915000,2015,598.0
051011915000,2016,625.1
051011915000,2017,650.0
051011915000,2018,670.5
051011915000,2019,697.6
051011915000,2020,725.8
051011963000,2009,401.4
051011963000,2010,421.4
051011963000,2011,445.4
051011963000,2012,455.0
051011963000,2013,466.2
051011963000,2014,478.5
051011963000,2015,494.6
051011963000,2016,515.4
051011963000,2017,530.8
051011963000,2018,548.6
051011963000,2019,567.4
051011963000,2020,589.6
052615204000,2009,401.2
052615204000,2010,415.7
052615204000,2011,438.8
052615204000,2012,451.2
052615204000,2013,465.6
052615204000,2014,480.0
052615204000,2015,498.4
052615204000,2016,524.3
052615204000,2017,545.7
052615204000,2018,570.1
052615204000,2019,598.6
052615204000,2020,614.4
052615205000,2009,398.1
052615205000,2010,407.3
052615205000,2011,428.6
052615205000,2012,440.1
052615205000,2013,455.7
052615205000,2014,468.1
052615205000,2015,483.4
052615205000,2016,506.5
052615205000,2017,524.7
052615205000,2018,545.5
052615205000,2019,569.3
052615205000,2020,591.4
052615207000,2009,329.0
052615207000,2010,340.0
052615207000,2011,358.5
052615207000,2012,370.0
052615207000,2013,384.2
052615207000,2014,397.5
052615207000,2015,413.7
052615207000,2016,435.9
052615207000,2017,455.8
052615207000,2018,477.4
052615207000,2019,500.0
052615207000,2020,523.8
052615210000,2009,379.7
052615210000,2010,389.0
052615210000,2011,404.7
052615210000,2012,415.4
052615210000,2013,426.2
052615210000,2014,437.5
052615210000,2015,453.2
052615210000,2016,473.3
052615210000,2017,492.7
052615210000,2018,514.0
052615210000,2019,539.5
052615210000,2020,558.4
052615211000,2009,433.6
052615211000,2010,442.3
052615211000,2011,457.1
052615211000,2012,470.3
052615211000,2013,487.0
052615211000,2014,502.8
052615211000,2015,521.7
052615211000,2016,548.7
052615211000,2017,569.7
052615211000,2018,593.8
052615211000,2019,617.8
052615211000,2020,642.6
052615261000,2009,366.6
052615261000,2010,386.4
052615261000,2011,401.1
052615261000,2012,417.6
052615261000,2013,431.5
052615261000,2014,448.0
052615261000,2015,467.9
052615261000,2016,492.4
052615261000,2017,518.7
052615261000,2018,547.6
052615261000,2019,572.8
052615261000,2020,593.4
052615301000,2009,442.7
052615301000,2010,450.0
052615301000,2011,465.9
052615301000,2012,478.9
052615301000,2013,494.4
052615301000,2014,505.6
052615301000,2015,523.4
052615301000,2016,547.8
052615301000,2017,564.7
052615301000,2018,585.5
052615301000,2019,610.9
052615301000,2020,634.7
052615302000,2009,415.0
052615302000,2010,434.5
052615302000,2011,452.8
052615302000,2012,465.3
052615302000,2013,477.5
052615302000,2014,489.1
052615302000,2015,503.5
052615302000,2016,524.3
052615302000,2017,540.8
052615302000,2018,560.2
052615302000,2019,584.6
052615302000,2020,604.4
052615303000,2009,457.0
052615303000,2010,469.2
052615303000,2011,501.3
052615303000,2012,518.6
052615303000,2013,539.5
052615303000,2014,556.9
052615303000,2015,576.2
052615303000,2016,601.4
052615303000,2017,624.6
052615303000,2018,652.4
052615303000,2019,688.6
052615303000,2020,720.0
052615306000,2009,450.7
052615306000,2010,471.8
052615306000,2011,501.0
052615306000,2012,517.1
052615306000,2013,533.6
052615306000,2014,547.3
052615306000,2015,567.2
052615306000,2016,595.3
052615306000,2017,615.9
052615306000,2018,642.4
052615306000,2019,674.4
052615306000,2020,703.4
052615308000,2009,421.2
052615308000,2010,437.5
052615308000,2011,461.0
052615308000,2012,475.5
052615308000,2013,493.3
052615308000,2014,507.8
052615308000,2015,527.3
052615308000,2016,553.3
052615308000,2017,576.0
052615308000,2018,598.7
052615308000,2019,627.8
052615308000,2020,648.5
052615309000,2009,446.0
052615309000,2010,459.4
052615309000,2011,484.0
052615309000,2012,497.5
052615309000,2013,514.1
052615309000,2014,526.8
052615309000,2015,544.6
052615309000,2016,569.7
052615309000,2017,586.1
052615309000,2018,611.1
052615309000,2019,639.3
052615309000,2020,658.3
052615312000,2009,512.7
052615312000,2010,516.7
052615312000,2011,537.4
052615312000,2012,551.9
052615312000,2013,565.4
052615312000,2014,574.3
052615312000,2015,592.5
052615312000,2016,617.3
052615312000,2017,635.7
052615312000,2018,657.3
052615312000,2019,683.8
052615312000,2020,707.0
052615313000,2009,404.8
052615313000,2010,424.4
052615313000,2011,445.7
052615313000,2012,461.3
052615313000,2013,477.7
052615313000,2014,493.4
052615313000,2015,510.4
052615313000,2016,535.4
052615313000,2017,554.2
052615313000,2018,574.2
052615313000,2019,598.1
052615313000,2020,621.7
060610901000,2009,429.4
060610901000,2010,453.6
060610901000,2011,482.4
060610901000,2012,508.7
060610901000,2013,532.0
060610901000,2014,552.3
060610901000,2015,574.5
060610901000,2016,606.9
060610901000,2017,637.5
060610901000,2018,668.1
060610901000,2019,702.3
060610901000,2020,733.2
060610913000,2009,442.6
060610913000,2010,462.0
060610913000,2011,488.3
060610913000,2012,510.7
060610913000,2013,530.0
060610913000,2014,550.3
060610913000,2015,572.1
060610913000,2016,604.9
060610913000,2017,635.2
060610913000,2018,665.1
060610913000,2019,699.3
060610913000,2020,733.6
060610915000,2009,420.6
060610915000,2010,443.1
060610915000,2011,477.7
060610915000,2012,493.8
060610915000,2013,513.1
060610915000,2014,530.1
060610915000,2015,551.9
060610915000,2016,580.9
060610915000,2017,605.7
060610915000,2018,634.9
060610915000,2019,665.7
060610915000,2020,693.6
060610919000,2009,467.2
060610919000,2010,485.2
060610919000,2011,501.6
060610919000,2012,536.6
060610919000,2013,563.1
060610919000,2014,584.9
060610919000,2015,605.9
060610919000,2016,639.5
060610919000,2017,670.6
060610919000,2018,705.2
060610919000,2019,745.0
060610919000,2020,783.7
060610961000,2009,411.2
060610961000,2010,431.8
060610961000,2011,457.0
060610961000,2012,476.8
060610961000,2013,496.6
060610961000,2014,515.3
060610961000,2015,532.8
060610961000,2016,558.9
060610961000,2017,582.1
060610961000,2018,609.0
060610961000,2019,631.5
060610961000,2020,654.8
060611002000,2009,397.1
060611002000,2010,408.4
060611002000,2011,429.3
060611002000,2012,440.7
060611002000,2013,453.6
060611002000,2014,467.0
060611002000,2015,483.8
060611002000,2016,504.3
060611002000,2017,521.2
060611002000,2018,541.2
060611002000,2019,563.5
060611002000,2020,586.9
060611003000,2009,402.0
060611003000,2010,415.9
060611003000,2011,440.1
060611003000,2012,465.0
060611003000,2013,495.2
060611003000,2014,531.8
060611003000,2015,568.8
060611003000,2016,614.4
060611003000,2017,649.9
060611003000,2018,687.8
060611003000,2019,716.8
060611003000,2020,751.0
060611004000,2009,357.6
060611004000,2010,360.9
060611004000,2011,383.6
060611004000,2012,398.5
060611004000,2013,414.7
060611004000,2014,430.6
060611004000,2015,452.6
060611004000,2016,489.5
060611004000,2017,526.7
060611004000,2018,552.8
060611004000,2019,572.6
060611004000,2020,595.4
060611006000,2009,375.2
060611006000,2010,393.9
060611006000,2011,413.3
060611006000,2012,428.2
060611006000,2013,445.3
060611006000,2014,463.1
060611006000,2015,485.3
060611006000,2016,513.3
060611006000,2017,537.8
060611006000,2018,566.5
060611006000,2019,596.3
060611006000,2020,623.0
060611018000,2009,393.1
060611018000,2010,400.2
060611018000,2011,425.1
060611018000,2012,443.1
060611018000,2013,459.2
060611018000,2014,477.3
060611018000,2015,498.3
060611018000,2016,525.5
060611018000,2017,548.2
060611018000,2018,571.5
060611018000,2019,596.8
060611018000,2020,620.7
060611020000,2009,353.0
060611020000,2010,368.4
060611020000,2011,389.2
060611020000,2012,404.1
060611020000,2013,423.9
060611020000,2014,449.8
060611020000,2015,478.8
060611020000,2016,516.4
060611020000,2017,545.8
060611020000,2018,570.2
060611020000,2019,596.5
060611020000,2020,620.5
060611062000,2009,381.8
060611062000,2010,405.3
060611062000,2011,419.4
060611062000,2012,431.8
060611062000,2013,447.3
060611062000,2014,471.0
060611062000,2015,494.6
060611062000,2016,533.1
060611062000,2017,569.1
060611062000,2018,599.3
060611062000,2019,611.5
060611062000,2020,638.5
060611064000,2009,357.6
060611064000,2010,374.7
060611064000,2011,393.0
060611064000,2012,400.3
060611064000,2013,413.1
060611064000,2014,424.7
060611064000,2015,437.8
060611064000,2016,458.1
060611064000,2017,475.8
060611064000,2018,499.2
060611064000,2019,516.2
060611064000,2020,538.6
060611108000,2009,374.1
060611108000,2010,394.8
060611108000,2011,421.3
060611108000,2012,439.0
060611108000,2013,457.7
060611108000,2014,474.6
060611108000,2015,492.8
060611108000,2016,518.0
060611108000,2017,539.3
060611108000,2018,565.3
060611108000,2019,594.0
060611108000,2020,618.0
060611109000,2009,453.2
060611109000,2010,475.8
060611109000,2011,501.1
060611109000,2012,521.3
060611109000,2013,541.7
060611109000,2014,558.9
060611109000,2015,580.5
060611109000,2016,606.8
060611109000,2017,630.3
060611109000,2018,656.6
060611109000,2019,682.9
060611109000,2020,706.9
060611110000,2009,443.4
060611110000,2010,470.4
060611110000,2011,496.7
060611110000,2012,521.9
060611110000,2013,545.6
060611110000,2014,564.3
060611110000,2015,582.5
060611110000,2016,605.4
060611110000,2017,632.6
060611110000,2018,664.0
060611110000,2019,696.4
060611110000,2020,722.7
060611117000,2009,431.3
060611117000,2010,442.8
060611117000,2011,463.9
060611117000,2012,482.8
060611117000,2013,498.0
060611117000,2014,514.0
060611117000,2015,531.5
060611117000,2016,555.1
060611117000,2017,578.7
060611117000,2018,606.0
060611117000,2019,630.9
060611117000,2020,655.7
060611163000,2009,370.9
060611163000,2010,387.2
060611163000,2011,409.7
060611163000,2012,425.0
060611163000,2013,446.9
060611163000,2014,463.4
060611163000,2015,483.1
060611163000,2016,505.6
060611163000,2017,530.8
060611163000,2018,557.2
060611163000,2019,577.9
060611163000,2020,599.3
060611205000,2009,337.7
060611205000,2010,349.3
060611205000,2011,368.3
060611205000,2012,380.4
060611205000,2013,395.4
060611205000,2014,409.0
060611205000,2015,427.8
060611205000,2016,451.6
060611205000,2017,468.3
060611205000,2018,485.8
060611205000,2019,512.3
060611205000,2020,534.5
060611207000,2009,415.0
060611207000,2010,425.7
060611207000,2011,444.6
060611207000,2012,458.6
060611207000,2013,473.5
060611207000,2014,487.2
060611207000,2015,506.1
060611207000,2016,529.0
060611207000,2017,545.6
060611207000,2018,564.9
060611207000,2019,587.2
060611207000,2020,612.3
060611211000,2009,397.2
060611211000,2010,412.6
060611211000,2011,431.4
060611211000,2012,446.2
060611211000,2013,461.1
060611211000,2014,477.8
060611211000,2015,496.4
060611211000,2016,523.0
060611211000,2017,546.0
060611211000,2018,571.5
060611211000,2019,598.2
060611211000,2020,624.0
060611212000,2009,416.1
060611212000,2010,432.0
060611212000,2011,464.3
060611212000,2012,483.5
060611212000,2013,507.9
060611212000,2014,527.1
060611212000,2015,549.9
060611212000,2016,576.6
060611212000,2017,600.4
060611212000,2018,624.1
060611212000,2019,651.2
060611212000,2020,684.1
060611214000,2009,403.2
060611214000,2010,419.0
060611214000,2011,440.1
060611214000,2012,455.8
060611214000,2013,469.1
060611214000,2014,482.9
060611214000,2015,500.4
060611214000,2016,525.4
060611214000,2017,548.5
060611214000,2018,569.5
060611214000,2019,593.2
060611214000,2020,613.6
060611216000,2009,459.5
060611216000,2010,475.6
060611216000,2011,507.5
060611216000,2012,528.5
060611216000,2013,548.2
060611216000,2014,566.5
060611216000,2015,588.7
060611216000,2016,616.1
060611216000,2017,638.9
060611216000,2018,670.7
060611216000,2019,696.9
060611216000,2020,721.3
061813301000,2009,527.9
061813301000,2010,540.1
061813301000,2011,578.4
061813301000,2012,614.7
061813301000,2013,650.7
061813301000,2014,675.8
061813301000,2015,699.5
061813301000,2016,730.7
061813301000,2017,760.4
061813301000,2018,790.9
061813301000,2019,813.1
061813301000,2020,836.5
061813302000,2009,368.4
061813302000,2010,377.7
061813302000,2011,397.1
061813302000,2012,406.0
061813302000,2013,415.7
061813302000,2014,427.2
061813302000,2015,443.3
061813302000,2016,465.9
061813302000,2017,482.6
061813302000,2018,502.5
061813302000,2019,522.8
061813302000,2020,540.4
061813305000,2009,473.1
061813305000,2010,486.2
061813305000,2011,508.6
061813305000,2012,518.2
061813305000,2013,527.8
061813305000,2014,536.8
061813305000,2015,551.6
061813305000,2016,573.9
061813305000,2017,590.9
061813305000,2018,609.4
061813305000,2019,633.2
061813305000,2020,651.5
061813307000,2009,377.4
061813307000,2010,396.6
061813307000,2011,414.7
061813307000,2012,425.0
061813307000,2013,435.9
061813307000,2014,446.3
061813307000,2015,462.3
061813307000,2016,483.4
061813307000,2017,497.9
061813307000,2018,515.4
061813307000,2019,538.2
061813307000,2020,559.4
061813317000,2009,352.1
061813317000,2010,364.2
061813317000,2011,389.9
061813317000,2012,399.7
061813317000,2013,413.4
061813317000,2014,429.8
061813317000,2015,446.2
061813317000,2016,470.0
061813317000,2017,489.8
061813317000,2018,509.8
061813317000,2019,528.0
061813317000,2020,547.5
061813321000,2009,502.9
061813321000,2010,516.2
061813321000,2011,539.3
061813321000,2012,556.8
061813321000,2013,573.5
061813321000,2014,589.6
061813321000,2015,612.5
061813321000,2016,637.7
061813321000,2017,664.4
061813321000,2018,688.1
061813321000,2019,710.2
061813321000,2020,735.2
061813361000,2009,397.4
061813361000,2010,411.1
061813361000,2011,430.8
061813361000,2012,440.1
061813361000,2013,451.5
061813361000,2014,463.5
061813361000,2015,477.3
061813361000,2016,497.0
061813361000,2017,510.7
061813361000,2018,529.8
061813361000,2019,551.3
061813361000,2020,577.2
061813404000,2009,358.3
061813404000,2010,374.7
061813404000,2011,410.1
061813404000,2012,437.2
061813404000,2013,467.9
061813404000,2014,504.8
061813404000,2015,544.7
061813404000,2016,596.7
061813404000,2017,651.9
061813404000,2018,682.4
061813404000,2019,678.7
061813404000,2020,699.0
061813409000,2009,334.2
061813409000,2010,349.9
061813409000,2011,393.8
061813409000,2012,405.2
