ID_powiatu,year,p2596-parki-zieleńce-i-tereny-zieleni-osiedlowej-powierzchnia
031613204000,2010,145.2
031613204000,2011,155.6
031613204000,2012,155.6
031613204000,2013,139.08
031613204000,2014,139.08
031613204000,2015,142.51
031613204000,2016,140.7
031613204000,2017,140.7
031613204000,2018,140.93
031613204000,2019,140.93
031613204000,2020,140.93
031613205000,2004,83.7
031613205000,2005,150.0
031613205000,2006,150.0
031613205000,2007,144.9
031613205000,2008,146.1
031613205000,2009,126.4
031613205000,2010,160.4
031613205000,2011,166.8
031613205000,2012,166.8
031613205000,2013,186.44
031613205000,2014,186.44
031613205000,2015,159.86
031613205000,2016,164.96
031613205000,2017,164.96
031613205000,2018,170.68
031613205000,2019,170.68
031613205000,2020,183.89
031613208000,2004,42.8
031613208000,2005,41.7
031613208000,2006,41.7
031613208000,2007,41.6
031613208000,2008,41.6
031613208000,2009,41.7
031613208000,2010,43.4
031613208000,2011,34.8
031613208000,2012,35.8
031613208000,2013,46.09
031613208000,2014,47.05
031613208000,2015,42.05
031613208000,2016,36.68
031613208000,2017,36.68
031613208000,2018,36.94
031613208000,2019,36.94
031613208000,2020,37.04
031613209000,2004,27.8
031613209000,2005,43.3
031613209000,2006,43.3
031613209000,2007,37.9
031613209000,2008,37.9
031613209000,2009,38.1
031613209000,2010,38.1
031613209000,2011,40.3
031613209000,2012,40.3
031613209000,2013,55.2
031613209000,2014,63.15
031613209000,2015,59.85
031613209000,2016,57.84
031613209000,2017,57.0
031613209000,2018,69.85
031613209000,2019,95.31
031613209000,2020,99.31
031613211000,2004,120.8
031613211000,2005,122.0
031613211000,2006,145.5
031613211000,2007,147.4
031613211000,2008,153.7
031613211000,2009,151.4
031613211000,2010,153.0
031613211000,2011,144.7
031613211000,2012,144.7
031613211000,2013,146.49
031613211000,2014,146.81
031613211000,2015,146.5
031613211000,2016,180.64
031613211000,2017,192.64
031613211000,2018,188.11
031613211000,2019,189.01
031613211000,2020,188.27
031613261000,2004,259.6
031613261000,2005,264.6
031613261000,2006,264.6
031613261000,2007,241.1
031613261000,2008,241.1
031613261000,2009,366.9
031613261000,2010,368.4
031613261000,2011,355.9
031613261000,2012,355.9
031613261000,2013,302.72
031613261000,2014,302.72
031613261000,2015,300.47
031613261000,2016,300.46
031613261000,2017,300.46
031613261000,2018,300.69
031613261000,2019,311.05
031613261000,2020,311.05
040410603000,2004,69.8
040410603000,2005,78.1
040410603000,2006,72.1
040410603000,2007,66.2
040410603000,2008,64.3
040410603000,2009,70.3
040410603000,2010,70.3
040410603000,2011,70.5
040410603000,2012,70.5
040410603000,2013,80.5
040410603000,2014,80.73
040410603000,2015,71.92
040410603000,2016,82.29
040410603000,2017,82.51
040410603000,2018,80.3
040410603000,2019,80.34
040410603000,2020,80.47
040410615000,2004,18.6
040410615000,2005,18.8
040410615000,2006,18.8
040410615000,2007,24.4
040410615000,2008,24.4
040410615000,2009,34.0
040410615000,2010,34.0
040410615000,2011,33.9
040410615000,2012,36.4
040410615000,2013,40.09
040410615000,2014,40.1
040410615000,2015,40.61
040410615000,2016,41.29
040410615000,2017,41.44
040410615000,2018,42.63
040410615000,2019,42.72
040410615000,2020,43.09
040410661000,2004,1351.5
040410661000,2005,1298.7
040410661000,2006,1301.7
040410661000,2007,1292.5
040410661000,2008,1292.5
040410661000,2009,1368.3
040410661000,2010,1368.3
040410661000,2011,1358.0
040410661000,2012,1358.0
040410661000,2013,1486.63
040410661000,2014,1486.63
040410661000,2015,1331.66
040410661000,2016,1368.56
040410661000,2017,1368.56
040410661000,2018,1341.64
040410661000,2019,1341.64
040410661000,2020,791.13
040410663000,2004,340.0
040410663000,2005,304.6
040410663000,2006,304.6
040410663000,2007,313.9
040410663000,2008,313.7
040410663000,2009,337.1
040410663000,2010,337.1
040410663000,2011,348.0
040410663000,2012,348.0
040410663000,2013,346.65
040410663000,2014,346.65
040410663000,2015,381.25
040410663000,2016,390.74
040410663000,2017,390.74
040410663000,2018,393.03
040410663000,2019,393.03
040410663000,2020,419.49
040410702000,2004,38.6
040410702000,2005,39.4
040410702000,2006,40.4
040410702000,2007,43.7
040410702000,2008,43.7
040410702000,2009,46.6
040410702000,2010,48.6
040410702000,2011,47.3
040410702000,2012,47.3
040410702000,2013,43.9
040410702000,2014,43.8
040410702000,2015,46.37
040410702000,2016,44.33
040410702000,2017,44.33
040410702000,2018,49.7
040410702000,2019,49.7
040410702000,2020,49.7
040410704000,2004,105.3
040410704000,2005,111.8
040410704000,2006,111.8
040410704000,2007,112.4
040410704000,2008,112.4
040410704000,2009,114.0
040410704000,2010,114.0
040410704000,2011,154.0
040410704000,2012,154.0
040410704000,2013,156.95
040410704000,2014,156.95
040410704000,2015,156.65
040410704000,2016,154.9
040410704000,2017,154.9
040410704000,2018,115.39
040410704000,2019,115.39
040410704000,2020,115.39
040410705000,2004,31.7
040410705000,2005,38.2
040410705000,2006,38.2
040410705000,2007,38.6
040410705000,2008,38.6
040410705000,2009,38.6
040410705000,2010,38.6
040410705000,2011,39.5
040410705000,2012,39.5
040410705000,2013,41.16
040410705000,2014,41.16
040410705000,2015,40.91
040410705000,2016,40.74
040410705000,2017,41.44
040410705000,2018,42.81
040410705000,2019,42.84
040410705000,2020,43.18
040410706000,2004,21.0
040410706000,2005,20.6
040410706000,2006,20.6
040410706000,2007,20.7
040410706000,2008,20.7
040410706000,2009,29.0
040410706000,2010,30.9
040410706000,2011,35.7
040410706000,2012,35.9
040410706000,2013,35.69
040410706000,2014,36.25
040410706000,2015,29.24
040410706000,2016,31.85
040410706000,2017,31.85
040410706000,2018,43.68
040410706000,2019,43.68
040410706000,2020,43.68
040410712000,2004,30.2
040410712000,2005,44.6
040410712000,2006,44.6
040410712000,2007,47.8
040410712000,2008,47.8
040410712000,2009,49.2
040410712000,2010,49.2
040410712000,2011,48.4
040410712000,2012,50.7
040410712000,2013,47.49
040410712000,2014,47.49
040410712000,2015,47.4
040410712000,2016,49.21
040410712000,2017,49.21
040410712000,2018,49.23
040410712000,2019,49.23
040410712000,2020,49.23
040410717000,2004,16.9
040410717000,2005,19.1
040410717000,2006,19.1
040410717000,2007,19.1
040410717000,2008,19.1
040410717000,2009,21.6
040410717000,2010,21.6
040410717000,2011,20.1
040410717000,2012,20.1
040410717000,2013,20.89
040410717000,2014,20.89
040410717000,2015,19.51
040410717000,2016,20.7
040410717000,2017,20.7
040410717000,2018,23.44
040410717000,2019,23.44
040410717000,2020,23.54
040410762000,2004,290.9
040410762000,2005,283.7
040410762000,2006,283.7
040410762000,2007,286.4
040410762000,2008,286.4
040410762000,2009,296.0
040410762000,2010,296.0
040410762000,2011,303.1
040410762000,2012,303.1
040410762000,2013,301.47
040410762000,2014,301.47
040410762000,2015,300.32
040410762000,2016,308.12
040410762000,2017,308.12
040410762000,2018,300.62
040410762000,2019,300.62
040410762000,2020,300.62
040410801000,2004,89.1
040410801000,2005,108.9
040410801000,2006,108.9
040410801000,2007,116.7
040410801000,2008,113.7
040410801000,2009,115.8
040410801000,2010,115.8
040410801000,2011,112.8
040410801000,2012,112.8
040410801000,2013,112.85
040410801000,2014,113.05
040410801000,2015,116.08
040410801000,2016,118.72
040410801000,2017,118.72
040410801000,2018,125.84
040410801000,2019,125.84
040410801000,2020,125.84
040410808000,2004,37.3
040410808000,2005,58.1
040410808000,2006,58.1
040410808000,2007,59.1
040410808000,2008,60.2
040410808000,2009,62.8
040410808000,2010,62.8
040410808000,2011,65.6
040410808000,2012,65.6
040410808000,2013,67.94
040410808000,2014,67.94
040410808000,2015,68.58
040410808000,2016,70.31
040410808000,2017,70.31
040410808000,2018,65.83
040410808000,2019,65.83
040410808000,2020,66.43
040410811000,2004,9.7
040410811000,2005,30.6
040410811000,2006,33.8
040410811000,2007,33.5
040410811000,2008,34.1
040410811000,2009,31.1
040410811000,2010,31.5
040410811000,2011,34.8
040410811000,2012,34.8
040410811000,2013,33.07
040410811000,2014,33.07
040410811000,2015,33.46
040410811000,2016,32.95
040410811000,2017,32.95
040410811000,2018,35.39
040410811000,2019,35.49
040410811000,2020,35.49
040410818000,2004,15.2
040410818000,2005,24.7
040410818000,2006,24.7
040410818000,2007,26.9
040410818000,2008,32.8
040410818000,2009,38.7
040410818000,2010,38.7
040410818000,2011,39.4
040410818000,2012,40.0
040410818000,2013,42.89
040410818000,2014,42.89
040410818000,2015,43.67
040410818000,2016,47.1
040410818000,2017,57.29
040410818000,2018,51.67
040410818000,2019,51.13
040410818000,2020,51.13
040410864000,2004,153.4
040410864000,2005,148.4
040410864000,2006,148.4
040410864000,2007,150.3
040410864000,2008,150.3
040410864000,2009,154.5
040410864000,2010,154.5
040410864000,2011,151.3
040410864000,2012,151.3
040410864000,2013,151.5
040410864000,2014,151.5
040410864000,2015,119.31
040410864000,2016,133.61
040410864000,2017,133.69
040410864000,2018,126.95
040410864000,2019,134.08
040410864000,2020,134.08
040416707000,2004,233.1
040416707000,2005,245.2
040416707000,2006,246.9
040416707000,2007,265.1
040416707000,2008,266.7
040416707000,2009,285.4
040416707000,2010,285.4
040416707000,2011,281.4
040416707000,2012,281.4
040416707000,2013,280.46
040416707000,2014,284.56
040416707000,2015,288.08
040416707000,2016,294.84
040416707000,2017,299.18
040416707000,2018,306.53
040416707000,2019,320.73
040416707000,2020,320.73
040416709000,2004,23.3
040416709000,2005,22.0
040416709000,2006,22.0
040416709000,2007,21.7
040416709000,2008,21.7
040416709000,2009,24.1
040416709000,2010,23.6
040416709000,2011,23.9
040416709000,2012,23.9
040416709000,2013,24.47
040416709000,2014,24.47
040416709000,2015,23.26
040416709000,2016,23.64
040416709000,2017,23.64
040416709000,2018,23.41
040416709000,2019,23.41
040416709000,2020,23.41
040416710000,2004,70.6
040416710000,2005,72.1
040416710000,2006,72.1
040416710000,2007,63.1
040416710000,2008,63.8
040416710000,2009,87.7
040416710000,2010,87.7
040416710000,2011,79.5
040416710000,2012,79.7
040416710000,2013,83.16
040416710000,2014,83.16
040416710000,2015,77.46
040416710000,2016,77.9
040416710000,2017,77.9
040416710000,2018,78.08
040416710000,2019,78.03
040416710000,2020,78.03
040416719000,2004,103.5
040416719000,2005,108.1
040416719000,2006,108.3
040416719000,2007,110.8
040416719000,2008,110.8
040416719000,2009,118.8
040416719000,2010,118.8
040416719000,2011,115.7
040416719000,2012,116.3
040416719000,2013,116.58
040416719000,2014,122.98
040416719000,2015,124.86
040416719000,2016,123.77
040416719000,2017,123.77
040416719000,2018,128.5
040416719000,2019,128.5
040416719000,2020,90.0
040416813000,2004,62.1
040416813000,2005,64.8
040416813000,2006,64.6
040416813000,2007,64.6
040416813000,2008,64.7
040416813000,2009,56.8
040416813000,2010,56.8
040416813000,2011,56.9
040416813000,2012,56.9
040416813000,2013,56.61
040416813000,2014,56.61
040416813000,2015,58.21
040416813000,2016,57.81
040416813000,2017,57.81
040416813000,2018,56.74
040416813000,2019,56.74
040416813000,2020,56.74
040416814000,2004,90.5
040416814000,2005,94.8
040416814000,2006,97.8
040416814000,2007,384.0
040416814000,2008,101.0
040416814000,2009,105.6
040416814000,2010,105.6
040416814000,2011,102.2
040416814000,2012,102.2
040416814000,2013,108.31
040416814000,2014,108.31
040416814000,2015,104.28
040416814000,2016,115.34
040416814000,2017,115.34
040416814000,2018,118.04
040416814000,2019,118.04
040416814000,2020,118.04
040416816000,2004,8.1
040416816000,2005,8.2
040416816000,2006,8.2
040416816000,2007,14.4
040416816000,2008,13.9
040416816000,2009,15.6
040416816000,2010,17.6
040416816000,2011,17.3
040416816000,2012,17.3
040416816000,2013,16.9
040416816000,2014,16.9
040416816000,2015,16.9
040416816000,2016,17.61
040416816000,2017,17.61
040416816000,2018,17.46
040416816000,2019,17.46
040416816000,2020,21.06
042214004000,2004,44.7
042214004000,2005,46.7
042214004000,2006,67.2
042214004000,2007,84.8
042214004000,2008,94.8
042214004000,2009,114.0
042214004000,2010,118.8
042214004000,2011,117.6
042214004000,2012,117.6
042214004000,2013,120.6
042214004000,2014,123.23
042214004000,2015,123.11
042214004000,2016,122.36
042214004000,2017,136.72
042214004000,2018,129.54
042214004000,2019,139.49
042214004000,2020,139.49
042214005000,2004,42.9
042214005000,2005,44.4
042214005000,2006,45.6
042214005000,2007,49.2
042214005000,2008,49.0
042214005000,2009,50.8
042214005000,2010,53.1
042214005000,2011,52.8
042214005000,2012,55.1
042214005000,2013,57.23
042214005000,2014,63.93
042214005000,2015,64.18
042214005000,2016,62.79
042214005000,2017,62.79
042214005000,2018,66.76
042214005000,2019,66.76
042214005000,2020,66.76
042214010000,2004,38.2
042214010000,2005,38.9
042214010000,2006,39.3
042214010000,2007,40.8
042214010000,2008,44.6
042214010000,2009,45.5
042214010000,2010,46.8
042214010000,2011,48.0
042214010000,2012,49.4
042214010000,2013,50.37
042214010000,2014,53.47
042214010000,2015,56.97
042214010000,2016,57.44
042214010000,2017,57.49
042214010000,2018,61.47
042214010000,2019,61.47
042214010000,2020,62.66
042214011000,2004,87.8
042214011000,2005,91.8
042214011000,2006,91.8
042214011000,2007,92.1
042214011000,2008,95.5
042214011000,2009,99.3
042214011000,2010,96.3
042214011000,2011,96.2
042214011000,2012,100.2
042214011000,2013,100.63
042214011000,2014,102.35
042214011000,2015,78.96
042214011000,2016,90.76
042214011000,2017,85.09
042214011000,2018,88.76
042214011000,2019,88.76
042214011000,2020,99.08
042214015000,2004,142.8
042214015000,2005,136.3
042214015000,2006,136.6
042214015000,2007,141.2
042214015000,2008,141.2
042214015000,2009,116.1
042214015000,2010,116.4
042214015000,2011,123.9
042214015000,2012,123.9
042214015000,2013,130.12
042214015000,2014,130.3
042214015000,2015,128.25
042214015000,2016,126.9
042214015000,2017,126.9
042214015000,2018,127.6
042214015000,2019,127.6
042214015000,2020,127.81
042214101000,2004,57.3
042214101000,2005,82.4
042214101000,2006,88.6
042214101000,2007,88.4
042214101000,2008,104.9
042214101000,2009,107.9
042214101000,2010,109.3
042214101000,2011,101.2
042214101000,2012,101.3
042214101000,2013,97.73
042214101000,2014,97.73
042214101000,2015,96.66
042214101000,2016,97.86
042214101000,2017,98.7
042214101000,2018,102.3
042214101000,2019,102.3
042214101000,2020,125.72
042214108000,2004,117.2
042214108000,2005,105.6
042214108000,2006,106.1
042214108000,2007,115.5
042214108000,2008,115.5
042214108000,2009,120.1
042214108000,2010,118.6
042214108000,2011,114.3
042214108000,2012,114.3
042214108000,2013,115.28
042214108000,2014,115.28
042214108000,2015,114.52
042214108000,2016,124.41
042214108000,2017,124.41
042214108000,2018,131.36
042214108000,2019,152.59
042214108000,2020,152.59
042214112000,2004,180.3
042214112000,2005,231.0
042214112000,2006,234.0
042214112000,2007,256.9
042214112000,2008,256.6
042214112000,2009,271.5
042214112000,2010,271.5
042214112000,2011,258.9
042214112000,2012,258.9
042214112000,2013,253.45
042214112000,2014,254.23
042214112000,2015,256.35
042214112000,2016,269.46
042214112000,2017,269.46
042214112000,2018,260.56
042214112000,2019,260.56
042214112000,2020,270.25
042214163000,2004,91.0
042214163000,2005,125.4
042214163000,2006,124.0
042214163000,2007,116.9
042214163000,2008,111.3
042214163000,2009,83.8
042214163000,2010,83.8
042214163000,2011,112.2
042214163000,2012,112.2
042214163000,2013,110.37
042214163000,2014,110.37
042214163000,2015,115.04
042214163000,2016,119.4
042214163000,2017,119.4
042214163000,2018,118.82
042214163000,2019,125.22
042214163000,2020,126.06
042214207000,2004,166.2
042214207000,2005,175.7
042214207000,2006,184.0
042214207000,2007,190.8
042214207000,2008,203.7
042214207000,2009,176.4
042214207000,2010,180.6
042214207000,2011,185.5
042214207000,2012,154.5
042214207000,2013,162.64
042214207000,2014,163.14
042214207000,2015,172.8
042214207000,2016,170.35
042214207000,2017,137.36
042214207000,2018,144.51
042214207000,2019,144.55
042214207000,2020,144.57
042214209000,2004,107.0
042214209000,2005,135.1
042214209000,2006,107.6
042214209000,2007,108.7
042214209000,2008,105.2
042214209000,2009,111.8
042214209000,2010,111.8
042214209000,2011,108.2
042214209000,2012,108.2
042214209000,2013,110.99
042214209000,2014,110.99
042214209000,2015,112.33
042214209000,2016,123.06
042214209000,2017,123.06
042214209000,2018,124.9
042214209000,2019,125.16
042214209000,2020,125.16
042214213000,2004,66.8
042214213000,2005,61.0
042214213000,2006,61.0
042214213000,2007,75.5
042214213000,2008,78.2
042214213000,2009,85.8
042214213000,2010,85.8
042214213000,2011,85.4
042214213000,2012,85.6
042214213000,2013,93.91
042214213000,2014,96.01
042214213000,2015,94.03
042214213000,2016,99.29
042214213000,2017,99.29
042214213000,2018,95.79
042214213000,2019,100.39
042214213000,2020,114.64
042214214000,2004,151.8
042214214000,2005,192.1
042214214000,2006,183.7
042214214000,2007,201.5
042214214000,2008,260.1
042214214000,2009,260.6
042214214000,2010,264.8
042214214000,2011,265.6
042214214000,2012,265.9
042214214000,2013,267.44
042214214000,2014,278.87
042214214000,2015,274.25
042214214000,2016,283.03
042214214000,2017,283.25
042214214000,2018,307.73
042214214000,2019,307.68
042214214000,2020,307.68
042214216000,2004,36.6
042214216000,2005,39.2
042214216000,2006,39.2
042214216000,2007,42.8
042214216000,2008,42.7
042214216000,2009,43.2
042214216000,2010,43.2
042214216000,2011,44.9
042214216000,2012,44.9
042214216000,2013,43.55
042214216000,2014,43.55
042214216000,2015,42.32
042214216000,2016,65.11
042214216000,2017,65.11
042214216000,2018,70.45
042214216000,2019,70.85
042214216000,2020,70.85
042214361000,2004,560.5
042214361000,2005,575.5
042214361000,2006,575.5
042214361000,2007,701.5
042214361000,2008,701.5
042214361000,2009,736.0
042214361000,2010,736.0
042214361000,2011,747.3
042214361000,2012,747.3
042214361000,2013,760.76
042214361000,2014,775.26
042214361000,2015,780.48
042214361000,2016,839.89
042214361000,2017,839.89
042214361000,2018,875.73
042214361000,2019,877.77
042214361000,2020,879.57
042214362000,2004,275.3
042214362000,2005,263.8
042214362000,2006,263.8
042214362000,2007,247.4
042214362000,2008,252.7
042214362000,2009,272.7
042214362000,2010,272.8
042214362000,2011,236.6
042214362000,2012,236.6
042214362000,2013,246.02
042214362000,2014,246.02
042214362000,2015,259.06
042214362000,2016,288.84
042214362000,2017,288.84
042214362000,2018,293.24
042214362000,2019,296.64
042214362000,2020,299.94
042214364000,2004,61.4
042214364000,2005,86.7
042214364000,2006,86.7
042214364000,2007,99.2
042214364000,2008,99.2
042214364000,2009,102.6
042214364000,2010,102.6
042214364000,2011,112.6
042214364000,2012,112.6
042214364000,2013,114.08
042214364000,2014,114.08
042214364000,2015,111.12
042214364000,2016,122.99
042214364000,2017,122.99
042214364000,2018,111.73
042214364000,2019,111.73
042214364000,2020,111.73
042217202000,2004,165.3
042217202000,2005,169.6
042217202000,2006,173.7
042217202000,2007,181.9
042217202000,2008,182.9
042217202000,2009,190.7
042217202000,2010,190.8
042217202000,2011,199.4
042217202000,2012,200.7
042217202000,2013,204.27
042217202000,2014,204.27
042217202000,2015,204.7
042217202000,2016,204.33
042217202000,2017,204.33
042217202000,2018,201.76
042217202000,2019,201.76
042217202000,2020,201.76
042217203000,2004,314.5
042217203000,2005,329.4
042217203000,2006,329.4
042217203000,2007,351.8
042217203000,2008,349.8
042217203000,2009,363.5
042217203000,2010,363.5
042217203000,2011,352.1
042217203000,2012,352.1
042217203000,2013,358.31
042217203000,2014,361.23
042217203000,2015,356.81
042217203000,2016,362.31
042217203000,2017,362.31
042217203000,2018,360.04
042217203000,2019,360.04
042217203000,2020,360.04
042217206000,2004,37.4
042217206000,2005,48.4
042217206000,2006,53.5
042217206000,2007,55.7
042217206000,2008,55.7
042217206000,2009,60.3
042217206000,2010,60.5
042217206000,2011,65.1
042217206000,2012,65.3
042217206000,2013,63.44
042217206000,2014,63.44
042217206000,2015,61.68
042217206000,2016,58.02
042217206000,2017,58.02
042217206000,2018,57.05
042217206000,2019,57.05
042217206000,2020,57.05
042815402000,2004,57.1
042815402000,2005,49.4
042815402000,2006,49.4
042815402000,2007,35.6
042815402000,2008,54.7
042815402000,2009,69.5
042815402000,2010,69.5
042815402000,2011,69.0
042815402000,2012,69.0
042815402000,2013,76.57
042815402000,2014,76.57
042815402000,2015,77.06
042815402000,2016,74.25
042815402000,2017,74.25
042815402000,2018,77.75
042815402000,2019,77.75
042815402000,2020,77.75
042815403000,2004,29.3
042815403000,2005,35.8
042815403000,2006,35.0
042815403000,2007,40.0
042815403000,2008,42.2
042815403000,2009,47.0
042815403000,2010,54.6
042815403000,2011,53.5
042815403000,2012,55.3
042815403000,2013,53.19
042815403000,2014,53.69
042815403000,2015,53.22
042815403000,2016,56.7
042815403000,2017,56.7
042815403000,2018,60.8
042815403000,2019,60.8
042815403000,2020,60.8
042815404000,2004,30.0
042815404000,2005,30.9
042815404000,2006,30.9
042815404000,2007,31.2
042815404000,2008,31.2
042815404000,2009,44.7
042815404000,2010,44.7
042815404000,2011,40.1
042815404000,2012,40.1
042815404000,2013,42.53
042815404000,2014,42.53
042815404000,2015,44.22
042815404000,2016,46.96
042815404000,2017,46.96
042815404000,2018,62.92
042815404000,2019,62.92
042815404000,2020,62.92
042815407000,2004,57.5
042815407000,2005,67.9
042815407000,2006,67.9
042815407000,2007,89.6
042815407000,2008,89.6
042815407000,2009,97.8
042815407000,2010,97.8
042815407000,2011,104.5
042815407000,2012,107.0
042815407000,2013,103.02
042815407000,2014,103.02
042815407000,2015,106.44
042815407000,2016,107.87
042815407000,2017,107.87
042815407000,2018,112.3
042815407000,2019,112.3
042815407000,2020,112.3
042815412000,2004,20.3
042815412000,2005,20.9
042815412000,2006,20.9
042815412000,2007,21.7
042815412000,2008,21.7
042815412000,2009,22.0
042815412000,2010,22.0
042815412000,2011,22.2
042815412000,2012,22.2
042815412000,2013,21.85
042815412000,2014,21.85
042815412000,2015,21.9
042815412000,2016,23.67
042815412000,2017,23.67
042815412000,2018,22.18
042815412000,2019,22.18
042815412000,2020,22.18
042815415000,2004,94.4
042815415000,2005,86.2
042815415000,2006,88.2
042815415000,2007,118.8
042815415000,2008,122.4
042815415000,2009,105.9
042815415000,2010,108.6
042815415000,2011,129.9
042815415000,2012,129.9
042815415000,2013,126.28
042815415000,2014,129.78
042815415000,2015,131.22
042815415000,2016,150.4
042815415000,2017,150.4
042815415000,2018,146.39
042815415000,2019,148.45
042815415000,2020,148.45
042815461000,2004,129.8
042815461000,2005,144.6
042815461000,2006,144.6
042815461000,2007,1845.9
042815461000,2008,1845.9
042815461000,2009,390.2
042815461000,2010,390.2
042815461000,2011,130.4
042815461000,2012,130.4
042815461000,2013,153.29
042815461000,2014,153.29
042815461000,2015,157.34
042815461000,2016,166.09
042815461000,2017,166.09
042815461000,2018,187.98
042815461000,2019,186.09
042815461000,2020,184.97
042815505000,2004,69.0
042815505000,2005,70.7
042815505000,2006,70.3
042815505000,2007,69.6
042815505000,2008,69.6
042815505000,2009,80.3
042815505000,2010,80.3
042815505000,2011,87.0
042815505000,2012,87.0
042815505000,2013,82.2
042815505000,2014,84.41
042815505000,2015,80.76
042815505000,2016,91.53
042815505000,2017,91.53
042815505000,2018,109.12
042815505000,2019,109.12
042815505000,2020,109.12
042815506000,2004,61.3
042815506000,2005,56.3
042815506000,2006,56.3
042815506000,2007,56.1
042815506000,2008,51.6
042815506000,2009,140.3
042815506000,2010,140.5
042815506000,2011,57.7
042815506000,2012,57.7
042815506000,2013,55.61
042815506000,2014,55.77
042815506000,2015,56.9
042815506000,2016,68.83
042815506000,2017,68.83
042815506000,2018,56.68
042815506000,2019,56.68
042815506000,2020,56.72
042815513000,2004,38.4
042815513000,2005,43.9
042815513000,2006,48.0
042815513000,2007,49.7
042815513000,2008,50.6
042815513000,2009,54.3
042815513000,2010,54.3
042815513000,2011,52.6
042815513000,2012,52.6
042815513000,2013,51.48
042815513000,2014,54.0
042815513000,2015,55.49
042815513000,2016,49.94
042815513000,2017,50.15
042815513000,2018,51.15
042815513000,2019,51.15
042815513000,2020,51.15
042815516000,2004,27.1
042815516000,2005,32.6
042815516000,2006,32.6
042815516000,2007,35.1
042815516000,2008,44.4
042815516000,2009,89.8
042815516000,2010,89.8
042815516000,2011,48.5
042815516000,2012,48.5
042815516000,2013,44.48
042815516000,2014,44.48
042815516000,2015,43.18
042815516000,2016,60.45
042815516000,2017,60.45
042815516000,2018,58.96
042815516000,2019,58.96
042815516000,2020,58.96
042815518000,2004,8.3
042815518000,2005,8.1
042815518000,2006,8.1
042815518000,2007,7.8
042815518000,2008,7.8
042815518000,2009,11.7
042815518000,2010,11.7
042815518000,2011,13.9
042815518000,2012,18.0
042815518000,2013,13.21
042815518000,2014,13.97
042815518000,2015,16.37
042815518000,2016,16.09
042815518000,2017,16.09
042815518000,2018,17.9
042815518000,2019,17.9
042815518000,2020,17.9
042815519000,2004,17.6
042815519000,2005,18.2
042815519000,2006,18.2
042815519000,2007,19.1
042815519000,2008,19.1
042815519000,2009,76.7
042815519000,2010,76.7
042815519000,2011,22.4
042815519000,2012,22.4
042815519000,2013,22.19
042815519000,2014,22.19
042815519000,2015,26.85
042815519000,2016,30.16
042815519000,2017,30.16
042815519000,2018,27.03
042815519000,2019,27.03
042815519000,2020,27.03
042815601000,2004,116.8
042815601000,2005,118.7
042815601000,2006,117.5
042815601000,2007,114.8
042815601000,2008,115.2
042815601000,2009,122.8
042815601000,2010,120.5
042815601000,2011,133.2
042815601000,2012,133.2
042815601000,2013,131.37
042815601000,2014,132.87
042815601000,2015,130.19
042815601000,2016,140.43
042815601000,2017,140.48
042815601000,2018,157.71
042815601000,2019,157.71
042815601000,2020,159.19
042815608000,2004,61.0
042815608000,2005,63.2
042815608000,2006,64.0
042815608000,2007,64.3
042815608000,2008,77.1
042815608000,2009,94.5
042815608000,2010,94.5
042815608000,2011,91.1
042815608000,2012,91.1
042815608000,2013,96.95
042815608000,2014,97.65
042815608000,2015,99.91
042815608000,2016,108.53
042815608000,2017,108.53
042815608000,2018,110.11
042815608000,2019,112.28
042815608000,2020,112.28
042815609000,2004,23.0
042815609000,2005,23.9
042815609000,2006,23.9
042815609000,2007,25.2
042815609000,2008,25.2
042815609000,2009,34.0
042815609000,2010,34.0
042815609000,2011,104.1
042815609000,2012,104.1
042815609000,2013,56.65
042815609000,2014,56.65
042815609000,2015,27.69
042815609000,2016,29.74
042815609000,2017,29.74
042815609000,2018,30.43
042815609000,2019,30.43
042815609000,2020,30.43
042815610000,2004,79.2
042815610000,2005,76.1
042815610000,2006,76.1
042815610000,2007,80.9
042815610000,2008,86.4
042815610000,2009,208.7
042815610000,2010,208.7
042815610000,2011,87.4
042815610000,2012,87.4
042815610000,2013,83.86
042815610000,2014,83.86
042815610000,2015,86.49
042815610000,2016,92.5
042815610000,2017,92.5
042815610000,2018,93.56
042815610000,2019,94.21
042815610000,2020,94.21
042815611000,2004,77.3
042815611000,2005,75.4
042815611000,2006,81.1
042815611000,2007,52.1
042815611000,2008,58.6
042815611000,2009,53.1
042815611000,2010,53.1
042815611000,2011,62.1
042815611000,2012,62.1
042815611000,2013,75.79
042815611000,2014,75.79
042815611000,2015,75.16
042815611000,2016,75.53
042815611000,2017,75.53
042815611000,2018,74.68
042815611000,2019,74.68
042815611000,2020,75.62
042815614000,2004,68.2
042815614000,2005,72.8
042815614000,2006,72.8
042815614000,2007,74.0
042815614000,2008,74.5
042815614000,2009,82.5
042815614000,2010,83.9
042815614000,2011,93.2
042815614000,2012,62.0
042815614000,2013,57.58
042815614000,2014,57.58
042815614000,2015,62.19
042815614000,2016,104.77
042815614000,2017,106.75
042815614000,2018,67.16
042815614000,2019,70.16
042815614000,2020,71.31
042815617000,2004,40.3
042815617000,2005,34.5
042815617000,2006,36.7
042815617000,2007,36.3
042815617000,2008,37.3
042815617000,2009,38.7
042815617000,2010,39.3
042815617000,2011,38.1
042815617000,2012,38.1
042815617000,2013,39.16
042815617000,2014,39.49
