ID_powiatu,year,p2759-turyści-zagraniczni-nierezydenci-ogółem
023015761000,2018,4667
023015761000,2019,3701
023015761000,2020,1560
023015803000,2005,6904
023015803000,2006,6496
023015803000,2007,5368
023015803000,2008,5520
023015803000,2009,4228
023015803000,2010,4904
023015803000,2011,4632
023015803000,2012,5734
023015803000,2013,4748
023015803000,2014,4944
023015803000,2015,5387
023015803000,2016,6042
023015803000,2017,3600
023015803000,2018,3646
023015803000,2019,3803
023015803000,2020,1259
023015809000,2005,1592
023015809000,2006,2467
023015809000,2007,2549
023015809000,2008,2400
023015809000,2009,1219
023015809000,2010,922
023015809000,2011,616
023015809000,2012,2051
023015809000,2013,2053
023015809000,2014,2215
023015809000,2015,2055
023015809000,2016,1556
023015809000,2017,968
023015809000,2018,793
023015809000,2019,1078
023015809000,2020,613
023015810000,2005,8156
023015810000,2006,10060
023015810000,2007,8808
023015810000,2008,9131
023015810000,2009,8818
023015810000,2010,6950
023015810000,2011,8560
023015810000,2012,8108
023015810000,2013,6791
023015810000,2014,6747
023015810000,2015,6549
023015810000,2016,7562
023015810000,2017,5092
023015810000,2018,5480
023015810000,2019,6159
023015810000,2020,1327
023015823000,2005,282
023015823000,2006,146
023015823000,2007,110
023015823000,2008,53
023015823000,2009,53
023015823000,2010,32
023015823000,2011,0
023015823000,2012,82
023015823000,2013,77
023015823000,2014,47
023015823000,2015,78
023015823000,2016,95
023015823000,2017,363
023015823000,2018,536
023015823000,2019,571
023015823000,2020,307
023015827000,2005,194
023015827000,2006,211
023015827000,2007,186
023015827000,2008,113
023015827000,2009,106
023015827000,2010,423
023015827000,2011,172
023015827000,2012,373
023015827000,2013,214
023015827000,2014,117
023015827000,2015,220
023015827000,2016,550
023015827000,2017,341
023015827000,2018,641
023015827000,2019,1174
023015827000,2020,319
023015830000,2005,1914
023015830000,2006,1778
023015830000,2007,1844
023015830000,2008,1615
023015830000,2009,2552
023015830000,2010,2801
023015830000,2011,3056
023015830000,2012,3872
023015830000,2013,4101
023015830000,2014,3904
023015830000,2015,4599
023015830000,2016,7452
023015830000,2017,6815
023015830000,2018,4650
023015830000,2019,5396
023015830000,2020,2725
023015862000,2005,6670
023015862000,2006,5847
023015862000,2007,5667
023015862000,2008,5210
023015862000,2009,4057
023015862000,2010,3552
023015862000,2011,3021
023015862000,2012,2544
023015862000,2013,2478
023015862000,2014,2152
023015862000,2015,1635
023015862000,2016,1679
023015862000,2017,1127
023015862000,2018,1025
023015862000,2019,1112
023015862000,2020,480
023015904000,2005,2122
023015904000,2006,1868
023015904000,2007,1114
023015904000,2008,2395
023015904000,2009,2867
023015904000,2010,3949
023015904000,2011,3429
023015904000,2012,5360
023015904000,2013,4366
023015904000,2014,2807
023015904000,2015,4765
023015904000,2016,2894
023015904000,2017,3517
023015904000,2018,2333
023015904000,2019,2047
023015904000,2020,831
023015905000,2005,972
023015905000,2006,816
023015905000,2007,741
023015905000,2008,676
023015905000,2009,473
023015905000,2010,874
023015905000,2011,695
023015905000,2012,737
023015905000,2013,668
023015905000,2014,525
023015905000,2015,398
023015905000,2016,562
023015905000,2017,506
023015905000,2018,1086
023015905000,2019,1067
023015905000,2020,245
023015911000,2005,881
023015911000,2006,856
023015911000,2007,954
023015911000,2008,1263
023015911000,2009,721
023015911000,2010,817
023015911000,2011,714
023015911000,2012,1080
023015911000,2013,1031
023015911000,2014,655
023015911000,2015,445
023015911000,2016,615
023015911000,2017,753
023015911000,2018,973
023015911000,2019,821
023015911000,2020,351
023015913000,2005,2460
023015913000,2006,2672
023015913000,2007,2741
023015913000,2008,2996
023015913000,2009,1918
023015913000,2010,2170
023015913000,2011,2172
023015913000,2012,2578
023015913000,2013,2416
023015913000,2014,2283
023015913000,2015,3411
023015913000,2016,2982
023015913000,2017,3582
023015913000,2018,2590
023015913000,2019,2647
023015913000,2020,750
023015914000,2005,1274
023015914000,2006,838
023015914000,2007,817
023015914000,2008,434
023015914000,2009,752
023015914000,2010,967
023015914000,2011,1301
023015914000,2012,1197
023015914000,2013,1140
023015914000,2014,1168
023015914000,2015,1358
023015914000,2016,2486
023015914000,2017,2235
023015914000,2018,4523
023015914000,2019,1423
023015914000,2020,586
023015915000,2005,2390
023015915000,2006,2195
023015915000,2007,2236
023015915000,2008,3668
023015915000,2009,3086
023015915000,2010,3248
023015915000,2011,3329
023015915000,2012,3115
023015915000,2013,4002
023015915000,2014,4441
023015915000,2015,7296
023015915000,2016,6783
023015915000,2017,8026
023015915000,2018,8636
023015915000,2019,8571
023015915000,2020,3650
023015922000,2005,124
023015922000,2006,290
023015922000,2007,224
023015922000,2008,205
023015922000,2009,151
023015922000,2010,187
023015922000,2011,349
023015922000,2012,517
023015922000,2013,111
023015922000,2014,116
023015922000,2015,85
023015922000,2016,170
023015922000,2017,341
023015922000,2018,347
023015922000,2019,164
023015922000,2020,62
023015929000,2005,1892
023015929000,2006,2307
023015929000,2007,2723
023015929000,2008,3209
023015929000,2009,2782
023015929000,2010,2985
023015929000,2011,3851
023015929000,2012,2791
023015929000,2013,2435
023015929000,2014,2258
023015929000,2015,1737
023015929000,2016,1804
023015929000,2017,1977
023015929000,2018,2035
023015929000,2019,1561
023015929000,2020,1096
023015963000,2005,3512
023015963000,2006,3225
023015963000,2007,3429
023015963000,2008,3687
023015963000,2009,3119
023015963000,2010,3559
023015963000,2011,3525
023015963000,2012,3733
023015963000,2013,3436
023015963000,2014,2930
023015963000,2015,2805
023015963000,2016,2544
023015963000,2017,2486
023015963000,2018,1982
023015963000,2019,2026
023015963000,2020,802
023016001000,2005,1127
023016001000,2006,858
023016001000,2007,853
023016001000,2008,745
023016001000,2009,1327
023016001000,2010,1532
023016001000,2011,1741
023016001000,2012,1763
023016001000,2013,1830
023016001000,2014,1949
023016001000,2015,2114
023016001000,2016,2221
023016001000,2017,2071
023016001000,2018,1810
023016001000,2019,2356
023016001000,2020,1245
023016002000,2005,1439
023016002000,2006,1927
023016002000,2007,1946
023016002000,2008,1497
023016002000,2009,1117
023016002000,2010,1570
023016002000,2011,1313
023016002000,2012,1214
023016002000,2013,1185
023016002000,2014,1395
023016002000,2015,1856
023016002000,2016,2409
023016002000,2017,2645
023016002000,2018,2889
023016002000,2019,2805
023016002000,2020,1392
023016019000,2005,18512
023016019000,2006,15126
023016019000,2007,13435
023016019000,2008,11549
023016019000,2009,10094
023016019000,2010,10491
023016019000,2011,9843
023016019000,2012,9707
023016019000,2013,7928
023016019000,2014,6381
023016019000,2015,6287
023016019000,2016,5975
023016019000,2017,7368
023016019000,2018,5675
023016019000,2019,5711
023016019000,2020,1867
023016028000,2005,1835
023016028000,2006,1909
023016028000,2007,1014
023016028000,2008,877
023016028000,2009,864
023016028000,2010,896
023016028000,2011,1018
023016028000,2012,1004
023016028000,2013,978
023016028000,2014,547
023016028000,2015,700
023016028000,2016,648
023016028000,2017,521
023016028000,2018,670
023016028000,2019,611
023016028000,2020,419
023016031000,2005,424
023016031000,2006,298
023016031000,2007,156
023016031000,2008,340
023016031000,2009,311
023016031000,2010,235
023016031000,2011,111
023016031000,2012,206
023016031000,2013,245
023016031000,2014,571
023016031000,2015,626
023016031000,2016,630
023016031000,2017,539
023016031000,2018,490
023016031000,2019,513
023016031000,2020,93
023016116000,2005,1310
023016116000,2006,795
023016116000,2007,794
023016116000,2008,732
023016116000,2009,436
023016116000,2010,412
023016116000,2011,422
023016116000,2012,239
023016116000,2013,174
023016116000,2014,202
023016116000,2015,126
023016116000,2016,518
023016116000,2017,512
023016116000,2018,406
023016116000,2019,200
023016116000,2020,79
023016121000,2005,13418
023016121000,2006,13422
023016121000,2007,12344
023016121000,2008,14428
023016121000,2009,13859
023016121000,2010,13899
023016121000,2011,14394
023016121000,2012,17823
023016121000,2013,12546
023016121000,2014,17686
023016121000,2015,16842
023016121000,2016,20316
023016121000,2017,20034
023016121000,2018,22351
023016121000,2019,20794
023016121000,2020,7922
023016124000,2005,4033
023016124000,2006,3387
023016124000,2007,2969
023016124000,2008,3680
023016124000,2009,2701
023016124000,2010,3199
023016124000,2011,2912
023016124000,2012,2132
023016124000,2013,1836
023016124000,2014,2144
023016124000,2015,1990
023016124000,2016,3038
023016124000,2017,3428
023016124000,2018,4434
023016124000,2019,2959
023016124000,2020,850
023016125000,2005,579
023016125000,2006,399
023016125000,2007,570
023016125000,2008,835
023016125000,2009,783
023016125000,2010,1607
023016125000,2011,969
023016125000,2012,1035
023016125000,2013,613
023016125000,2014,672
023016125000,2015,967
023016125000,2016,1427
023016125000,2017,1046
023016125000,2018,1692
023016125000,2019,2347
023016125000,2020,1358
023016126000,2005,143
023016126000,2006,124
023016126000,2007,122
023016126000,2008,2347
023016126000,2009,3538
023016126000,2010,4002
023016126000,2011,2588
023016126000,2012,1452
023016126000,2013,1710
023016126000,2014,2134
023016126000,2015,2050
023016126000,2016,1551
023016126000,2017,1657
023016126000,2018,1186
023016126000,2019,971
023016126000,2020,328
023016264000,2005,165609
023016264000,2006,168127
023016264000,2007,157037
023016264000,2008,159472
023016264000,2009,153484
023016264000,2010,163071
023016264000,2011,150772
023016264000,2012,175012
023016264000,2013,157726
023016264000,2014,182338
023016264000,2015,190911
023016264000,2016,198557
023016264000,2017,206146
023016264000,2018,208499
023016264000,2019,209425
023016264000,2020,66750
023216301000,2005,1388
023216301000,2006,871
023216301000,2007,1298
023216301000,2008,1048
023216301000,2009,1053
023216301000,2010,684
023216301000,2011,1053
023216301000,2012,919
023216301000,2013,851
023216301000,2014,820
023216301000,2015,764
023216301000,2016,1092
023216301000,2017,484
023216301000,2018,721
023216301000,2019,320
023216301000,2020,32
023216308000,2005,112741
023216308000,2006,101282
023216308000,2007,99676
023216308000,2008,97994
023216308000,2009,125719
023216308000,2010,117984
023216308000,2011,119100
023216308000,2012,132852
023216308000,2013,148065
023216308000,2014,163396
023216308000,2015,167143
023216308000,2016,182190
023216308000,2017,196740
023216308000,2018,215312
023216308000,2019,221031
023216308000,2020,101923
023216309000,2005,21057
023216309000,2006,15088
023216309000,2007,20900
023216309000,2008,16465
023216309000,2009,17711
023216309000,2010,9836
023216309000,2011,9549
023216309000,2012,12995
023216309000,2013,14381
023216309000,2014,12843
023216309000,2015,11549
023216309000,2016,16025
023216309000,2017,14838
023216309000,2018,22842
023216309000,2019,26768
023216309000,2020,14637
023216313000,2005,4389
023216313000,2006,5716
023216313000,2007,7631
023216313000,2008,7631
023216313000,2009,6932
023216313000,2010,9013
023216313000,2011,9627
023216313000,2012,10039
023216313000,2013,7864
023216313000,2014,9175
023216313000,2015,10273
023216313000,2016,13741
023216313000,2017,12928
023216313000,2018,15710
023216313000,2019,18660
023216313000,2020,10275
023216361000,2005,6438
023216361000,2006,5199
023216361000,2007,5734
023216361000,2008,4378
023216361000,2009,4548
023216361000,2010,3047
023216361000,2011,4656
023216361000,2012,5102
023216361000,2013,5427
023216361000,2014,5598
023216361000,2015,5808
023216361000,2016,6032
023216361000,2017,5194
023216361000,2018,6203
023216361000,2019,6898
023216361000,2020,2561
023216402000,2005,69
023216402000,2006,11
023216402000,2007,0
023216402000,2008,319
023216402000,2009,396
023216402000,2010,391
023216402000,2011,386
023216402000,2012,444
023216402000,2013,327
023216402000,2014,385
023216402000,2015,270
023216402000,2016,298
023216402000,2017,89
023216402000,2018,308
023216402000,2019,191
023216402000,2020,218
023216403000,2005,1871
023216403000,2006,1914
023216403000,2007,931
023216403000,2008,556
023216403000,2009,905
023216403000,2010,730
023216403000,2011,725
023216403000,2012,2078
023216403000,2013,1869
023216403000,2014,2117
023216403000,2015,3143
023216403000,2016,3081
023216403000,2017,3979
023216403000,2018,6777
023216403000,2019,6292
023216403000,2020,3116
023216410000,2005,4545
023216410000,2006,3952
023216410000,2007,2730
023216410000,2008,2886
023216410000,2009,2368
023216410000,2010,1771
023216410000,2011,2473
023216410000,2012,2297
023216410000,2013,3007
023216410000,2014,2582
023216410000,2015,2600
023216410000,2016,3403
023216410000,2017,4020
023216410000,2018,5855
023216410000,2019,6255
023216410000,2020,1937
023216412000,2005,920
023216412000,2006,465
023216412000,2007,440
023216412000,2008,465
023216412000,2009,13
023216412000,2010,59
023216412000,2011,51
023216412000,2012,67
023216412000,2013,40
023216412000,2014,128
023216412000,2015,119
023216412000,2016,455
023216412000,2017,506
023216412000,2018,397
023216412000,2019,79
023216412000,2020,86
023216415000,2005,2905
023216415000,2006,3323
023216415000,2007,2264
023216415000,2008,2251
023216415000,2009,1261
023216415000,2010,1900
023216415000,2011,1729
023216415000,2012,1690
023216415000,2013,1798
023216415000,2014,2205
023216415000,2015,1726
023216415000,2016,1894
023216415000,2017,3275
023216415000,2018,3331
023216415000,2019,3244
023216415000,2020,2359
023216416000,2005,1863
023216416000,2006,1493
023216416000,2007,1959
023216416000,2008,2231
023216416000,2009,2389
023216416000,2010,1768
023216416000,2011,1855
023216416000,2012,1229
023216416000,2013,902
023216416000,2014,963
023216416000,2015,859
023216416000,2016,786
023216416000,2017,641
023216416000,2018,718
023216416000,2019,604
023216416000,2020,308
023216417000,2005,3040
023216417000,2006,2861
023216417000,2007,3217
023216417000,2008,2435
023216417000,2009,2013
023216417000,2010,1853
023216417000,2011,2422
023216417000,2012,2163
023216417000,2013,1851
023216417000,2014,1877
023216417000,2015,2364
023216417000,2016,2857
023216417000,2017,3240
023216417000,2018,3669
023216417000,2019,3951
023216417000,2020,1340
023216418000,2005,0
023216418000,2006,0
023216418000,2007,17
023216418000,2008,0
023216418000,2009,0
023216418000,2010,2
023216418000,2011,72
023216418000,2012,47
023216418000,2013,342
023216418000,2014,550
023216418000,2015,704
023216418000,2016,776
023216418000,2017,865
023216418000,2018,741
023216418000,2019,783
023216418000,2020,327
023216562000,2005,206204
023216562000,2006,175055
023216562000,2007,160415
023216562000,2008,141085
023216562000,2009,139928
023216562000,2010,126480
023216562000,2011,132345
023216562000,2012,131575
023216562000,2013,135650
023216562000,2014,137443
023216562000,2015,132068
023216562000,2016,137324
023216562000,2017,139591
023216562000,2018,137293
023216562000,2019,143622
023216562000,2020,60536
023216604000,2005,1650
023216604000,2006,2751
023216604000,2007,1274
023216604000,2008,1491
023216604000,2009,1122
023216604000,2010,1098
023216604000,2011,1075
023216604000,2012,630
023216604000,2013,845
023216604000,2014,1098
023216604000,2015,2414
023216604000,2016,4041
023216604000,2017,2176
023216604000,2018,5237
023216604000,2019,7462
023216604000,2020,3322
023216605000,2005,14972
023216605000,2006,17349
023216605000,2007,17610
023216605000,2008,17514
023216605000,2009,18425
023216605000,2010,17392
023216605000,2011,16965
023216605000,2012,18715
023216605000,2013,19256
023216605000,2014,20727
023216605000,2015,20383
023216605000,2016,22553
023216605000,2017,28313
023216605000,2018,35924
023216605000,2019,42747
023216605000,2020,20097
023216606000,2005,4369
023216606000,2006,3665
023216606000,2007,2854
023216606000,2008,2220
023216606000,2009,2101
023216606000,2010,1901
023216606000,2011,1880
023216606000,2012,3799
023216606000,2013,3470
023216606000,2014,4435
023216606000,2015,3068
023216606000,2016,4237
023216606000,2017,4239
023216606000,2018,3368
023216606000,2019,2659
023216606000,2020,2620
023216607000,2005,46534
023216607000,2006,37897
023216607000,2007,35891
023216607000,2008,31128
023216607000,2009,26485
023216607000,2010,25633
023216607000,2011,39528
023216607000,2012,45046
023216607000,2013,50659
023216607000,2014,54747
023216607000,2015,67201
023216607000,2016,74033
023216607000,2017,82162
023216607000,2018,93015
023216607000,2019,97731
023216607000,2020,50080
023216611000,2005,1365
023216611000,2006,5090
023216611000,2007,6576
023216611000,2008,3340
023216611000,2009,2544
023216611000,2010,4967
023216611000,2011,4675
023216611000,2012,6739
023216611000,2013,6898
023216611000,2014,6439
023216611000,2015,8074
023216611000,2016,7360
023216611000,2017,7622
023216611000,2018,6232
023216611000,2019,6396
023216611000,2020,3146
023216614000,2005,5204
023216614000,2006,5705
023216614000,2007,3659
023216614000,2008,2883
023216614000,2009,1983
023216614000,2010,4982
023216614000,2011,4963
023216614000,2012,4169
023216614000,2013,4274
023216614000,2014,3791
023216614000,2015,5780
023216614000,2016,5310
023216614000,2017,4648
023216614000,2018,3571
023216614000,2019,4513
023216614000,2020,2180
023216663000,2005,34745
023216663000,2006,34907
023216663000,2007,36987
023216663000,2008,41876
023216663000,2009,42821
023216663000,2010,46448
023216663000,2011,46525
023216663000,2012,80013
023216663000,2013,94054
023216663000,2014,111690
023216663000,2015,130789
023216663000,2016,150474
023216663000,2017,195977
023216663000,2018,254347
023216663000,2019,262690
023216663000,2020,154840
030210101000,2005,21363
030210101000,2006,20875
030210101000,2007,15117
030210101000,2008,13212
030210101000,2009,9364
030210101000,2010,7902
030210101000,2011,8281
030210101000,2012,7959
030210101000,2013,7278
030210101000,2014,8616
030210101000,2015,8784
030210101000,2016,12260
030210101000,2017,12543
030210101000,2018,17785
030210101000,2019,27166
030210101000,2020,10986
030210105000,2005,1090
030210105000,2006,797
030210105000,2007,684
030210105000,2008,521
030210105000,2009,442
030210105000,2010,407
030210105000,2011,535
030210105000,2012,788
030210105000,2013,819
030210105000,2014,451
030210105000,2015,359
030210105000,2016,2895
030210105000,2017,3385
030210105000,2018,4512
030210105000,2019,4417
030210105000,2020,2037
030210106000,2005,47526
030210106000,2006,42913
030210106000,2007,38437
030210106000,2008,31877
030210106000,2009,29098
030210106000,2010,24850
030210106000,2011,22927
030210106000,2012,28686
030210106000,2013,26971
030210106000,2014,25969
030210106000,2015,30176
030210106000,2016,35756
030210106000,2017,33964
030210106000,2018,40542
030210106000,2019,60948
030210106000,2020,28788
030210107000,2005,445
030210107000,2006,481
030210107000,2007,340
030210107000,2008,527
030210107000,2009,399
030210107000,2010,257
030210107000,2011,213
030210107000,2012,247
030210107000,2013,152
030210107000,2014,84
030210107000,2015,191
030210107000,2016,471
030210107000,2017,543
030210107000,2018,347
030210107000,2019,277
030210107000,2020,824
030210110000,2005,14975
030210110000,2006,17861
030210110000,2007,23238
030210110000,2008,23370
030210110000,2009,22600
030210110000,2010,21816
030210110000,2011,21190
030210110000,2012,25405
030210110000,2013,19211
030210110000,2014,17045
030210110000,2015,19725
030210110000,2016,22733
030210110000,2017,22797
030210110000,2018,28014
030210110000,2019,30222
030210110000,2020,11010
030210112000,2005,1124
030210112000,2006,1239
030210112000,2007,1355
030210112000,2008,1301
030210112000,2009,1279
030210112000,2010,1051
030210112000,2011,1161
030210112000,2012,1298
030210112000,2013,1046
030210112000,2014,1505
030210112000,2015,1153
030210112000,2016,1704
030210112000,2017,2575
030210112000,2018,2466
030210112000,2019,2227
030210112000,2020,1108
030210125000,2005,26161
030210125000,2006,27281
030210125000,2007,30576
030210125000,2008,25268
030210125000,2009,18750
030210125000,2010,17723
030210125000,2011,23651
030210125000,2012,19024
030210125000,2013,16702
030210125000,2014,21656
030210125000,2015,18954
030210125000,2016,23348
030210125000,2017,31367
030210125000,2018,34503
030210125000,2019,42685
030210125000,2020,19273
030210126000,2005,10678
030210126000,2006,11631
030210126000,2007,9784
030210126000,2008,9742
030210126000,2009,7617
030210126000,2010,9144
030210126000,2011,11394
030210126000,2012,11956
030210126000,2013,10568
030210126000,2014,8786
030210126000,2015,6862
030210126000,2016,5913
030210126000,2017,9251
030210126000,2018,14507
030210126000,2019,9228
030210126000,2020,809
030210161000,2005,31371
030210161000,2006,27872
030210161000,2007,27152
030210161000,2008,25188
030210161000,2009,19449
030210161000,2010,20062
030210161000,2011,21181
030210161000,2012,24002
030210161000,2013,23600
030210161000,2014,19541
030210161000,2015,19437
030210161000,2016,26025
030210161000,2017,25050
030210161000,2018,25622
030210161000,2019,25260
030210161000,2020,7810
030210203000,2005,3792
030210203000,2006,3491
030210203000,2007,3352
030210203000,2008,3394
030210203000,2009,2913
030210203000,2010,2595
030210203000,2011,2744
030210203000,2012,2898
030210203000,2013,3185
030210203000,2014,2979
030210203000,2015,3151
030210203000,2016,2445
030210203000,2017,2579
030210203000,2018,3127
030210203000,2019,3364
030210203000,2020,1223
030210204000,2005,0
030210204000,2006,0
030210204000,2007,0
030210204000,2008,0
030210204000,2009,3
030210204000,2010,16
030210204000,2011,16
030210204000,2012,71
030210204000,2013,5
030210204000,2014,9
030210204000,2015,28
030210204000,2016,29
030210204000,2017,14
030210204000,2018,38
030210204000,2019,30
030210204000,2020,8
030210209000,2005,2634
030210209000,2006,3261
030210209000,2007,3076
030210209000,2008,4416
030210209000,2009,3643
030210209000,2010,3411
030210209000,2011,3314
030210209000,2012,3973
030210209000,2013,2639
030210209000,2014,2371
030210209000,2015,2710
030210209000,2016,2817
030210209000,2017,4459
030210209000,2018,6216
030210209000,2019,9373
030210209000,2020,3450
030210211000,2005,2907
030210211000,2006,2487
030210211000,2007,2850
030210211000,2008,2126
030210211000,2009,1278
030210211000,2010,1574
030210211000,2011,1811
030210211000,2012,2130
030210211000,2013,1687
030210211000,2014,2575
030210211000,2015,2129
030210211000,2016,3045
030210211000,2017,2881
030210211000,2018,4579
030210211000,2019,8336
030210211000,2020,2281
030210216000,2005,9719
030210216000,2006,3553
030210216000,2007,2781
030210216000,2008,2578
030210216000,2009,2473
030210216000,2010,2251
030210216000,2011,3740
030210216000,2012,6097
030210216000,2013,3673
030210216000,2014,3232
030210216000,2015,2668
030210216000,2016,2607
030210216000,2017,2471
030210216000,2018,2749
030210216000,2019,2049
030210216000,2020,779
030210262000,2005,17676
030210262000,2006,22010
030210262000,2007,22362
030210262000,2008,20278
030210262000,2009,13872
030210262000,2010,15160
030210262000,2011,17890
030210262000,2012,20534
030210262000,2013,20263
030210262000,2014,19576
030210262000,2015,18679
030210262000,2016,23381
030210262000,2017,28768
030210262000,2018,37836
030210262000,2019,23269
030210262000,2020,6787
030210302000,2005,4254
030210302000,2006,5138
030210302000,2007,8234
030210302000,2008,5823
030210302000,2009,4320
030210302000,2010,4601
030210302000,2011,4752
030210302000,2012,4350
030210302000,2013,4484
030210302000,2014,3855
030210302000,2015,2726
030210302000,2016,4930
030210302000,2017,8487
030210302000,2018,6430
030210302000,2019,7224
030210302000,2020,3617
030210308000,2005,24863
030210308000,2006,19593
030210308000,2007,22243
030210308000,2008,18426
030210308000,2009,14693
030210308000,2010,22627
030210308000,2011,23355
030210308000,2012,39857
030210308000,2013,35704
030210308000,2014,41174
030210308000,2015,27691
030210308000,2016,21110
030210308000,2017,21198
030210308000,2018,21356
030210308000,2019,30212
030210308000,2020,9214
030210319000,2005,12760
030210319000,2006,13154
030210319000,2007,12548
030210319000,2008,7602
030210319000,2009,8055
030210319000,2010,8062
030210319000,2011,8452
030210319000,2012,9070
030210319000,2013,9973
030210319000,2014,11080
030210319000,2015,12526
030210319000,2016,11619
030210319000,2017,13477
030210319000,2018,12488
030210319000,2019,11467
030210319000,2020,4974
030210321000,2005,7323
030210321000,2006,9629
030210321000,2007,11660
030210321000,2008,8374
030210321000,2009,6638
030210321000,2010,7914
030210321000,2011,8876
030210321000,2012,7283
030210321000,2013,1805
030210321000,2014,2718
030210321000,2015,3076
030210321000,2016,5092
030210321000,2017,6262
030210321000,2018,4051
030210321000,2019,5766
030210321000,2020,2069
030210324000,2005,61
030210324000,2006,184
030210324000,2007,437
030210324000,2008,175
030210324000,2009,64
030210324000,2010,35
030210324000,2011,46
030210324000,2012,161
030210324000,2013,290
030210324000,2014,173
030210324000,2015,151
030210324000,2016,323
030210324000,2017,283
030210324000,2018,489
030210324000,2019,1578
030210324000,2020,357
030210365000,2013,5118
030210365000,2014,8984
030210365000,2015,12199
030210365000,2016,11731
030210365000,2017,14112
030210365000,2018,13810
030210365000,2019,15188
030210365000,2020,4318
030210413000,2005,658
030210413000,2006,569
030210413000,2007,443
030210413000,2008,856
030210413000,2009,1062
030210413000,2010,1251
030210413000,2011,1328
030210413000,2012,1055
030210413000,2013,830
030210413000,2014,681
030210413000,2015,826
030210413000,2016,743
030210413000,2017,546
030210413000,2018,504
030210413000,2019,549
030210413000,2020,226
030210414000,2005,6944
030210414000,2006,11508
030210414000,2007,14359
030210414000,2008,8754
030210414000,2009,8954
030210414000,2010,10396
030210414000,2011,8011
030210414000,2012,10588
030210414000,2013,7092
030210414000,2014,4498
030210414000,2015,2806
030210414000,2016,3958
030210414000,2017,6633
030210414000,2018,6472
030210414000,2019,6247
030210414000,2020,2243
030210415000,2005,100
030210415000,2006,300
030210415000,2007,1066
030210415000,2008,1168
030210415000,2009,1204
030210415000,2010,987
030210415000,2011,1200
030210415000,2012,1659
030210415000,2013,3316
030210415000,2014,3099
030210415000,2015,3273
030210415000,2016,4602
030210415000,2017,7215
030210415000,2018,7873
030210415000,2019,5466
030210415000,2020,2000
030210417000,2005,849
030210417000,2006,1339
030210417000,2007,1757
030210417000,2008,1044
030210417000,2009,1156
030210417000,2010,778
030210417000,2011,684
030210417000,2012,717
030210417000,2013,689
030210417000,2014,684
030210417000,2015,619
030210417000,2016,488
030210417000,2017,512
030210417000,2018,489
030210417000,2019,386
030210417000,2020,68
030210418000,2005,630
030210418000,2006,549
030210418000,2007,631
030210418000,2008,452
030210418000,2009,697
030210418000,2010,496
030210418000,2011,971
030210418000,2012,1848
030210418000,2013,2405
030210418000,2014,2888
030210418000,2015,755
030210418000,2016,444
030210418000,2017,910
030210418000,2018,202
030210418000,2019,1
030210418000,2020,0
030210420000,2005,749
030210420000,2006,820
030210420000,2007,915
030210420000,2008,786
030210420000,2009,550
030210420000,2010,553
030210420000,2011,390
030210420000,2012,1018
030210420000,2013,1753
030210420000,2014,1481
030210420000,2015,1502
030210420000,2016,2056
030210420000,2017,3239
030210420000,2018,4838
030210420000,2019,3615
030210420000,2020,879
030210422000,2005,630
030210422000,2006,930
030210422000,2007,445
030210422000,2008,339
030210422000,2009,209
030210422000,2010,100
030210422000,2011,103
030210422000,2012,98
030210422000,2013,292
030210422000,2014,283
030210422000,2015,289
030210422000,2016,339
030210422000,2017,207
030210422000,2018,389
030210422000,2019,324
030210422000,2020,194
030210423000,2005,2963
030210423000,2006,2859
030210423000,2007,2503
030210423000,2008,2359
030210423000,2009,2179
030210423000,2010,2767
030210423000,2011,2615
030210423000,2012,1918
030210423000,2013,1206
030210423000,2014,3103
030210423000,2015,5201
030210423000,2016,6272
030210423000,2017,5912
030210423000,2018,7509
030210423000,2019,8539
030210423000,2020,3797
030210564000,2005,216760
030210564000,2006,234794
030210564000,2007,249526
030210564000,2008,228180
030210564000,2009,182257
030210564000,2010,226014
030210564000,2011,229914
030210564000,2012,249256
030210564000,2013,253155
030210564000,2014,290976
030210564000,2015,291991
030210564000,2016,354346
030210564000,2017,383351
030210564000,2018,386983
030210564000,2019,450720
030210564000,2020,146880
031613101000,2005,848
031613101000,2006,859
031613101000,2007,951
031613101000,2008,826
031613101000,2009,908
031613101000,2010,1077
031613101000,2011,572
031613101000,2012,598
031613101000,2013,497
031613101000,2014,167
031613101000,2015,631
031613101000,2016,1365
031613101000,2017,2238
031613101000,2018,3946
031613101000,2019,3973
031613101000,2020,965
031613102000,2005,1948
031613102000,2006,1603
031613102000,2007,1289
031613102000,2008,1078
031613102000,2009,1483
031613102000,2010,1996
031613102000,2011,730
031613102000,2012,837
031613102000,2013,813
031613102000,2014,715
031613102000,2015,533
031613102000,2016,796
031613102000,2017,518
031613102000,2018,509
031613102000,2019,497
031613102000,2020,171
031613106000,2005,365
031613106000,2006,597
031613106000,2007,1880
031613106000,2008,1072
031613106000,2009,183
031613106000,2010,1369
031613106000,2011,2244
031613106000,2012,770
031613106000,2013,581
031613106000,2014,512
031613106000,2015,580
031613106000,2016,784
031613106000,2017,975
031613106000,2018,747
031613106000,2019,734
031613106000,2020,233
031613107000,2005,3313
031613107000,2006,3362
031613107000,2007,4961
031613107000,2008,3733
031613107000,2009,3677
031613107000,2010,3453
031613107000,2011,3926
031613107000,2012,3211
031613107000,2013,3777
031613107000,2014,3325
031613107000,2015,4079
031613107000,2016,4195
