ID_powiatu,year,p2013-hotele-kategorii-s
023015963000,2011,1
023015963000,2012,1
023015963000,2013,1
023015963000,2014,1
023015963000,2015,1
023015963000,2016,1
023015963000,2017,1
023015963000,2018,1
023015963000,2019,1
023015963000,2020,1
023016001000,1995,1
023016001000,1996,2
023016001000,1997,1
023016001000,1998,1
023016001000,1999,0
023016001000,2000,1
023016001000,2001,1
023016001000,2002,1
023016001000,2003,2
023016001000,2004,2
023016001000,2005,1
023016001000,2006,1
023016001000,2007,1
023016001000,2008,1
023016001000,2009,2
023016001000,2010,2
023016001000,2011,2
023016001000,2012,2
023016001000,2013,2
023016001000,2014,2
023016001000,2015,2
023016001000,2016,2
023016001000,2017,2
023016001000,2018,2
023016001000,2019,2
023016001000,2020,2
023016002000,1995,0
023016002000,1996,0
023016002000,1997,0
023016002000,1998,1
023016002000,1999,0
023016002000,2000,0
023016002000,2001,0
023016002000,2002,0
023016002000,2003,1
023016002000,2004,1
023016002000,2005,1
023016002000,2006,1
023016002000,2007,1
023016002000,2008,1
023016002000,2009,1
023016002000,2010,1
023016002000,2011,1
023016002000,2012,1
023016002000,2013,1
023016002000,2014,1
023016002000,2015,1
023016002000,2016,1
023016002000,2017,1
023016002000,2018,1
023016002000,2019,1
023016002000,2020,1
023016019000,1995,4
023016019000,1996,3
023016019000,1997,3
023016019000,1998,4
023016019000,1999,3
023016019000,2000,2
023016019000,2001,1
023016019000,2002,1
023016019000,2003,1
023016019000,2004,2
023016019000,2005,2
023016019000,2006,2
023016019000,2007,2
023016019000,2008,2
023016019000,2009,2
023016019000,2010,2
023016019000,2011,2
023016019000,2012,2
023016019000,2013,1
023016019000,2014,1
023016019000,2015,1
023016019000,2016,1
023016019000,2017,0
023016019000,2018,0
023016019000,2019,0
023016019000,2020,0
023016028000,1995,0
023016028000,1996,0
023016028000,1997,0
023016028000,1998,0
023016028000,1999,0
023016028000,2000,0
023016028000,2001,0
023016028000,2002,0
023016028000,2003,0
023016028000,2004,0
023016028000,2005,0
023016028000,2006,0
023016028000,2007,0
023016028000,2008,0
023016028000,2009,0
023016028000,2010,0
023016028000,2011,0
023016028000,2012,0
023016028000,2013,0
023016028000,2014,0
023016028000,2015,0
023016028000,2016,0
023016028000,2017,0
023016028000,2018,0
023016028000,2019,0
023016028000,2020,0
023016031000,1995,0
023016031000,1996,0
023016031000,1997,0
023016031000,1998,0
023016031000,1999,2
023016031000,2000,2
023016031000,2001,2
023016031000,2002,2
023016031000,2003,2
023016031000,2004,1
023016031000,2005,1
023016031000,2006,1
023016031000,2007,1
023016031000,2008,1
023016031000,2009,1
023016031000,2010,1
023016031000,2011,1
023016031000,2012,1
023016031000,2013,1
023016031000,2014,1
023016031000,2015,1
023016031000,2016,1
023016031000,2017,1
023016031000,2018,1
023016031000,2019,1
023016031000,2020,1
023016116000,1995,0
023016116000,1996,0
023016116000,1997,0
023016116000,1998,0
023016116000,1999,0
023016116000,2000,0
023016116000,2001,0
023016116000,2002,0
023016116000,2003,0
023016116000,2004,0
023016116000,2005,0
023016116000,2006,0
023016116000,2007,0
023016116000,2008,0
023016116000,2009,0
023016116000,2010,0
023016116000,2011,0
023016116000,2012,0
023016116000,2013,0
023016116000,2014,0
023016116000,2015,0
023016116000,2016,0
023016116000,2017,0
023016116000,2018,0
023016116000,2019,0
023016116000,2020,0
023016121000,1995,1
023016121000,1996,1
023016121000,1997,1
023016121000,1998,1
023016121000,1999,1
023016121000,2000,1
023016121000,2001,1
023016121000,2002,2
023016121000,2003,2
023016121000,2004,2
023016121000,2005,2
023016121000,2006,2
023016121000,2007,1
023016121000,2008,1
023016121000,2009,1
023016121000,2010,1
023016121000,2011,1
023016121000,2012,1
023016121000,2013,1
023016121000,2014,1
023016121000,2015,1
023016121000,2016,1
023016121000,2017,1
023016121000,2018,1
023016121000,2019,1
023016121000,2020,1
023016124000,1995,0
023016124000,1996,0
023016124000,1997,1
023016124000,1998,1
023016124000,1999,1
023016124000,2000,0
023016124000,2001,0
023016124000,2002,0
023016124000,2003,0
023016124000,2004,0
023016124000,2005,0
023016124000,2006,0
023016124000,2007,0
023016124000,2008,1
023016124000,2009,1
023016124000,2010,1
023016124000,2011,1
023016124000,2012,1
023016124000,2013,0
023016124000,2014,0
023016124000,2015,0
023016124000,2016,0
023016124000,2017,0
023016124000,2018,0
023016124000,2019,0
023016124000,2020,0
023016125000,1995,0
023016125000,1996,0
023016125000,1997,0
023016125000,1998,0
023016125000,1999,0
023016125000,2000,0
023016125000,2001,0
023016125000,2002,0
023016125000,2003,0
023016125000,2004,0
023016125000,2005,0
023016125000,2006,0
023016125000,2007,0
023016125000,2008,0
023016125000,2009,0
023016125000,2010,0
023016125000,2011,0
023016125000,2012,0
023016125000,2013,0
023016125000,2014,0
023016125000,2015,0
023016125000,2016,0
023016125000,2017,0
023016125000,2018,0
023016125000,2019,0
023016125000,2020,0
023016126000,1995,1
023016126000,1996,1
023016126000,1997,1
023016126000,1998,1
023016126000,1999,1
023016126000,2000,0
023016126000,2001,0
023016126000,2002,0
023016126000,2003,0
023016126000,2004,0
023016126000,2005,0
023016126000,2006,0
023016126000,2007,1
023016126000,2008,1
023016126000,2009,1
023016126000,2010,1
023016126000,2011,1
023016126000,2012,1
023016126000,2013,1
023016126000,2014,0
023016126000,2015,0
023016126000,2016,0
023016126000,2017,0
023016126000,2018,0
023016126000,2019,0
023016126000,2020,0
023016264000,1995,1
023016264000,1996,0
023016264000,1997,0
023016264000,1998,0
023016264000,1999,0
023016264000,2000,1
023016264000,2001,1
023016264000,2002,2
023016264000,2003,2
023016264000,2004,2
023016264000,2005,2
023016264000,2006,2
023016264000,2007,2
023016264000,2008,2
023016264000,2009,2
023016264000,2010,3
023016264000,2011,2
023016264000,2012,2
023016264000,2013,1
023016264000,2014,1
023016264000,2015,1
023016264000,2016,1
023016264000,2017,1
023016264000,2018,1
023016264000,2019,1
023016264000,2020,1
023216301000,1995,0
023216301000,1996,1
023216301000,1997,1
023216301000,1998,1
023216301000,1999,1
023216301000,2000,1
023216301000,2001,1
023216301000,2002,1
023216301000,2003,0
023216301000,2004,0
023216301000,2005,0
023216301000,2006,1
023216301000,2007,1
023216301000,2008,0
023216301000,2009,1
023216301000,2010,0
023216301000,2011,1
023216301000,2012,1
023216301000,2013,0
023216301000,2014,0
023216301000,2015,0
023216301000,2016,0
023216301000,2017,0
023216301000,2018,0
023216301000,2019,0
023216301000,2020,0
023216308000,1995,2
023216308000,1996,2
023216308000,1997,1
023216308000,1998,1
023216308000,1999,2
023216308000,2000,2
023216308000,2001,1
023216308000,2002,1
023216308000,2003,1
023216308000,2004,1
023216308000,2005,0
023216308000,2006,0
023216308000,2007,0
023216308000,2008,0
023216308000,2009,0
023216308000,2010,0
023216308000,2011,0
023216308000,2012,0
023216308000,2013,0
023216308000,2014,0
023216308000,2015,0
023216308000,2016,0
023216308000,2017,0
023216308000,2018,0
023216308000,2019,0
023216308000,2020,0
023216309000,1995,2
023216309000,1996,2
023216309000,1997,2
023216309000,1998,2
023216309000,1999,2
023216309000,2000,0
023216309000,2001,0
023216309000,2002,0
023216309000,2003,0
023216309000,2004,0
023216309000,2005,0
023216309000,2006,0
023216309000,2007,0
023216309000,2008,0
023216309000,2009,0
023216309000,2010,0
023216309000,2011,0
023216309000,2012,0
023216309000,2013,0
023216309000,2014,0
023216309000,2015,0
023216309000,2016,0
023216309000,2017,0
023216309000,2018,0
023216309000,2019,0
023216309000,2020,0
023216313000,1995,1
023216313000,1996,1
023216313000,1997,2
023216313000,1998,3
023216313000,1999,2
023216313000,2000,0
023216313000,2001,1
023216313000,2002,1
023216313000,2003,1
023216313000,2004,1
023216313000,2005,1
023216313000,2006,1
023216313000,2007,1
023216313000,2008,1
023216313000,2009,1
023216313000,2010,1
023216313000,2011,1
023216313000,2012,1
023216313000,2013,1
023216313000,2014,1
023216313000,2015,1
023216313000,2016,1
023216313000,2017,2
023216313000,2018,2
023216313000,2019,2
023216313000,2020,1
023216361000,1995,1
023216361000,1996,2
023216361000,1997,4
023216361000,1998,5
023216361000,1999,6
023216361000,2000,0
023216361000,2001,0
023216361000,2002,0
023216361000,2003,0
023216361000,2004,0
023216361000,2005,0
023216361000,2006,0
023216361000,2007,0
023216361000,2008,0
023216361000,2009,0
023216361000,2010,0
023216361000,2011,0
023216361000,2012,0
023216361000,2013,0
023216361000,2014,0
023216361000,2015,0
023216361000,2016,0
023216361000,2017,0
023216361000,2018,0
023216361000,2019,0
023216361000,2020,0
023216402000,1995,0
023216402000,1996,0
023216402000,1997,0
023216402000,1998,0
023216402000,1999,0
023216402000,2000,0
023216402000,2001,0
023216402000,2002,0
023216402000,2003,0
023216402000,2004,0
023216402000,2005,0
023216402000,2006,0
023216402000,2007,0
023216402000,2008,0
023216402000,2009,0
023216402000,2010,0
023216402000,2011,0
023216402000,2012,0
023216402000,2013,0
023216402000,2014,0
023216402000,2015,0
023216402000,2016,0
023216402000,2017,0
023216402000,2018,0
023216402000,2019,0
023216402000,2020,0
023216403000,1995,0
023216403000,1996,1
023216403000,1997,1
023216403000,1998,0
023216403000,1999,0
023216403000,2000,1
023216403000,2001,2
023216403000,2002,1
023216403000,2003,1
023216403000,2004,0
023216403000,2005,0
023216403000,2006,0
023216403000,2007,0
023216403000,2008,0
023216403000,2009,0
023216403000,2010,0
023216403000,2011,0
023216403000,2012,0
023216403000,2013,0
023216403000,2014,0
023216403000,2015,0
023216403000,2016,0
023216403000,2017,0
023216403000,2018,0
023216403000,2019,0
023216403000,2020,0
023216410000,1995,0
023216410000,1996,0
023216410000,1997,0
023216410000,1998,0
023216410000,1999,1
023216410000,2000,0
023216410000,2001,0
023216410000,2002,0
023216410000,2003,0
023216410000,2004,0
023216410000,2005,0
023216410000,2006,0
023216410000,2007,0
023216410000,2008,0
023216410000,2009,0
023216410000,2010,0
023216410000,2011,0
023216410000,2012,0
023216410000,2013,0
023216410000,2014,0
023216410000,2015,0
023216410000,2016,0
023216410000,2017,0
023216410000,2018,0
023216410000,2019,0
023216410000,2020,0
023216412000,1995,0
023216412000,1996,0
023216412000,1997,0
023216412000,1998,0
023216412000,1999,0
023216412000,2000,0
023216412000,2001,0
023216412000,2002,0
023216412000,2003,0
023216412000,2004,0
023216412000,2005,0
023216412000,2006,0
023216412000,2007,0
023216412000,2008,0
023216412000,2009,0
023216412000,2010,0
023216412000,2011,0
023216412000,2012,0
023216412000,2013,0
023216412000,2014,0
023216412000,2015,0
023216412000,2016,0
023216412000,2017,0
023216412000,2018,0
023216412000,2019,0
023216412000,2020,0
023216415000,1995,0
023216415000,1996,0
023216415000,1997,1
023216415000,1998,1
023216415000,1999,1
023216415000,2000,1
023216415000,2001,1
023216415000,2002,1
023216415000,2003,2
023216415000,2004,2
023216415000,2005,2
023216415000,2006,2
023216415000,2007,2
023216415000,2008,2
023216415000,2009,2
023216415000,2010,2
023216415000,2011,2
023216415000,2012,2
023216415000,2013,2
023216415000,2014,2
023216415000,2015,2
023216415000,2016,2
023216415000,2017,2
023216415000,2018,2
023216415000,2019,2
023216415000,2020,2
023216416000,1995,1
023216416000,1996,1
023216416000,1997,1
023216416000,1998,1
023216416000,1999,1
023216416000,2000,0
023216416000,2001,1
023216416000,2002,1
023216416000,2003,1
023216416000,2004,1
023216416000,2005,1
023216416000,2006,1
023216416000,2007,1
023216416000,2008,1
023216416000,2009,1
023216416000,2010,1
023216416000,2011,1
023216416000,2012,1
023216416000,2013,1
023216416000,2014,1
023216416000,2015,1
023216416000,2016,0
023216416000,2017,0
023216416000,2018,0
023216416000,2019,0
023216416000,2020,0
023216417000,1995,0
023216417000,1996,1
023216417000,1997,1
023216417000,1998,1
023216417000,1999,1
023216417000,2000,1
023216417000,2001,0
023216417000,2002,1
023216417000,2003,0
023216417000,2004,0
023216417000,2005,0
023216417000,2006,0
023216417000,2007,0
023216417000,2008,0
023216417000,2009,0
023216417000,2010,0
023216417000,2011,0
023216417000,2012,0
023216417000,2013,0
023216417000,2014,0
023216417000,2015,0
023216417000,2016,0
023216417000,2017,0
023216417000,2018,0
023216417000,2019,0
023216417000,2020,0
023216418000,2002,0
023216418000,2003,0
023216418000,2004,0
023216418000,2005,0
023216418000,2006,0
023216418000,2007,0
023216418000,2008,0
023216418000,2009,0
023216418000,2010,0
023216418000,2011,0
023216418000,2012,0
023216418000,2013,0
023216418000,2014,0
023216418000,2015,0
023216418000,2016,0
023216418000,2017,0
023216418000,2018,0
023216418000,2019,0
023216418000,2020,0
023216562000,1995,4
023216562000,1996,8
023216562000,1997,9
023216562000,1998,11
023216562000,1999,4
023216562000,2000,3
023216562000,2001,3
023216562000,2002,3
023216562000,2003,2
023216562000,2004,3
023216562000,2005,3
023216562000,2006,4
023216562000,2007,5
023216562000,2008,5
023216562000,2009,5
023216562000,2010,5
023216562000,2011,5
023216562000,2012,5
023216562000,2013,5
023216562000,2014,5
023216562000,2015,5
023216562000,2016,5
023216562000,2017,5
023216562000,2018,5
023216562000,2019,4
023216562000,2020,4
023216604000,1995,2
023216604000,1996,2
023216604000,1997,2
023216604000,1998,3
023216604000,1999,1
023216604000,2000,0
023216604000,2001,0
023216604000,2002,0
023216604000,2003,0
023216604000,2004,0
023216604000,2005,0
023216604000,2006,0
023216604000,2007,0
023216604000,2008,0
023216604000,2009,0
023216604000,2010,0
023216604000,2011,0
023216604000,2012,0
023216604000,2013,0
023216604000,2014,0
023216604000,2015,0
023216604000,2016,0
023216604000,2017,0
023216604000,2018,0
023216604000,2019,0
023216604000,2020,0
023216605000,1995,1
023216605000,1996,1
023216605000,1997,1
023216605000,1998,1
023216605000,1999,0
023216605000,2000,0
023216605000,2001,1
023216605000,2002,0
023216605000,2003,0
023216605000,2004,0
023216605000,2005,0
023216605000,2006,0
023216605000,2007,0
023216605000,2008,0
023216605000,2009,0
023216605000,2010,0
023216605000,2011,0
023216605000,2012,0
023216605000,2013,0
023216605000,2014,0
023216605000,2015,0
023216605000,2016,0
023216605000,2017,0
023216605000,2018,0
023216605000,2019,0
023216605000,2020,0
023216606000,1995,0
023216606000,1996,1
023216606000,1997,1
023216606000,1998,2
023216606000,1999,2
023216606000,2000,0
023216606000,2001,0
023216606000,2002,0
023216606000,2003,0
023216606000,2004,0
023216606000,2005,0
023216606000,2006,0
023216606000,2007,0
023216606000,2008,0
023216606000,2009,0
023216606000,2010,0
023216606000,2011,0
023216606000,2012,0
023216606000,2013,0
023216606000,2014,0
023216606000,2015,0
023216606000,2016,1
023216606000,2017,1
023216606000,2018,0
023216606000,2019,0
023216606000,2020,0
023216607000,1995,3
023216607000,1996,3
023216607000,1997,3
023216607000,1998,4
023216607000,1999,3
023216607000,2000,2
023216607000,2001,1
023216607000,2002,0
023216607000,2003,0
023216607000,2004,0
023216607000,2005,0
023216607000,2006,0
023216607000,2007,0
023216607000,2008,0
023216607000,2009,0
023216607000,2010,0
023216607000,2011,0
023216607000,2012,0
023216607000,2013,0
023216607000,2014,0
023216607000,2015,0
023216607000,2016,0
023216607000,2017,0
023216607000,2018,0
023216607000,2019,0
023216607000,2020,0
023216611000,1995,0
023216611000,1996,0
023216611000,1997,0
023216611000,1998,0
023216611000,1999,0
023216611000,2000,0
023216611000,2001,1
023216611000,2002,1
023216611000,2003,1
023216611000,2004,1
023216611000,2005,1
023216611000,2006,0
023216611000,2007,0
023216611000,2008,0
023216611000,2009,0
023216611000,2010,0
023216611000,2011,0
023216611000,2012,0
023216611000,2013,0
023216611000,2014,0
023216611000,2015,0
023216611000,2016,0
023216611000,2017,0
023216611000,2018,0
023216611000,2019,0
023216611000,2020,0
023216614000,1995,0
023216614000,1996,0
023216614000,1997,1
023216614000,1998,3
023216614000,1999,3
023216614000,2000,3
023216614000,2001,2
023216614000,2002,2
023216614000,2003,2
023216614000,2004,2
023216614000,2005,2
023216614000,2006,2
023216614000,2007,1
023216614000,2008,2
023216614000,2009,3
023216614000,2010,2
023216614000,2011,3
023216614000,2012,3
023216614000,2013,3
023216614000,2014,3
023216614000,2015,3
023216614000,2016,3
023216614000,2017,2
023216614000,2018,2
023216614000,2019,2
023216614000,2020,2
023216663000,1995,2
023216663000,1996,3
023216663000,1997,3
023216663000,1998,4
023216663000,1999,4
023216663000,2000,1
023216663000,2001,2
023216663000,2002,1
023216663000,2003,1
023216663000,2004,1
023216663000,2005,1
023216663000,2006,2
023216663000,2007,2
023216663000,2008,2
023216663000,2009,1
023216663000,2010,1
023216663000,2011,1
023216663000,2012,1
023216663000,2013,1
023216663000,2014,1
023216663000,2015,1
023216663000,2016,1
023216663000,2017,1
023216663000,2018,1
023216663000,2019,1
023216663000,2020,1
030210101000,1995,0
030210101000,1996,1
030210101000,1997,0
030210101000,1998,0
030210101000,1999,0
030210101000,2000,1
030210101000,2001,0
030210101000,2002,0
030210101000,2003,0
030210101000,2004,0
030210101000,2005,0
030210101000,2006,0
030210101000,2007,0
030210101000,2008,0
030210101000,2009,0
030210101000,2010,0
030210101000,2011,0
030210101000,2012,0
030210101000,2013,0
030210101000,2014,0
030210101000,2015,0
030210101000,2016,0
030210101000,2017,0
030210101000,2018,0
030210101000,2019,0
030210101000,2020,0
030210105000,1995,0
030210105000,1996,1
030210105000,1997,1
030210105000,1998,1
030210105000,1999,0
030210105000,2000,1
030210105000,2001,1
030210105000,2002,1
030210105000,2003,1
030210105000,2004,1
030210105000,2005,1
030210105000,2006,1
030210105000,2007,1
030210105000,2008,1
030210105000,2009,1
030210105000,2010,1
030210105000,2011,1
030210105000,2012,1
030210105000,2013,1
030210105000,2014,1
030210105000,2015,1
030210105000,2016,1
030210105000,2017,1
030210105000,2018,1
030210105000,2019,1
030210105000,2020,1
030210106000,1995,5
030210106000,1996,4
030210106000,1997,9
030210106000,1998,3
030210106000,1999,0
030210106000,2000,7
030210106000,2001,6
030210106000,2002,0
030210106000,2003,1
030210106000,2004,2
030210106000,2005,2
030210106000,2006,3
030210106000,2007,2
030210106000,2008,2
030210106000,2009,2
030210106000,2010,2
030210106000,2011,2
030210106000,2012,2
030210106000,2013,1
030210106000,2014,2
030210106000,2015,1
030210106000,2016,1
030210106000,2017,1
030210106000,2018,1
030210106000,2019,1
030210106000,2020,1
030210107000,1995,0
030210107000,1996,0
030210107000,1997,0
030210107000,1998,0
030210107000,1999,1
030210107000,2000,1
030210107000,2001,1
030210107000,2002,1
030210107000,2003,1
030210107000,2004,1
030210107000,2005,1
030210107000,2006,1
030210107000,2007,1
030210107000,2008,1
030210107000,2009,1
030210107000,2010,1
030210107000,2011,1
030210107000,2012,1
030210107000,2013,1
030210107000,2014,1
030210107000,2015,1
030210107000,2016,1
030210107000,2017,1
030210107000,2018,1
030210107000,2019,1
030210107000,2020,1
030210110000,1995,1
030210110000,1996,0
030210110000,1997,3
030210110000,1998,0
030210110000,1999,1
030210110000,2000,6
030210110000,2001,4
030210110000,2002,2
030210110000,2003,2
030210110000,2004,1
030210110000,2005,1
030210110000,2006,1
030210110000,2007,1
030210110000,2008,1
030210110000,2009,1
030210110000,2010,3
030210110000,2011,3
030210110000,2012,3
030210110000,2013,2
030210110000,2014,1
030210110000,2015,3
030210110000,2016,3
030210110000,2017,2
030210110000,2018,3
030210110000,2019,3
030210110000,2020,3
030210112000,1995,0
030210112000,1996,0
030210112000,1997,0
030210112000,1998,0
030210112000,1999,0
030210112000,2000,0
030210112000,2001,1
030210112000,2002,0
030210112000,2003,0
030210112000,2004,1
030210112000,2005,1
030210112000,2006,2
030210112000,2007,2
030210112000,2008,2
030210112000,2009,2
030210112000,2010,2
030210112000,2011,2
030210112000,2012,2
030210112000,2013,2
030210112000,2014,1
030210112000,2015,1
030210112000,2016,1
030210112000,2017,1
030210112000,2018,1
030210112000,2019,1
030210112000,2020,1
030210125000,1995,0
030210125000,1996,0
030210125000,1997,0
030210125000,1998,1
030210125000,1999,0
030210125000,2000,1
030210125000,2001,0
030210125000,2002,2
030210125000,2003,1
030210125000,2004,1
030210125000,2005,1
030210125000,2006,1
030210125000,2007,1
030210125000,2008,1
030210125000,2009,1
030210125000,2010,1
030210125000,2011,0
030210125000,2012,0
030210125000,2013,0
030210125000,2014,0
030210125000,2015,0
030210125000,2016,0
030210125000,2017,0
030210125000,2018,0
030210125000,2019,0
030210125000,2020,0
030210126000,1995,0
030210126000,1996,0
030210126000,1997,1
030210126000,1998,1
030210126000,1999,0
030210126000,2000,0
030210126000,2001,0
030210126000,2002,0
030210126000,2003,0
030210126000,2004,0
030210126000,2005,0
030210126000,2006,0
030210126000,2007,0
030210126000,2008,0
030210126000,2009,0
030210126000,2010,0
030210126000,2011,0
030210126000,2012,0
030210126000,2013,0
030210126000,2014,0
030210126000,2015,0
030210126000,2016,0
030210126000,2017,0
030210126000,2018,0
030210126000,2019,0
030210126000,2020,0
030210161000,1995,1
030210161000,1996,1
030210161000,1997,2
030210161000,1998,0
030210161000,1999,0
030210161000,2000,0
030210161000,2001,2
030210161000,2002,1
030210161000,2003,1
030210161000,2004,1
030210161000,2005,1
030210161000,2006,2
030210161000,2007,2
030210161000,2008,2
030210161000,2009,1
030210161000,2010,2
030210161000,2011,2
030210161000,2012,2
030210161000,2013,2
030210161000,2014,1
030210161000,2015,1
030210161000,2016,1
030210161000,2017,1
030210161000,2018,1
030210161000,2019,0
030210161000,2020,0
030210203000,1995,0
030210203000,1996,1
030210203000,1997,1
030210203000,1998,0
030210203000,1999,0
030210203000,2000,0
030210203000,2001,0
030210203000,2002,0
030210203000,2003,0
030210203000,2004,0
030210203000,2005,0
030210203000,2006,0
030210203000,2007,0
030210203000,2008,0
030210203000,2009,0
030210203000,2010,0
030210203000,2011,0
030210203000,2012,0
030210203000,2013,0
030210203000,2014,0
030210203000,2015,0
030210203000,2016,0
030210203000,2017,0
030210203000,2018,0
030210203000,2019,0
030210203000,2020,0
030210204000,1995,0
030210204000,1996,0
030210204000,1997,0
030210204000,1998,0
030210204000,1999,0
030210204000,2000,0
030210204000,2001,0
030210204000,2002,0
030210204000,2003,0
030210204000,2004,0
030210204000,2005,0
030210204000,2006,0
030210204000,2007,0
030210204000,2008,0
030210204000,2009,0
030210204000,2010,0
030210204000,2011,0
030210204000,2012,0
030210204000,2013,0
030210204000,2014,0
030210204000,2015,0
030210204000,2016,0
030210204000,2017,0
030210204000,2018,0
030210204000,2019,0
030210204000,2020,0
030210209000,1995,0
030210209000,1996,0
030210209000,1997,0
030210209000,1998,0
030210209000,1999,0
030210209000,2000,0
030210209000,2001,0
030210209000,2002,0
030210209000,2003,0
030210209000,2004,0
030210209000,2005,0
030210209000,2006,0
030210209000,2007,0
030210209000,2008,0
030210209000,2009,0
030210209000,2010,0
030210209000,2011,0
030210209000,2012,0
030210209000,2013,0
030210209000,2014,0
030210209000,2015,0
030210209000,2016,0
030210209000,2017,0
030210209000,2018,0
030210209000,2019,0
030210209000,2020,0
030210211000,1995,0
030210211000,1996,1
030210211000,1997,1
030210211000,1998,0
030210211000,1999,0
030210211000,2000,1
030210211000,2001,1
030210211000,2002,1
030210211000,2003,2
030210211000,2004,2
030210211000,2005,2
030210211000,2006,2
030210211000,2007,1
030210211000,2008,1
030210211000,2009,1
030210211000,2010,1
030210211000,2011,1
030210211000,2012,1
030210211000,2013,1
030210211000,2014,1
030210211000,2015,0
030210211000,2016,0
030210211000,2017,0
030210211000,2018,0
030210211000,2019,0
030210211000,2020,0
030210216000,1995,0
030210216000,1996,0
030210216000,1997,0
030210216000,1998,0
030210216000,1999,0
030210216000,2000,1
030210216000,2001,1
030210216000,2002,1
030210216000,2003,1
030210216000,2004,1
030210216000,2005,1
030210216000,2006,1
030210216000,2007,1
030210216000,2008,1
030210216000,2009,1
030210216000,2010,1
030210216000,2011,1
030210216000,2012,1
030210216000,2013,1
030210216000,2014,1
030210216000,2015,0
030210216000,2016,0
030210216000,2017,0
030210216000,2018,0
030210216000,2019,0
030210216000,2020,0
030210262000,1995,0
030210262000,1996,0
030210262000,1997,0
030210262000,1998,0
030210262000,1999,0
030210262000,2000,0
030210262000,2001,1
030210262000,2002,0
030210262000,2003,0
030210262000,2004,1
030210262000,2005,1
030210262000,2006,0
030210262000,2007,0
030210262000,2008,0
030210262000,2009,0
030210262000,2010,0
030210262000,2011,0
030210262000,2012,0
030210262000,2013,0
030210262000,2014,0
030210262000,2015,0
030210262000,2016,0
030210262000,2017,0
030210262000,2018,0
030210262000,2019,0
030210262000,2020,0
030210302000,1995,1
030210302000,1996,1
030210302000,1997,2
030210302000,1998,2
030210302000,1999,1
030210302000,2000,1
030210302000,2001,1
030210302000,2002,1
030210302000,2003,1
030210302000,2004,1
030210302000,2005,1
030210302000,2006,1
030210302000,2007,1
030210302000,2008,1
030210302000,2009,1
030210302000,2010,1
030210302000,2011,1
030210302000,2012,1
030210302000,2013,1
030210302000,2014,1
030210302000,2015,1
030210302000,2016,1
030210302000,2017,1
030210302000,2018,0
030210302000,2019,0
030210302000,2020,0
030210308000,1995,4
030210308000,1996,8
030210308000,1997,4
030210308000,1998,8
030210308000,1999,4
030210308000,2000,2
030210308000,2001,5
030210308000,2002,2
030210308000,2003,3
030210308000,2004,3
030210308000,2005,3
030210308000,2006,3
030210308000,2007,3
030210308000,2008,3
030210308000,2009,3
030210308000,2010,5
030210308000,2011,4
030210308000,2012,3
030210308000,2013,3
030210308000,2014,2
030210308000,2015,2
030210308000,2016,2
030210308000,2017,4
030210308000,2018,3
030210308000,2019,2
030210308000,2020,2
030210319000,1995,2
030210319000,1996,0
030210319000,1997,3
030210319000,1998,4
030210319000,1999,2
030210319000,2000,1
030210319000,2001,2
030210319000,2002,1
030210319000,2003,2
030210319000,2004,2
030210319000,2005,2
030210319000,2006,2
030210319000,2007,1
030210319000,2008,1
030210319000,2009,1
030210319000,2010,1
030210319000,2011,1
030210319000,2012,1
030210319000,2013,1
030210319000,2014,1
030210319000,2015,0
030210319000,2016,0
030210319000,2017,0
030210319000,2018,0
030210319000,2019,0
030210319000,2020,0
030210321000,1995,1
030210321000,1996,1
030210321000,1997,0
030210321000,1998,3
030210321000,1999,1
030210321000,2000,0
030210321000,2001,1
030210321000,2002,0
030210321000,2003,0
030210321000,2004,0
030210321000,2005,0
030210321000,2006,0
030210321000,2007,1
030210321000,2008,1
030210321000,2009,1
030210321000,2010,1
030210321000,2011,1
030210321000,2012,1
030210321000,2013,1
030210321000,2014,1
030210321000,2015,1
030210321000,2016,1
030210321000,2017,1
030210321000,2018,1
030210321000,2019,1
030210321000,2020,1
030210324000,1995,1
030210324000,1996,3
030210324000,1997,1
030210324000,1998,2
030210324000,1999,0
030210324000,2000,0
030210324000,2001,0
030210324000,2002,0
030210324000,2003,0
030210324000,2004,0
030210324000,2005,0
030210324000,2006,0
030210324000,2007,0
030210324000,2008,0
030210324000,2009,0
030210324000,2010,0
030210324000,2011,0
030210324000,2012,0
030210324000,2013,0
030210324000,2014,0
030210324000,2015,0
030210324000,2016,0
030210324000,2017,0
030210324000,2018,0
030210324000,2019,0
030210324000,2020,0
030210363000,1995,1
030210363000,1996,1
030210363000,1997,0
030210363000,1998,1
030210363000,1999,2
030210363000,2000,1
030210363000,2001,1
030210363000,2002,0
030210365000,2013,0
030210365000,2014,0
030210365000,2015,0
030210365000,2016,0
030210365000,2017,0
030210365000,2018,0
030210365000,2019,0
030210365000,2020,0
030210413000,1995,0
030210413000,1996,0
030210413000,1997,0
030210413000,1998,0
030210413000,1999,0
030210413000,2000,0
030210413000,2001,0
030210413000,2002,0
030210413000,2003,0
030210413000,2004,1
030210413000,2005,1
030210413000,2006,1
030210413000,2007,1
030210413000,2008,1
030210413000,2009,1
030210413000,2010,1
030210413000,2011,1
030210413000,2012,1
030210413000,2013,1
030210413000,2014,1
030210413000,2015,1
030210413000,2016,0
030210413000,2017,0
030210413000,2018,0
030210413000,2019,0
030210413000,2020,0
