ID_powiatu,year,p2813-handel-naprawa-pojazdów-samochodowych-transport-i-gospodarka-magazynowa-zakwaterowanie-i-gastronomia-informacja-i-komunikacja-ogółem
023015823000,2016,1724
023015823000,2017,1709
023015823000,2018,1613
023015823000,2019,1664
023015823000,2020,1581
023015827000,2005,1890
023015827000,2006,2044
023015827000,2007,2170
023015827000,2008,2362
023015827000,2009,2611
023015827000,2010,2532
023015827000,2011,2707
023015827000,2012,2749
023015827000,2013,3072
023015827000,2014,3520
023015827000,2015,3616
023015827000,2016,4055
023015827000,2017,3942
023015827000,2018,4128
023015827000,2019,4321
023015827000,2020,4198
023015830000,2005,2478
023015830000,2006,2453
023015830000,2007,2620
023015830000,2008,2899
023015830000,2009,2776
023015830000,2010,2906
023015830000,2011,3027
023015830000,2012,2814
023015830000,2013,2973
023015830000,2014,2900
023015830000,2015,2799
023015830000,2016,3285
023015830000,2017,3181
023015830000,2018,3698
023015830000,2019,3845
023015830000,2020,3732
023015862000,2005,5307
023015862000,2006,5445
023015862000,2007,5693
023015862000,2008,6713
023015862000,2009,7338
023015862000,2010,7017
023015862000,2011,6120
023015862000,2012,6229
023015862000,2013,6140
023015862000,2014,5741
023015862000,2015,5791
023015862000,2016,5955
023015862000,2017,6221
023015862000,2018,6249
023015862000,2019,6349
023015862000,2020,6244
023015904000,2005,1729
023015904000,2006,1851
023015904000,2007,1947
023015904000,2008,2150
023015904000,2009,2114
023015904000,2010,2256
023015904000,2011,2189
023015904000,2012,2270
023015904000,2013,2308
023015904000,2014,2386
023015904000,2015,2339
023015904000,2016,2669
023015904000,2017,2601
023015904000,2018,2642
023015904000,2019,2939
023015904000,2020,2920
023015905000,2005,1476
023015905000,2006,2651
023015905000,2007,2941
023015905000,2008,2101
023015905000,2009,1445
023015905000,2010,1345
023015905000,2011,1577
023015905000,2012,1787
023015905000,2013,1911
023015905000,2014,2168
023015905000,2015,2219
023015905000,2016,2343
023015905000,2017,2470
023015905000,2018,2637
023015905000,2019,2856
023015905000,2020,2811
023015911000,2005,1904
023015911000,2006,2277
023015911000,2007,2363
023015911000,2008,2667
023015911000,2009,2810
023015911000,2010,3430
023015911000,2011,3204
023015911000,2012,3245
023015911000,2013,3641
023015911000,2014,3721
023015911000,2015,3649
023015911000,2016,4032
023015911000,2017,4020
023015911000,2018,4381
023015911000,2019,4646
023015911000,2020,4336
023015913000,2005,791
023015913000,2006,959
023015913000,2007,982
023015913000,2008,1351
023015913000,2009,1308
023015913000,2010,1412
023015913000,2011,1752
023015913000,2012,2038
023015913000,2013,1930
023015913000,2014,1966
023015913000,2015,2026
023015913000,2016,2120
023015913000,2017,2280
023015913000,2018,2549
023015913000,2019,2506
023015913000,2020,2513
023015914000,2005,1027
023015914000,2006,1019
023015914000,2007,1018
023015914000,2008,1092
023015914000,2009,941
023015914000,2010,1235
023015914000,2011,983
023015914000,2012,1223
023015914000,2013,1363
023015914000,2014,1278
023015914000,2015,1437
023015914000,2016,1620
023015914000,2017,1487
023015914000,2018,1349
023015914000,2019,1348
023015914000,2020,1326
023015915000,2005,1807
023015915000,2006,1712
023015915000,2007,2414
023015915000,2008,2774
023015915000,2009,2987
023015915000,2010,2392
023015915000,2011,2370
023015915000,2012,2522
023015915000,2013,2656
023015915000,2014,2647
023015915000,2015,2912
023015915000,2016,3139
023015915000,2017,3258
023015915000,2018,3231
023015915000,2019,3788
023015915000,2020,3771
023015922000,2005,1461
023015922000,2006,1662
023015922000,2007,1821
023015922000,2008,1757
023015922000,2009,1973
023015922000,2010,2255
023015922000,2011,1927
023015922000,2012,1950
023015922000,2013,2370
023015922000,2014,2516
023015922000,2015,2480
023015922000,2016,2656
023015922000,2017,2772
023015922000,2018,2773
023015922000,2019,2861
023015922000,2020,2784
023015929000,2005,2155
023015929000,2006,2050
023015929000,2007,2175
023015929000,2008,2359
023015929000,2009,2582
023015929000,2010,2912
023015929000,2011,2921
023015929000,2012,3657
023015929000,2013,3973
023015929000,2014,3786
023015929000,2015,4423
023015929000,2016,4966
023015929000,2017,5089
023015929000,2018,5624
023015929000,2019,5669
023015929000,2020,5153
023015963000,2005,4494
023015963000,2006,4966
023015963000,2007,5338
023015963000,2008,5302
023015963000,2009,5354
023015963000,2010,5251
023015963000,2011,5981
023015963000,2012,5491
023015963000,2013,5472
023015963000,2014,5502
023015963000,2015,5496
023015963000,2016,5782
023015963000,2017,5683
023015963000,2018,5454
023015963000,2019,5341
023015963000,2020,5481
023016001000,2005,867
023016001000,2006,964
023016001000,2007,1125
023016001000,2008,1103
023016001000,2009,1067
023016001000,2010,1049
023016001000,2011,999
023016001000,2012,1008
023016001000,2013,1138
023016001000,2014,1263
023016001000,2015,1257
023016001000,2016,1412
023016001000,2017,1437
023016001000,2018,1433
023016001000,2019,1571
023016001000,2020,1568
023016002000,2005,2288
023016002000,2006,2233
023016002000,2007,2184
023016002000,2008,2231
023016002000,2009,2257
023016002000,2010,2485
023016002000,2011,2218
023016002000,2012,2229
023016002000,2013,2376
023016002000,2014,2431
023016002000,2015,2503
023016002000,2016,2676
023016002000,2017,2748
023016002000,2018,2627
023016002000,2019,2686
023016002000,2020,2616
023016019000,2005,6546
023016019000,2006,6478
023016019000,2007,6596
023016019000,2008,7441
023016019000,2009,6871
023016019000,2010,6951
023016019000,2011,7035
023016019000,2012,6945
023016019000,2013,7054
023016019000,2014,7317
023016019000,2015,7533
023016019000,2016,8001
023016019000,2017,7951
023016019000,2018,8525
023016019000,2019,8310
023016019000,2020,7991
023016028000,2005,1159
023016028000,2006,1249
023016028000,2007,1398
023016028000,2008,1678
023016028000,2009,1667
023016028000,2010,1807
023016028000,2011,1810
023016028000,2012,1750
023016028000,2013,2099
023016028000,2014,2215
023016028000,2015,2082
023016028000,2016,2137
023016028000,2017,2108
023016028000,2018,2155
023016028000,2019,2319
023016028000,2020,2144
023016031000,2005,1513
023016031000,2006,1927
023016031000,2007,1721
023016031000,2008,1995
023016031000,2009,2949
023016031000,2010,2909
023016031000,2011,3520
023016031000,2012,4472
023016031000,2013,4886
023016031000,2014,5785
023016031000,2015,7270
023016031000,2016,8840
023016031000,2017,9524
023016031000,2018,10626
023016031000,2019,11551
023016031000,2020,11854
023016116000,2005,1151
023016116000,2006,1556
023016116000,2007,1592
023016116000,2008,1715
023016116000,2009,1679
023016116000,2010,1789
023016116000,2011,1725
023016116000,2012,1709
023016116000,2013,1923
023016116000,2014,2013
023016116000,2015,1925
023016116000,2016,2187
023016116000,2017,2674
023016116000,2018,2859
023016116000,2019,2713
023016116000,2020,2590
023016121000,2005,20966
023016121000,2006,24615
023016121000,2007,27551
023016121000,2008,31439
023016121000,2009,29605
023016121000,2010,32310
023016121000,2011,33391
023016121000,2012,34987
023016121000,2013,37091
023016121000,2014,39308
023016121000,2015,43534
023016121000,2016,45835
023016121000,2017,50139
023016121000,2018,51625
023016121000,2019,52447
023016121000,2020,54012
023016124000,2005,2371
023016124000,2006,2313
023016124000,2007,2513
023016124000,2008,2597
023016124000,2009,2734
023016124000,2010,2870
023016124000,2011,2885
023016124000,2012,3068
023016124000,2013,3128
023016124000,2014,3291
023016124000,2015,3257
023016124000,2016,3634
023016124000,2017,3736
023016124000,2018,4028
023016124000,2019,4007
023016124000,2020,4168
023016125000,2005,1203
023016125000,2006,1456
023016125000,2007,1945
023016125000,2008,1828
023016125000,2009,2106
023016125000,2010,2152
023016125000,2011,2245
023016125000,2012,2398
023016125000,2013,2420
023016125000,2014,2778
023016125000,2015,2616
023016125000,2016,2594
023016125000,2017,3506
023016125000,2018,3248
023016125000,2019,3481
023016125000,2020,3342
023016126000,2005,1662
023016126000,2006,1567
023016126000,2007,1729
023016126000,2008,1860
023016126000,2009,1902
023016126000,2010,2093
023016126000,2011,2249
023016126000,2012,2255
023016126000,2013,2339
023016126000,2014,2415
023016126000,2015,2358
023016126000,2016,2660
023016126000,2017,2780
023016126000,2018,2812
023016126000,2019,2769
023016126000,2020,2832
023016264000,2005,64896
023016264000,2006,66069
023016264000,2007,70045
023016264000,2008,68077
023016264000,2009,68790
023016264000,2010,64760
023016264000,2011,66831
023016264000,2012,65892
023016264000,2013,64784
023016264000,2014,67170
023016264000,2015,66471
023016264000,2016,68253
023016264000,2017,67862
023016264000,2018,71649
023016264000,2019,71938
023016264000,2020,69356
023216301000,2005,1287
023216301000,2006,1320
023216301000,2007,1316
023216301000,2008,1405
023216301000,2009,1386
023216301000,2010,1336
023216301000,2011,1273
023216301000,2012,1302
023216301000,2013,1363
023216301000,2014,1076
023216301000,2015,1078
023216301000,2016,1139
023216301000,2017,1245
023216301000,2018,1115
023216301000,2019,1250
023216301000,2020,1220
023216308000,2005,3809
023216308000,2006,4169
023216308000,2007,4295
023216308000,2008,4469
023216308000,2009,4418
023216308000,2010,4720
023216308000,2011,4876
023216308000,2012,4710
023216308000,2013,4895
023216308000,2014,5183
023216308000,2015,5326
023216308000,2016,5935
023216308000,2017,5823
023216308000,2018,5728
023216308000,2019,5756
023216308000,2020,5453
023216309000,2005,896
023216309000,2006,1028
023216309000,2007,1054
023216309000,2008,1180
023216309000,2009,1388
023216309000,2010,1418
023216309000,2011,1373
023216309000,2012,1463
023216309000,2013,1507
023216309000,2014,1472
023216309000,2015,1446
023216309000,2016,1610
023216309000,2017,1633
023216309000,2018,1904
023216309000,2019,2004
023216309000,2020,1907
023216313000,2005,1058
023216313000,2006,1078
023216313000,2007,1147
023216313000,2008,1372
023216313000,2009,1385
023216313000,2010,1267
023216313000,2011,1319
023216313000,2012,1400
023216313000,2013,1563
023216313000,2014,1628
023216313000,2015,1583
023216313000,2016,1710
023216313000,2017,1777
023216313000,2018,1840
023216313000,2019,1793
023216313000,2020,1645
023216361000,2005,7228
023216361000,2006,7202
023216361000,2007,7773
023216361000,2008,9259
023216361000,2009,8924
023216361000,2010,9083
023216361000,2011,9000
023216361000,2012,8668
023216361000,2013,8642
023216361000,2014,8841
023216361000,2015,9287
023216361000,2016,9441
023216361000,2017,9577
023216361000,2018,10127
023216361000,2019,9588
023216361000,2020,9244
023216402000,2005,856
023216402000,2006,885
023216402000,2007,918
023216402000,2008,988
023216402000,2009,905
023216402000,2010,953
023216402000,2011,962
023216402000,2012,1012
023216402000,2013,1022
023216402000,2014,888
023216402000,2015,832
023216402000,2016,885
023216402000,2017,927
023216402000,2018,878
023216402000,2019,867
023216402000,2020,870
023216403000,2005,814
023216403000,2006,879
023216403000,2007,987
023216403000,2008,1091
023216403000,2009,979
023216403000,2010,1048
023216403000,2011,1034
023216403000,2012,1045
023216403000,2013,1150
023216403000,2014,1183
023216403000,2015,1240
023216403000,2016,1229
023216403000,2017,1344
023216403000,2018,1411
023216403000,2019,2450
023216403000,2020,2315
023216410000,2005,1345
023216410000,2006,1562
023216410000,2007,1755
023216410000,2008,1950
023216410000,2009,1877
023216410000,2010,2086
023216410000,2011,2078
023216410000,2012,2035
023216410000,2013,2061
023216410000,2014,2227
023216410000,2015,2255
023216410000,2016,2274
023216410000,2017,2283
023216410000,2018,2314
023216410000,2019,2294
023216410000,2020,2409
023216412000,2005,478
023216412000,2006,497
023216412000,2007,562
023216412000,2008,779
023216412000,2009,700
023216412000,2010,788
023216412000,2011,772
023216412000,2012,858
023216412000,2013,823
023216412000,2014,875
023216412000,2015,815
023216412000,2016,862
023216412000,2017,892
023216412000,2018,918
023216412000,2019,908
023216412000,2020,872
023216415000,2005,2461
023216415000,2006,2588
023216415000,2007,2624
023216415000,2008,3115
023216415000,2009,2812
023216415000,2010,2692
023216415000,2011,2618
023216415000,2012,2557
023216415000,2013,2751
023216415000,2014,2865
023216415000,2015,2912
023216415000,2016,2913
023216415000,2017,2991
023216415000,2018,2970
023216415000,2019,3189
023216415000,2020,3000
023216416000,2005,814
023216416000,2006,799
023216416000,2007,892
023216416000,2008,942
023216416000,2009,856
023216416000,2010,848
023216416000,2011,855
023216416000,2012,902
023216416000,2013,833
023216416000,2014,779
023216416000,2015,766
023216416000,2016,885
023216416000,2017,902
023216416000,2018,958
023216416000,2019,1038
023216416000,2020,1008
023216417000,2005,1052
023216417000,2006,1089
023216417000,2007,1271
023216417000,2008,1536
023216417000,2009,1354
023216417000,2010,1355
023216417000,2011,1345
023216417000,2012,1620
023216417000,2013,1618
023216417000,2014,1670
023216417000,2015,1547
023216417000,2016,1649
023216417000,2017,1618
023216417000,2018,1715
023216417000,2019,1684
023216417000,2020,1597
023216418000,2005,425
023216418000,2006,486
023216418000,2007,545
023216418000,2008,586
023216418000,2009,607
023216418000,2010,581
023216418000,2011,664
023216418000,2012,688
023216418000,2013,600
023216418000,2014,667
023216418000,2015,617
023216418000,2016,652
023216418000,2017,723
023216418000,2018,696
023216418000,2019,775
023216418000,2020,698
023216562000,2005,30944
023216562000,2006,32495
023216562000,2007,33538
023216562000,2008,34663
023216562000,2009,32476
023216562000,2010,32329
023216562000,2011,32865
023216562000,2012,32516
023216562000,2013,33039
023216562000,2014,33443
023216562000,2015,33262
023216562000,2016,34537
023216562000,2017,36491
023216562000,2018,36959
023216562000,2019,38507
023216562000,2020,38117
023216604000,2005,1375
023216604000,2006,1535
023216604000,2007,1618
023216604000,2008,1724
023216604000,2009,2207
023216604000,2010,2129
023216604000,2011,2299
023216604000,2012,2801
023216604000,2013,3024
023216604000,2014,3051
023216604000,2015,3119
023216604000,2016,3620
023216604000,2017,4180
023216604000,2018,4706
023216604000,2019,4934
023216604000,2020,5181
023216605000,2005,1742
023216605000,2006,1654
023216605000,2007,2112
023216605000,2008,2307
023216605000,2009,1959
023216605000,2010,2081
023216605000,2011,2027
023216605000,2012,2005
023216605000,2013,2054
023216605000,2014,2137
023216605000,2015,1980
023216605000,2016,2046
023216605000,2017,2169
023216605000,2018,2294
023216605000,2019,2361
023216605000,2020,2185
023216606000,2005,1174
023216606000,2006,1277
023216606000,2007,1357
023216606000,2008,1613
023216606000,2009,1565
023216606000,2010,1548
023216606000,2011,1486
023216606000,2012,1703
023216606000,2013,1867
023216606000,2014,2004
023216606000,2015,2017
023216606000,2016,2162
023216606000,2017,2628
023216606000,2018,2980
023216606000,2019,4167
023216606000,2020,4680
023216607000,2005,1215
023216607000,2006,1117
023216607000,2007,1288
023216607000,2008,1413
023216607000,2009,1294
023216607000,2010,1246
023216607000,2011,1382
023216607000,2012,1485
023216607000,2013,1739
023216607000,2014,1710
023216607000,2015,1763
023216607000,2016,1752
023216607000,2017,1716
023216607000,2018,1781
023216607000,2019,1839
023216607000,2020,1684
023216611000,2005,1587
023216611000,2006,1468
023216611000,2007,1797
023216611000,2008,1611
023216611000,2009,1967
023216611000,2010,2316
023216611000,2011,2151
023216611000,2012,2168
023216611000,2013,2281
023216611000,2014,2436
023216611000,2015,2498
023216611000,2016,2701
023216611000,2017,6706
023216611000,2018,7896
023216611000,2019,6207
023216611000,2020,6367
023216614000,2005,3801
023216614000,2006,3743
023216614000,2007,3796
023216614000,2008,4054
023216614000,2009,4119
023216614000,2010,4272
023216614000,2011,4122
023216614000,2012,4204
023216614000,2013,4180
023216614000,2014,4182
023216614000,2015,4266
023216614000,2016,4497
023216614000,2017,4961
023216614000,2018,4802
023216614000,2019,5217
023216614000,2020,4693
023216663000,2005,2786
023216663000,2006,2626
023216663000,2007,2801
023216663000,2008,2760
023216663000,2009,2765
023216663000,2010,2755
023216663000,2011,2624
023216663000,2012,2804
023216663000,2013,2879
023216663000,2014,2915
023216663000,2015,2945
023216663000,2016,3002
023216663000,2017,3178
023216663000,2018,3137
023216663000,2019,3357
023216663000,2020,3089
030210101000,2005,2242
030210101000,2006,2328
030210101000,2007,2250
030210101000,2008,3422
030210101000,2009,3048
030210101000,2010,3073
030210101000,2011,3083
030210101000,2012,3165
030210101000,2013,3359
030210101000,2014,3412
030210101000,2015,3316
030210101000,2016,3591
030210101000,2017,4187
030210101000,2018,4720
030210101000,2019,5173
030210101000,2020,4669
030210105000,2005,734
030210105000,2006,828
030210105000,2007,920
030210105000,2008,1122
030210105000,2009,1042
030210105000,2010,1141
030210105000,2011,1014
030210105000,2012,1084
030210105000,2013,1221
030210105000,2014,1135
030210105000,2015,1141
030210105000,2016,1176
030210105000,2017,1035
030210105000,2018,1162
030210105000,2019,1132
030210105000,2020,1215
030210106000,2005,1504
030210106000,2006,1390
030210106000,2007,1524
030210106000,2008,1640
030210106000,2009,2123
030210106000,2010,1541
030210106000,2011,1905
030210106000,2012,2118
030210106000,2013,2146
030210106000,2014,2689
030210106000,2015,2337
030210106000,2016,2459
030210106000,2017,2420
030210106000,2018,2470
030210106000,2019,2444
030210106000,2020,2346
030210107000,2005,848
030210107000,2006,853
030210107000,2007,852
030210107000,2008,1078
030210107000,2009,1016
030210107000,2010,1145
030210107000,2011,935
030210107000,2012,869
030210107000,2013,925
030210107000,2014,993
030210107000,2015,1182
030210107000,2016,1078
030210107000,2017,1101
030210107000,2018,1041
030210107000,2019,941
030210107000,2020,867
030210110000,2005,1399
030210110000,2006,1357
030210110000,2007,1342
030210110000,2008,1730
030210110000,2009,1579
030210110000,2010,1791
030210110000,2011,1738
030210110000,2012,1653
030210110000,2013,1748
030210110000,2014,1825
030210110000,2015,1697
030210110000,2016,1874
030210110000,2017,1864
030210110000,2018,1826
030210110000,2019,1839
030210110000,2020,1716
030210112000,2005,562
030210112000,2006,625
030210112000,2007,750
030210112000,2008,823
030210112000,2009,1147
030210112000,2010,1306
030210112000,2011,1038
030210112000,2012,1007
030210112000,2013,926
030210112000,2014,939
030210112000,2015,910
030210112000,2016,1003
030210112000,2017,1035
030210112000,2018,1085
030210112000,2019,1080
030210112000,2020,1143
030210125000,2005,3811
030210125000,2006,4152
030210125000,2007,4628
030210125000,2008,4986
030210125000,2009,4397
030210125000,2010,4466
030210125000,2011,4463
030210125000,2012,4425
030210125000,2013,4242
030210125000,2014,4372
030210125000,2015,4302
030210125000,2016,4534
030210125000,2017,4653
030210125000,2018,4451
030210125000,2019,4830
030210125000,2020,4695
030210126000,2005,895
030210126000,2006,942
030210126000,2007,946
030210126000,2008,944
030210126000,2009,839
030210126000,2010,851
030210126000,2011,831
030210126000,2012,859
030210126000,2013,883
030210126000,2014,879
030210126000,2015,939
030210126000,2016,913
030210126000,2017,860
030210126000,2018,831
030210126000,2019,829
030210126000,2020,765
030210161000,2005,5036
030210161000,2006,5273
030210161000,2007,5341
030210161000,2008,5326
030210161000,2009,5185
030210161000,2010,5510
030210161000,2011,4618
030210161000,2012,4515
030210161000,2013,4412
030210161000,2014,3992
030210161000,2015,4582
030210161000,2016,5169
030210161000,2017,4864
030210161000,2018,4867
030210161000,2019,4930
030210161000,2020,4747
030210203000,2005,3578
030210203000,2006,3667
030210203000,2007,4278
030210203000,2008,4463
030210203000,2009,3816
030210203000,2010,3665
030210203000,2011,3662
030210203000,2012,3833
030210203000,2013,4021
030210203000,2014,4356
030210203000,2015,4181
030210203000,2016,4322
030210203000,2017,4355
030210203000,2018,4617
030210203000,2019,4412
030210203000,2020,4376
030210204000,2005,553
030210204000,2006,602
030210204000,2007,643
030210204000,2008,604
030210204000,2009,558
030210204000,2010,615
030210204000,2011,507
030210204000,2012,575
030210204000,2013,582
030210204000,2014,593
030210204000,2015,562
030210204000,2016,544
030210204000,2017,638
030210204000,2018,652
030210204000,2019,664
030210204000,2020,687
030210209000,2005,600
030210209000,2006,665
030210209000,2007,847
030210209000,2008,1013
030210209000,2009,1157
030210209000,2010,1373
030210209000,2011,1434
030210209000,2012,1674
030210209000,2013,1760
030210209000,2014,1624
030210209000,2015,1351
030210209000,2016,1615
030210209000,2017,1727
030210209000,2018,2019
030210209000,2019,3535
030210209000,2020,4384
030210211000,2005,4973
030210211000,2006,5183
030210211000,2007,5313
030210211000,2008,5749
030210211000,2009,5805
030210211000,2010,5552
030210211000,2011,5471
030210211000,2012,5832
030210211000,2013,6053
030210211000,2014,6041
030210211000,2015,5947
030210211000,2016,6165
030210211000,2017,6152
030210211000,2018,6312
030210211000,2019,6233
030210211000,2020,5619
030210216000,2005,2906
030210216000,2006,3135
030210216000,2007,3921
030210216000,2008,3233
030210216000,2009,3252
030210216000,2010,3018
030210216000,2011,2979
030210216000,2012,3025
030210216000,2013,3218
030210216000,2014,3308
030210216000,2015,3536
030210216000,2016,3647
030210216000,2017,3845
030210216000,2018,3709
030210216000,2019,3579
030210216000,2020,3685
030210262000,2005,6256
030210262000,2006,6684
030210262000,2007,7082
030210262000,2008,7431
030210262000,2009,7310
030210262000,2010,6937
030210262000,2011,7011
030210262000,2012,6928
030210262000,2013,6697
030210262000,2014,6419
030210262000,2015,6668
030210262000,2016,7048
030210262000,2017,7365
030210262000,2018,7512
030210262000,2019,7530
030210262000,2020,6714
030210302000,2005,2011
030210302000,2006,2100
030210302000,2007,2083
030210302000,2008,2482
030210302000,2009,2384
030210302000,2010,2830
030210302000,2011,2639
030210302000,2012,2756
030210302000,2013,2525
030210302000,2014,2428
030210302000,2015,2397
030210302000,2016,2712
030210302000,2017,2615
030210302000,2018,2629
030210302000,2019,2749
030210302000,2020,2875
030210308000,2005,3877
030210308000,2006,4198
030210308000,2007,4216
030210308000,2008,4573
030210308000,2009,4675
030210308000,2010,4656
030210308000,2011,4506
030210308000,2012,4553
030210308000,2013,4987
030210308000,2014,5081
030210308000,2015,5006
030210308000,2016,5171
030210308000,2017,5113
030210308000,2018,5116
030210308000,2019,5011
030210308000,2020,4779
030210319000,2005,4690
030210319000,2006,4375
030210319000,2007,4424
030210319000,2008,5527
030210319000,2009,5321
030210319000,2010,5173
030210319000,2011,5130
030210319000,2012,5100
030210319000,2013,5362
030210319000,2014,5449
030210319000,2015,4935
030210319000,2016,5261
030210319000,2017,5681
030210319000,2018,5748
030210319000,2019,5884
030210319000,2020,5631
030210321000,2005,6579
030210321000,2006,6649
030210321000,2007,6644
030210321000,2008,7257
030210321000,2009,7129
030210321000,2010,7392
030210321000,2011,7111
030210321000,2012,6743
030210321000,2013,1333
030210321000,2014,1841
030210321000,2015,1394
030210321000,2016,1245
030210321000,2017,1268
030210321000,2018,1319
030210321000,2019,1270
030210321000,2020,1429
030210324000,2005,1558
030210324000,2006,1856
030210324000,2007,2043
030210324000,2008,2170
030210324000,2009,2146
030210324000,2010,2211
030210324000,2011,2215
030210324000,2012,2221
030210324000,2013,2211
030210324000,2014,2273
030210324000,2015,2269
030210324000,2016,2379
030210324000,2017,2297
030210324000,2018,2277
030210324000,2019,2354
030210324000,2020,2282
030210365000,2013,5223
030210365000,2014,4996
030210365000,2015,5516
030210365000,2016,5100
030210365000,2017,5784
030210365000,2018,5804
030210365000,2019,5774
030210365000,2020,5477
030210413000,2005,489
030210413000,2006,534
030210413000,2007,543
030210413000,2008,668
030210413000,2009,675
030210413000,2010,626
030210413000,2011,688
030210413000,2012,703
030210413000,2013,762
030210413000,2014,796
030210413000,2015,762
030210413000,2016,871
030210413000,2017,1051
030210413000,2018,1064
030210413000,2019,1139
030210413000,2020,1118
030210414000,2005,2703
030210414000,2006,2823
030210414000,2007,3083
030210414000,2008,3116
030210414000,2009,3165
030210414000,2010,3423
030210414000,2011,3242
030210414000,2012,3516
030210414000,2013,3548
030210414000,2014,3631
030210414000,2015,3691
030210414000,2016,3909
030210414000,2017,3820
030210414000,2018,3956
030210414000,2019,3967
030210414000,2020,3922
030210415000,2005,1997
030210415000,2006,2337
030210415000,2007,2855
030210415000,2008,2710
030210415000,2009,2735
030210415000,2010,2905
030210415000,2011,2849
030210415000,2012,2901
030210415000,2013,3088
030210415000,2014,3082
030210415000,2015,3073
030210415000,2016,3148
030210415000,2017,2998
030210415000,2018,3060
030210415000,2019,3138
030210415000,2020,3102
030210417000,2005,749
030210417000,2006,846
030210417000,2007,1052
030210417000,2008,1171
030210417000,2009,1082
030210417000,2010,1172
030210417000,2011,1382
030210417000,2012,1068
030210417000,2013,1134
030210417000,2014,1275
030210417000,2015,1311
030210417000,2016,1223
030210417000,2017,1140
030210417000,2018,1233
030210417000,2019,1298
030210417000,2020,1255
030210418000,2005,674
030210418000,2006,751
030210418000,2007,886
030210418000,2008,1136
030210418000,2009,1083
030210418000,2010,1161
030210418000,2011,1175
030210418000,2012,1161
030210418000,2013,1434
030210418000,2014,1538
030210418000,2015,1635
030210418000,2016,1694
030210418000,2017,2030
030210418000,2018,2136
030210418000,2019,2543
030210418000,2020,2621
030210420000,2005,1361
030210420000,2006,1484
030210420000,2007,1822
030210420000,2008,1703
030210420000,2009,1824
030210420000,2010,1991
030210420000,2011,2191
030210420000,2012,2242
030210420000,2013,2480
030210420000,2014,2758
030210420000,2015,2715
030210420000,2016,3430
030210420000,2017,3199
030210420000,2018,3490
030210420000,2019,3769
030210420000,2020,4095
030210422000,2005,869
030210422000,2006,962
030210422000,2007,1022
030210422000,2008,1187
030210422000,2009,1140
030210422000,2010,1117
030210422000,2011,1067
030210422000,2012,1139
030210422000,2013,1148
030210422000,2014,1135
030210422000,2015,1144
030210422000,2016,1151
030210422000,2017,1356
030210422000,2018,1306
030210422000,2019,1387
030210422000,2020,1330
030210423000,2005,5553
030210423000,2006,5005
030210423000,2007,5605
030210423000,2008,7416
030210423000,2009,9179
030210423000,2010,9775
030210423000,2011,10061
030210423000,2012,9856
030210423000,2013,10125
030210423000,2014,13442
030210423000,2015,14368
030210423000,2016,18391
030210423000,2017,19452
030210423000,2018,20415
030210423000,2019,20693
030210423000,2020,21696
030210564000,2005,50703
030210564000,2006,53618
030210564000,2007,61282
030210564000,2008,62224
030210564000,2009,63243
030210564000,2010,64404
030210564000,2011,66782
030210564000,2012,67571
030210564000,2013,68170
030210564000,2014,68486
030210564000,2015,70855
030210564000,2016,76484
030210564000,2017,83426
030210564000,2018,85806
030210564000,2019,88324
030210564000,2020,87852
031613101000,2005,2308
031613101000,2006,2545
031613101000,2007,2405
031613101000,2008,2627
031613101000,2009,2478
031613101000,2010,2796
031613101000,2011,2898
031613101000,2012,2680
031613101000,2013,2766
031613101000,2014,2789
031613101000,2015,2840
031613101000,2016,2907
031613101000,2017,3252
031613101000,2018,3402
031613101000,2019,3360
031613101000,2020,3395
031613102000,2005,739
031613102000,2006,830
031613102000,2007,820
031613102000,2008,945
031613102000,2009,930
031613102000,2010,937
031613102000,2011,917
031613102000,2012,831
031613102000,2013,818
031613102000,2014,859
031613102000,2015,905
031613102000,2016,929
031613102000,2017,883
031613102000,2018,948
031613102000,2019,1104
031613102000,2020,1067
031613106000,2005,719
031613106000,2006,687
031613106000,2007,683
031613106000,2008,825
031613106000,2009,948
031613106000,2010,918
031613106000,2011,881
031613106000,2012,826
031613106000,2013,933
031613106000,2014,979
031613106000,2015,982
031613106000,2016,927
031613106000,2017,917
031613106000,2018,965
031613106000,2019,1078
031613106000,2020,963
031613107000,2005,3466
031613107000,2006,3781
031613107000,2007,3997
031613107000,2008,4249
031613107000,2009,3848
031613107000,2010,4089
031613107000,2011,4118
031613107000,2012,3817
031613107000,2013,4002
031613107000,2014,4086
031613107000,2015,4110
031613107000,2016,4628
031613107000,2017,4467
031613107000,2018,4513
031613107000,2019,4508
031613107000,2020,4257
031613110000,2005,972
031613110000,2006,1165
031613110000,2007,1092
031613110000,2008,1121
031613110000,2009,1121
031613110000,2010,1252
031613110000,2011,1251
031613110000,2012,1266
031613110000,2013,1392
031613110000,2014,1531
031613110000,2015,1630
031613110000,2016,1637
031613110000,2017,1713
031613110000,2018,1819
031613110000,2019,1930
031613110000,2020,1996
031613203000,2005,4302
031613203000,2006,4389
031613203000,2007,4241
031613203000,2008,4558
031613203000,2009,4443
031613203000,2010,4368
031613203000,2011,4392
031613203000,2012,4483
031613203000,2013,4646
031613203000,2014,4622
031613203000,2015,4400
031613203000,2016,4626
031613203000,2017,4681
031613203000,2018,4794
031613203000,2019,4834
031613203000,2020,4860
031613204000,2005,2039
031613204000,2006,2058
031613204000,2007,2143
031613204000,2008,2335
