ID_powiatu,year,p2596-zieleńce-obiekty
023015809000,2014,31
023015809000,2015,32
023015809000,2016,32
023015809000,2017,33
023015809000,2018,33
023015809000,2019,33
023015809000,2020,37
023015810000,2004,17
023015810000,2005,18
023015810000,2006,35
023015810000,2007,35
023015810000,2008,34
023015810000,2009,34
023015810000,2010,34
023015810000,2011,34
023015810000,2012,34
023015810000,2013,34
023015810000,2014,34
023015810000,2015,34
023015810000,2016,37
023015810000,2017,39
023015810000,2018,40
023015810000,2019,41
023015810000,2020,43
023015823000,2004,11
023015823000,2005,11
023015823000,2006,13
023015823000,2007,15
023015823000,2008,21
023015823000,2009,24
023015823000,2010,27
023015823000,2011,27
023015823000,2012,27
023015823000,2013,42
023015823000,2014,42
023015823000,2015,44
023015823000,2016,44
023015823000,2017,45
023015823000,2018,45
023015823000,2019,46
023015823000,2020,47
023015827000,2004,23
023015827000,2005,23
023015827000,2006,26
023015827000,2007,32
023015827000,2008,31
023015827000,2009,58
023015827000,2010,61
023015827000,2011,61
023015827000,2012,62
023015827000,2013,63
023015827000,2014,66
023015827000,2015,66
023015827000,2016,67
023015827000,2017,67
023015827000,2018,67
023015827000,2019,68
023015827000,2020,69
023015830000,2004,41
023015830000,2005,45
023015830000,2006,48
023015830000,2007,48
023015830000,2008,48
023015830000,2009,48
023015830000,2010,48
023015830000,2011,48
023015830000,2012,48
023015830000,2013,48
023015830000,2014,48
023015830000,2015,46
023015830000,2016,46
023015830000,2017,46
023015830000,2018,46
023015830000,2019,46
023015830000,2020,46
023015862000,2004,57
023015862000,2005,70
023015862000,2006,76
023015862000,2007,113
023015862000,2008,143
023015862000,2009,143
023015862000,2010,143
023015862000,2011,143
023015862000,2012,150
023015862000,2013,168
023015862000,2014,173
023015862000,2015,197
023015862000,2016,218
023015862000,2017,218
023015862000,2018,249
023015862000,2019,252
023015862000,2020,252
023015904000,2004,80
023015904000,2005,90
023015904000,2006,90
023015904000,2007,90
023015904000,2008,90
023015904000,2009,90
023015904000,2010,90
023015904000,2011,90
023015904000,2012,90
023015904000,2013,90
023015904000,2014,90
023015904000,2015,90
023015904000,2016,90
023015904000,2017,112
023015904000,2018,112
023015904000,2019,112
023015904000,2020,112
023015905000,2004,24
023015905000,2005,37
023015905000,2006,38
023015905000,2007,38
023015905000,2008,38
023015905000,2009,38
023015905000,2010,38
023015905000,2011,38
023015905000,2012,38
023015905000,2013,38
023015905000,2014,38
023015905000,2015,38
023015905000,2016,38
023015905000,2017,38
023015905000,2018,38
023015905000,2019,38
023015905000,2020,38
023015911000,2004,70
023015911000,2005,71
023015911000,2006,71
023015911000,2007,71
023015911000,2008,71
023015911000,2009,71
023015911000,2010,71
023015911000,2011,71
023015911000,2012,71
023015911000,2013,71
023015911000,2014,71
023015911000,2015,71
023015911000,2016,71
023015911000,2017,71
023015911000,2018,71
023015911000,2019,71
023015911000,2020,71
023015913000,2004,58
023015913000,2005,62
023015913000,2006,62
023015913000,2007,63
023015913000,2008,63
023015913000,2009,63
023015913000,2010,64
023015913000,2011,64
023015913000,2012,64
023015913000,2013,67
023015913000,2014,67
023015913000,2015,67
023015913000,2016,67
023015913000,2017,67
023015913000,2018,67
023015913000,2019,67
023015913000,2020,67
023015914000,2004,5
023015914000,2005,3
023015914000,2006,11
023015914000,2007,12
023015914000,2008,12
023015914000,2009,15
023015914000,2010,15
023015914000,2011,24
023015914000,2012,28
023015914000,2013,28
023015914000,2014,28
023015914000,2015,28
023015914000,2016,28
023015914000,2017,28
023015914000,2018,29
023015914000,2019,29
023015914000,2020,29
023015915000,2004,71
023015915000,2005,72
023015915000,2006,72
023015915000,2007,85
023015915000,2008,89
023015915000,2009,87
023015915000,2010,87
023015915000,2011,87
023015915000,2012,87
023015915000,2013,87
023015915000,2014,87
023015915000,2015,87
023015915000,2016,87
023015915000,2017,87
023015915000,2018,87
023015915000,2019,87
023015915000,2020,87
023015922000,2004,41
023015922000,2005,44
023015922000,2006,44
023015922000,2007,44
023015922000,2008,44
023015922000,2009,45
023015922000,2010,44
023015922000,2011,44
023015922000,2012,44
023015922000,2013,44
023015922000,2014,44
023015922000,2015,44
023015922000,2016,44
023015922000,2017,44
023015922000,2018,44
023015922000,2019,44
023015922000,2020,44
023015929000,2004,70
023015929000,2005,70
023015929000,2006,74
023015929000,2007,75
023015929000,2008,75
023015929000,2009,75
023015929000,2010,75
023015929000,2011,75
023015929000,2012,75
023015929000,2013,75
023015929000,2014,75
023015929000,2015,75
023015929000,2016,75
023015929000,2017,75
023015929000,2018,75
023015929000,2019,75
023015929000,2020,75
023015963000,2004,22
023015963000,2005,24
023015963000,2006,24
023015963000,2007,24
023015963000,2008,24
023015963000,2009,18
023015963000,2010,18
023015963000,2011,18
023015963000,2012,18
023015963000,2013,18
023015963000,2014,19
023015963000,2015,19
023015963000,2016,19
023015963000,2017,19
023015963000,2018,19
023015963000,2019,33
023015963000,2020,29
023016001000,2004,4
023016001000,2005,4
023016001000,2006,4
023016001000,2007,4
023016001000,2008,4
023016001000,2009,4
023016001000,2010,4
023016001000,2011,4
023016001000,2012,4
023016001000,2013,4
023016001000,2014,4
023016001000,2015,4
023016001000,2016,4
023016001000,2017,4
023016001000,2018,4
023016001000,2019,4
023016001000,2020,4
023016002000,2004,34
023016002000,2005,37
023016002000,2006,37
023016002000,2007,37
023016002000,2008,34
023016002000,2009,34
023016002000,2010,34
023016002000,2011,35
023016002000,2012,35
023016002000,2013,35
023016002000,2014,35
023016002000,2015,36
023016002000,2016,38
023016002000,2017,38
023016002000,2018,38
023016002000,2019,38
023016002000,2020,38
023016019000,2004,49
023016019000,2005,51
023016019000,2006,53
023016019000,2007,53
023016019000,2008,53
023016019000,2009,53
023016019000,2010,53
023016019000,2011,53
023016019000,2012,53
023016019000,2013,53
023016019000,2014,53
023016019000,2015,53
023016019000,2016,53
023016019000,2017,53
023016019000,2018,53
023016019000,2019,53
023016019000,2020,53
023016028000,2004,17
023016028000,2005,17
023016028000,2006,17
023016028000,2007,17
023016028000,2008,17
023016028000,2009,17
023016028000,2010,18
023016028000,2011,17
023016028000,2012,20
023016028000,2013,23
023016028000,2014,23
023016028000,2015,23
023016028000,2016,23
023016028000,2017,24
023016028000,2018,28
023016028000,2019,29
023016028000,2020,29
023016031000,2004,17
023016031000,2005,16
023016031000,2006,16
023016031000,2007,16
023016031000,2008,16
023016031000,2009,17
023016031000,2010,17
023016031000,2011,26
023016031000,2012,26
023016031000,2013,27
023016031000,2014,28
023016031000,2015,28
023016031000,2016,28
023016031000,2017,28
023016031000,2018,28
023016031000,2019,29
023016031000,2020,41
023016116000,2004,6
023016116000,2005,6
023016116000,2006,11
023016116000,2007,11
023016116000,2008,11
023016116000,2009,12
023016116000,2010,12
023016116000,2011,12
023016116000,2012,12
023016116000,2013,12
023016116000,2014,12
023016116000,2015,12
023016116000,2016,12
023016116000,2017,12
023016116000,2018,12
023016116000,2019,12
023016116000,2020,12
023016121000,2004,86
023016121000,2005,76
023016121000,2006,85
023016121000,2007,102
023016121000,2008,110
023016121000,2009,113
023016121000,2010,113
023016121000,2011,131
023016121000,2012,133
023016121000,2013,133
023016121000,2014,133
023016121000,2015,141
023016121000,2016,141
023016121000,2017,141
023016121000,2018,203
023016121000,2019,279
023016121000,2020,288
023016124000,2004,13
023016124000,2005,14
023016124000,2006,16
023016124000,2007,16
023016124000,2008,17
023016124000,2009,17
023016124000,2010,27
023016124000,2011,44
023016124000,2012,44
023016124000,2013,44
023016124000,2014,33
023016124000,2015,33
023016124000,2016,34
023016124000,2017,34
023016124000,2018,40
023016124000,2019,40
023016124000,2020,40
023016125000,2004,9
023016125000,2005,16
023016125000,2006,16
023016125000,2007,16
023016125000,2008,16
023016125000,2009,16
023016125000,2010,16
023016125000,2011,16
023016125000,2012,16
023016125000,2013,16
023016125000,2014,16
023016125000,2015,16
023016125000,2016,23
023016125000,2017,23
023016125000,2018,23
023016125000,2019,23
023016125000,2020,25
023016126000,2004,43
023016126000,2005,43
023016126000,2006,43
023016126000,2007,56
023016126000,2008,63
023016126000,2009,63
023016126000,2010,64
023016126000,2011,64
023016126000,2012,64
023016126000,2013,64
023016126000,2014,64
023016126000,2015,64
023016126000,2016,64
023016126000,2017,64
023016126000,2018,64
023016126000,2019,64
023016126000,2020,64
023016264000,2004,110
023016264000,2005,109
023016264000,2006,109
023016264000,2007,113
023016264000,2008,112
023016264000,2009,113
023016264000,2010,119
023016264000,2011,113
023016264000,2012,117
023016264000,2013,113
023016264000,2014,116
023016264000,2015,120
023016264000,2016,123
023016264000,2017,121
023016264000,2018,121
023016264000,2019,120
023016264000,2020,120
023216301000,2004,37
023216301000,2005,44
023216301000,2006,48
023216301000,2007,45
023216301000,2008,45
023216301000,2009,46
023216301000,2010,46
023216301000,2011,46
023216301000,2012,46
023216301000,2013,46
023216301000,2014,56
023216301000,2015,56
023216301000,2016,56
023216301000,2017,57
023216301000,2018,57
023216301000,2019,57
023216301000,2020,57
023216308000,2004,94
023216308000,2005,126
023216308000,2006,130
023216308000,2007,130
023216308000,2008,131
023216308000,2009,128
023216308000,2010,130
023216308000,2011,131
023216308000,2012,139
023216308000,2013,141
023216308000,2014,147
023216308000,2015,154
023216308000,2016,154
023216308000,2017,154
023216308000,2018,155
023216308000,2019,155
023216308000,2020,155
023216309000,2004,5
023216309000,2005,14
023216309000,2006,15
023216309000,2007,15
023216309000,2008,17
023216309000,2009,19
023216309000,2010,19
023216309000,2011,32
023216309000,2012,33
023216309000,2013,33
023216309000,2014,37
023216309000,2015,37
023216309000,2016,37
023216309000,2017,40
023216309000,2018,40
023216309000,2019,40
023216309000,2020,40
023216313000,2004,11
023216313000,2005,11
023216313000,2006,11
023216313000,2007,11
023216313000,2008,11
023216313000,2009,11
023216313000,2010,11
023216313000,2011,12
023216313000,2012,16
023216313000,2013,16
023216313000,2014,16
023216313000,2015,17
023216313000,2016,22
023216313000,2017,22
023216313000,2018,22
023216313000,2019,25
023216313000,2020,25
023216361000,2004,37
023216361000,2005,47
023216361000,2006,47
023216361000,2007,47
023216361000,2008,48
023216361000,2009,49
023216361000,2010,49
023216361000,2011,50
023216361000,2012,50
023216361000,2013,50
023216361000,2014,50
023216361000,2015,50
023216361000,2016,50
023216361000,2017,50
023216361000,2018,50
023216361000,2019,50
023216361000,2020,50
023216402000,2004,52
023216402000,2005,52
023216402000,2006,54
023216402000,2007,90
023216402000,2008,90
023216402000,2009,90
023216402000,2010,90
023216402000,2011,90
023216402000,2012,90
023216402000,2013,90
023216402000,2014,91
023216402000,2015,91
023216402000,2016,81
023216402000,2017,83
023216402000,2018,83
023216402000,2019,83
023216402000,2020,83
023216403000,2004,40
023216403000,2005,40
023216403000,2006,43
023216403000,2007,43
023216403000,2008,43
023216403000,2009,46
023216403000,2010,46
023216403000,2011,49
023216403000,2012,49
023216403000,2013,89
023216403000,2014,119
023216403000,2015,99
023216403000,2016,100
023216403000,2017,100
023216403000,2018,100
023216403000,2019,101
023216403000,2020,101
023216410000,2004,72
023216410000,2005,72
023216410000,2006,77
023216410000,2007,77
023216410000,2008,77
023216410000,2009,77
023216410000,2010,78
023216410000,2011,78
023216410000,2012,78
023216410000,2013,78
023216410000,2014,78
023216410000,2015,78
023216410000,2016,78
023216410000,2017,78
023216410000,2018,78
023216410000,2019,78
023216410000,2020,78
023216412000,2004,18
023216412000,2005,23
023216412000,2006,23
023216412000,2007,23
023216412000,2008,31
023216412000,2009,31
023216412000,2010,49
023216412000,2011,49
023216412000,2012,49
023216412000,2013,49
023216412000,2014,49
023216412000,2015,49
023216412000,2016,49
023216412000,2017,49
023216412000,2018,49
023216412000,2019,49
023216412000,2020,49
023216415000,2004,28
023216415000,2005,24
023216415000,2006,24
023216415000,2007,24
023216415000,2008,24
023216415000,2009,24
023216415000,2010,24
023216415000,2011,24
023216415000,2012,24
023216415000,2013,24
023216415000,2014,24
023216415000,2015,24
023216415000,2016,24
023216415000,2017,24
023216415000,2018,24
023216415000,2019,24
023216415000,2020,24
023216416000,2004,32
023216416000,2005,39
023216416000,2006,39
023216416000,2007,39
023216416000,2008,39
023216416000,2009,39
023216416000,2010,39
023216416000,2011,39
023216416000,2012,39
023216416000,2013,39
023216416000,2014,39
023216416000,2015,39
023216416000,2016,39
023216416000,2017,39
023216416000,2018,39
023216416000,2019,39
023216416000,2020,39
023216417000,2004,23
023216417000,2005,26
023216417000,2006,32
023216417000,2007,42
023216417000,2008,42
023216417000,2009,42
023216417000,2010,42
023216417000,2011,42
023216417000,2012,42
023216417000,2013,62
023216417000,2014,62
023216417000,2015,62
023216417000,2016,63
023216417000,2017,64
023216417000,2018,64
023216417000,2019,101
023216417000,2020,101
023216418000,2004,20
023216418000,2005,24
023216418000,2006,24
023216418000,2007,24
023216418000,2008,29
023216418000,2009,29
023216418000,2010,64
023216418000,2011,64
023216418000,2012,64
023216418000,2013,64
023216418000,2014,64
023216418000,2015,64
023216418000,2016,64
023216418000,2017,64
023216418000,2018,64
023216418000,2019,74
023216418000,2020,74
023216562000,2004,90
023216562000,2005,91
023216562000,2006,93
023216562000,2007,93
023216562000,2008,93
023216562000,2009,93
023216562000,2010,93
023216562000,2011,93
023216562000,2012,94
023216562000,2013,81
023216562000,2014,81
023216562000,2015,60
023216562000,2016,60
023216562000,2017,60
023216562000,2018,121
023216562000,2019,149
023216562000,2020,149
023216604000,2004,72
023216604000,2005,85
023216604000,2006,85
023216604000,2007,85
023216604000,2008,114
023216604000,2009,115
023216604000,2010,115
023216604000,2011,114
023216604000,2012,132
023216604000,2013,132
023216604000,2014,132
023216604000,2015,133
023216604000,2016,133
023216604000,2017,133
023216604000,2018,133
023216604000,2019,133
023216604000,2020,133
023216605000,2004,28
023216605000,2005,28
023216605000,2006,28
023216605000,2007,28
023216605000,2008,28
023216605000,2009,69
023216605000,2010,69
023216605000,2011,69
023216605000,2012,69
023216605000,2013,69
023216605000,2014,69
023216605000,2015,137
023216605000,2016,137
023216605000,2017,137
023216605000,2018,137
023216605000,2019,137
023216605000,2020,138
023216606000,2004,43
023216606000,2005,43
023216606000,2006,53
023216606000,2007,79
023216606000,2008,75
023216606000,2009,84
023216606000,2010,84
023216606000,2011,84
023216606000,2012,84
023216606000,2013,96
023216606000,2014,96
023216606000,2015,96
023216606000,2016,96
023216606000,2017,98
023216606000,2018,99
023216606000,2019,99
023216606000,2020,99
023216607000,2004,19
023216607000,2005,19
023216607000,2006,19
023216607000,2007,19
023216607000,2008,20
023216607000,2009,20
023216607000,2010,20
023216607000,2011,20
023216607000,2012,21
023216607000,2013,22
023216607000,2014,22
023216607000,2015,22
023216607000,2016,27
023216607000,2017,28
023216607000,2018,28
023216607000,2019,29
023216607000,2020,29
023216611000,2004,35
023216611000,2005,35
023216611000,2006,52
023216611000,2007,61
023216611000,2008,52
023216611000,2009,53
023216611000,2010,52
023216611000,2011,55
023216611000,2012,55
023216611000,2013,58
023216611000,2014,58
023216611000,2015,116
023216611000,2016,111
023216611000,2017,111
023216611000,2018,111
023216611000,2019,111
023216611000,2020,111
023216614000,2004,37
023216614000,2005,38
023216614000,2006,38
023216614000,2007,38
023216614000,2008,40
023216614000,2009,40
023216614000,2010,46
023216614000,2011,49
023216614000,2012,49
023216614000,2013,49
023216614000,2014,49
023216614000,2015,49
023216614000,2016,61
023216614000,2017,62
023216614000,2018,62
023216614000,2019,62
023216614000,2020,62
023216663000,2004,19
023216663000,2005,19
023216663000,2006,19
023216663000,2007,19
023216663000,2008,20
023216663000,2009,20
023216663000,2010,20
023216663000,2011,20
023216663000,2012,20
023216663000,2013,20
023216663000,2014,20
023216663000,2015,20
023216663000,2016,20
023216663000,2017,20
023216663000,2018,20
023216663000,2019,20
023216663000,2020,20
030210101000,2004,27
030210101000,2005,27
030210101000,2006,27
030210101000,2007,27
030210101000,2008,27
030210101000,2009,48
030210101000,2010,48
030210101000,2011,51
030210101000,2012,51
030210101000,2013,51
030210101000,2014,51
030210101000,2015,51
030210101000,2016,51
030210101000,2017,51
030210101000,2018,51
030210101000,2019,59
030210101000,2020,59
030210105000,2004,15
030210105000,2005,15
030210105000,2006,15
030210105000,2007,15
030210105000,2008,16
030210105000,2009,16
030210105000,2010,16
030210105000,2011,16
030210105000,2012,16
030210105000,2013,16
030210105000,2014,41
030210105000,2015,41
030210105000,2016,41
030210105000,2017,41
030210105000,2018,41
030210105000,2019,41
030210105000,2020,41
030210106000,2004,36
030210106000,2005,36
030210106000,2006,36
030210106000,2007,36
030210106000,2008,36
030210106000,2009,36
030210106000,2010,36
030210106000,2011,36
030210106000,2012,39
030210106000,2013,39
030210106000,2014,39
030210106000,2015,48
030210106000,2016,48
030210106000,2017,52
030210106000,2018,52
030210106000,2019,55
030210106000,2020,55
030210107000,2004,2
030210107000,2005,2
030210107000,2006,2
030210107000,2007,2
030210107000,2008,2
030210107000,2009,2
030210107000,2010,2
030210107000,2011,24
030210107000,2012,31
030210107000,2013,31
030210107000,2014,31
030210107000,2015,31
030210107000,2016,36
030210107000,2017,36
030210107000,2018,36
030210107000,2019,36
030210107000,2020,36
030210110000,2004,15
030210110000,2005,15
030210110000,2006,15
030210110000,2007,15
030210110000,2008,15
030210110000,2009,15
030210110000,2010,15
030210110000,2011,17
030210110000,2012,17
030210110000,2013,17
030210110000,2014,17
030210110000,2015,17
030210110000,2016,17
030210110000,2017,17
030210110000,2018,17
030210110000,2019,17
030210110000,2020,17
030210112000,2004,20
030210112000,2005,20
030210112000,2006,20
030210112000,2007,20
030210112000,2008,20
030210112000,2009,20
030210112000,2010,20
030210112000,2011,20
030210112000,2012,20
030210112000,2013,20
030210112000,2014,20
030210112000,2015,20
030210112000,2016,20
030210112000,2017,20
030210112000,2018,20
030210112000,2019,21
030210112000,2020,21
030210125000,2004,39
030210125000,2005,39
030210125000,2006,83
030210125000,2007,85
030210125000,2008,85
030210125000,2009,87
030210125000,2010,87
030210125000,2011,87
030210125000,2012,87
030210125000,2013,87
030210125000,2014,87
030210125000,2015,87
030210125000,2016,87
030210125000,2017,87
030210125000,2018,87
030210125000,2019,87
030210125000,2020,87
030210126000,2004,24
030210126000,2005,24
030210126000,2006,24
030210126000,2007,24
030210126000,2008,24
030210126000,2009,24
030210126000,2010,24
030210126000,2011,24
030210126000,2012,24
030210126000,2013,24
030210126000,2014,24
030210126000,2015,24
030210126000,2016,24
030210126000,2017,24
030210126000,2018,24
030210126000,2019,24
030210126000,2020,24
030210161000,2004,66
030210161000,2005,53
030210161000,2006,66
030210161000,2007,66
030210161000,2008,66
030210161000,2009,68
030210161000,2010,68
030210161000,2011,68
030210161000,2012,68
030210161000,2013,68
030210161000,2014,72
030210161000,2015,75
030210161000,2016,77
030210161000,2017,77
030210161000,2018,79
030210161000,2019,83
030210161000,2020,86
030210203000,2004,45
030210203000,2005,59
030210203000,2006,59
030210203000,2007,72
030210203000,2008,72
030210203000,2009,77
030210203000,2010,79
030210203000,2011,81
030210203000,2012,82
030210203000,2013,86
030210203000,2014,86
030210203000,2015,86
030210203000,2016,89
030210203000,2017,90
030210203000,2018,90
030210203000,2019,90
030210203000,2020,90
030210204000,2004,32
030210204000,2005,32
030210204000,2006,32
030210204000,2007,32
030210204000,2008,32
030210204000,2009,32
030210204000,2010,32
030210204000,2011,32
030210204000,2012,32
030210204000,2013,32
030210204000,2014,32
030210204000,2015,32
030210204000,2016,32
030210204000,2017,33
030210204000,2018,35
030210204000,2019,37
030210204000,2020,37
030210209000,2004,41
030210209000,2005,45
030210209000,2006,45
030210209000,2007,45
030210209000,2008,45
030210209000,2009,45
030210209000,2010,45
030210209000,2011,47
030210209000,2012,47
030210209000,2013,47
030210209000,2014,47
030210209000,2015,47
030210209000,2016,47
030210209000,2017,47
030210209000,2018,47
030210209000,2019,47
030210209000,2020,47
030210211000,2004,19
030210211000,2005,19
030210211000,2006,19
030210211000,2007,19
030210211000,2008,19
030210211000,2009,21
030210211000,2010,21
030210211000,2011,41
030210211000,2012,65
030210211000,2013,65
030210211000,2014,65
030210211000,2015,65
030210211000,2016,65
030210211000,2017,65
030210211000,2018,65
030210211000,2019,65
030210211000,2020,65
030210216000,2004,7
030210216000,2005,8
030210216000,2006,10
030210216000,2007,11
030210216000,2008,11
030210216000,2009,11
030210216000,2010,11
030210216000,2011,11
030210216000,2012,10
030210216000,2013,10
030210216000,2014,10
030210216000,2015,10
030210216000,2016,10
030210216000,2017,10
030210216000,2018,10
030210216000,2019,10
030210216000,2020,12
030210262000,2004,47
030210262000,2005,47
030210262000,2006,47
030210262000,2007,47
030210262000,2008,47
030210262000,2009,47
030210262000,2010,47
030210262000,2011,47
030210262000,2012,47
030210262000,2013,47
030210262000,2014,47
030210262000,2015,47
030210262000,2016,47
030210262000,2017,47
030210262000,2018,47
030210262000,2019,47
030210262000,2020,47
030210302000,2004,98
030210302000,2005,98
030210302000,2006,98
030210302000,2007,98
030210302000,2008,106
030210302000,2009,106
030210302000,2010,106
030210302000,2011,106
030210302000,2012,106
030210302000,2013,106
030210302000,2014,106
030210302000,2015,106
030210302000,2016,106
030210302000,2017,106
030210302000,2018,106
030210302000,2019,112
030210302000,2020,110
030210308000,2004,93
030210308000,2005,94
030210308000,2006,94
030210308000,2007,94
030210308000,2008,94
030210308000,2009,94
030210308000,2010,89
030210308000,2011,89
030210308000,2012,89
030210308000,2013,88
030210308000,2014,88
030210308000,2015,88
030210308000,2016,88
030210308000,2017,88
030210308000,2018,88
030210308000,2019,88
030210308000,2020,88
030210319000,2004,140
030210319000,2005,141
030210319000,2006,141
030210319000,2007,141
030210319000,2008,141
030210319000,2009,140
030210319000,2010,140
030210319000,2011,140
030210319000,2012,140
030210319000,2013,140
030210319000,2014,140
030210319000,2015,140
030210319000,2016,134
030210319000,2017,136
030210319000,2018,136
030210319000,2019,136
030210319000,2020,136
030210321000,2004,155
030210321000,2005,156
030210321000,2006,156
030210321000,2007,156
030210321000,2008,156
030210321000,2009,156
030210321000,2010,156
030210321000,2011,156
030210321000,2012,156
030210321000,2013,85
030210321000,2014,87
030210321000,2015,87
030210321000,2016,87
030210321000,2017,87
030210321000,2018,87
030210321000,2019,87
030210321000,2020,87
030210324000,2004,67
030210324000,2005,69
030210324000,2006,69
030210324000,2007,69
030210324000,2008,85
030210324000,2009,85
030210324000,2010,87
030210324000,2011,87
030210324000,2012,87
030210324000,2013,87
030210324000,2014,87
030210324000,2015,87
030210324000,2016,87
030210324000,2017,88
030210324000,2018,88
030210324000,2019,88
030210324000,2020,88
030210365000,2013,71
030210365000,2014,71
030210365000,2015,71
030210365000,2016,71
030210365000,2017,71
030210365000,2018,71
030210365000,2019,71
030210365000,2020,71
030210413000,2004,13
030210413000,2005,13
030210413000,2006,13
030210413000,2007,13
030210413000,2008,13
030210413000,2009,13
030210413000,2010,13
030210413000,2011,13
030210413000,2012,13
030210413000,2013,13
030210413000,2014,13
030210413000,2015,13
030210413000,2016,13
030210413000,2017,13
030210413000,2018,13
030210413000,2019,13
030210413000,2020,13
030210414000,2004,19
030210414000,2005,24
030210414000,2006,26
030210414000,2007,26
030210414000,2008,26
030210414000,2009,25
030210414000,2010,25
030210414000,2011,25
030210414000,2012,35
030210414000,2013,33
030210414000,2014,33
030210414000,2015,33
030210414000,2016,91
030210414000,2017,95
030210414000,2018,96
030210414000,2019,99
030210414000,2020,99
030210415000,2004,39
030210415000,2005,38
030210415000,2006,38
030210415000,2007,38
030210415000,2008,38
030210415000,2009,38
030210415000,2010,38
030210415000,2011,38
030210415000,2012,38
030210415000,2013,38
030210415000,2014,38
030210415000,2015,68
030210415000,2016,68
030210415000,2017,68
030210415000,2018,68
030210415000,2019,68
030210415000,2020,68
030210417000,2004,375
030210417000,2005,375
030210417000,2006,375
030210417000,2007,375
030210417000,2008,375
030210417000,2009,375
030210417000,2010,23
030210417000,2011,23
030210417000,2012,23
030210417000,2013,23
030210417000,2014,71
030210417000,2015,71
030210417000,2016,71
030210417000,2017,71
030210417000,2018,71
030210417000,2019,71
030210417000,2020,71
030210418000,2004,12
030210418000,2005,12
030210418000,2006,12
030210418000,2007,12
030210418000,2008,12
030210418000,2009,12
030210418000,2010,12
030210418000,2011,12
030210418000,2012,49
030210418000,2013,49
030210418000,2014,49
030210418000,2015,49
030210418000,2016,49
030210418000,2017,52
030210418000,2018,52
030210418000,2019,52
030210418000,2020,52
030210420000,2004,68
030210420000,2005,95
030210420000,2006,101
030210420000,2007,102
030210420000,2008,128
030210420000,2009,128
030210420000,2010,126
030210420000,2011,126
030210420000,2012,127
030210420000,2013,128
030210420000,2014,128
030210420000,2015,128
030210420000,2016,128
030210420000,2017,128
030210420000,2018,128
030210420000,2019,128
030210420000,2020,128
030210422000,2004,13
030210422000,2005,13
030210422000,2006,13
030210422000,2007,29
030210422000,2008,29
030210422000,2009,29
030210422000,2010,29
030210422000,2011,31
030210422000,2012,31
030210422000,2013,31
030210422000,2014,31
030210422000,2015,31
030210422000,2016,31
030210422000,2017,31
030210422000,2018,31
030210422000,2019,31
030210422000,2020,31
030210423000,2004,31
030210423000,2005,31
030210423000,2006,54
030210423000,2007,55
030210423000,2008,56
030210423000,2009,56
030210423000,2010,69
030210423000,2011,73
030210423000,2012,73
030210423000,2013,73
030210423000,2014,74
030210423000,2015,74
030210423000,2016,74
030210423000,2017,74
030210423000,2018,75
030210423000,2019,75
030210423000,2020,75
030210564000,2004,233
030210564000,2005,233
030210564000,2006,239
030210564000,2007,239
030210564000,2008,146
030210564000,2009,145
030210564000,2010,161
030210564000,2011,163
030210564000,2012,161
030210564000,2013,160
030210564000,2014,161
030210564000,2015,164
030210564000,2016,169
030210564000,2017,386
030210564000,2018,450
030210564000,2019,453
030210564000,2020,571
031613101000,2004,15
031613101000,2005,15
031613101000,2006,15
031613101000,2007,15
031613101000,2008,15
031613101000,2009,15
031613101000,2010,15
031613101000,2011,15
031613101000,2012,15
031613101000,2013,15
031613101000,2014,15
031613101000,2015,15
031613101000,2016,15
031613101000,2017,15
031613101000,2018,15
031613101000,2019,16
031613101000,2020,16
031613102000,2004,40
031613102000,2005,40
031613102000,2006,41
031613102000,2007,41
031613102000,2008,42
031613102000,2009,42
031613102000,2010,42
031613102000,2011,42
031613102000,2012,42
031613102000,2013,42
031613102000,2014,42
031613102000,2015,42
031613102000,2016,42
031613102000,2017,42
031613102000,2018,42
031613102000,2019,42
031613102000,2020,42
031613106000,2004,17
031613106000,2005,22
031613106000,2006,24
031613106000,2007,24
031613106000,2008,24
031613106000,2009,24
031613106000,2010,26
031613106000,2011,26
031613106000,2012,26
031613106000,2013,26
031613106000,2014,26
031613106000,2015,26
031613106000,2016,26
031613106000,2017,28
031613106000,2018,28
031613106000,2019,28
031613106000,2020,28
031613107000,2004,65
031613107000,2005,65
031613107000,2006,70
031613107000,2007,73
031613107000,2008,73
031613107000,2009,73
031613107000,2010,73
031613107000,2011,74
031613107000,2012,74
031613107000,2013,87
031613107000,2014,87
031613107000,2015,87
031613107000,2016,87
031613107000,2017,87
031613107000,2018,87
031613107000,2019,87
031613107000,2020,87
031613110000,2004,33
031613110000,2005,33
031613110000,2006,33
031613110000,2007,33
031613110000,2008,33
031613110000,2009,34
031613110000,2010,34
031613110000,2011,34
031613110000,2012,34
031613110000,2013,45
031613110000,2014,45
031613110000,2015,62
031613110000,2016,62
031613110000,2017,62
031613110000,2018,62
031613110000,2019,62
031613110000,2020,62
031613203000,2004,6
031613203000,2005,6
031613203000,2006,14
031613203000,2007,14
031613203000,2008,14
031613203000,2009,14
031613203000,2010,14
031613203000,2011,15
031613203000,2012,15
031613203000,2013,15
031613203000,2014,37
031613203000,2015,37
031613203000,2016,45
031613203000,2017,45
031613203000,2018,45
031613203000,2019,45
031613203000,2020,45
031613204000,2004,30
031613204000,2005,35
031613204000,2006,35
031613204000,2007,35
031613204000,2008,35
