ID_powiatu,year,p2497-przeciętne-miesięczne-wynagrodzenia-brutto-w-relacji-do-średniej-krajowej-polska100
020811303000,2017,83.2
020811303000,2018,84.1
020811303000,2019,82.3
020811303000,2020,82.7
020811305000,2002,90.7
020811305000,2003,90.2
020811305000,2004,87.9
020811305000,2005,82.5
020811305000,2006,81.3
020811305000,2007,79.0
020811305000,2008,80.3
020811305000,2009,82.5
020811305000,2010,83.8
020811305000,2011,84.6
020811305000,2012,83.7
020811305000,2013,84.7
020811305000,2014,86.3
020811305000,2015,85.2
020811305000,2016,85.9
020811305000,2017,82.1
020811305000,2018,83.0
020811305000,2019,82.6
020811305000,2020,81.1
020811306000,2002,81.0
020811306000,2003,81.3
020811306000,2004,83.2
020811306000,2005,82.9
020811306000,2006,83.9
020811306000,2007,82.1
020811306000,2008,82.1
020811306000,2009,80.4
020811306000,2010,84.2
020811306000,2011,83.6
020811306000,2012,83.7
020811306000,2013,84.1
020811306000,2014,85.2
020811306000,2015,85.6
020811306000,2016,86.0
020811306000,2017,84.3
020811306000,2018,85.3
020811306000,2019,83.5
020811306000,2020,82.6
020811307000,2002,73.6
020811307000,2003,71.3
020811307000,2004,71.9
020811307000,2005,70.4
020811307000,2006,69.7
020811307000,2007,68.2
020811307000,2008,67.5
020811307000,2009,69.9
020811307000,2010,70.3
020811307000,2011,72.3
020811307000,2012,72.5
020811307000,2013,70.7
020811307000,2014,73.1
020811307000,2015,72.7
020811307000,2016,73.7
020811307000,2017,76.6
020811307000,2018,79.2
020811307000,2019,77.0
020811307000,2020,77.7
020811361000,2002,89.7
020811361000,2003,88.5
020811361000,2004,88.6
020811361000,2005,88.3
020811361000,2006,88.0
020811361000,2007,87.0
020811361000,2008,87.5
020811361000,2009,88.1
020811361000,2010,87.8
020811361000,2011,85.3
020811361000,2012,85.4
020811361000,2013,85.4
020811361000,2014,85.7
020811361000,2015,85.1
020811361000,2016,85.5
020811361000,2017,86.9
020811361000,2018,87.4
020811361000,2019,86.8
020811361000,2020,86.7
020811402000,2002,83.6
020811402000,2003,80.7
020811402000,2004,80.2
020811402000,2005,80.7
020811402000,2006,82.4
020811402000,2007,83.4
020811402000,2008,82.6
020811402000,2009,82.2
020811402000,2010,81.5
020811402000,2011,83.5
020811402000,2012,84.4
020811402000,2013,83.4
020811402000,2014,83.7
020811402000,2015,84.4
020811402000,2016,89.4
020811402000,2017,88.3
020811402000,2018,88.0
020811402000,2019,84.2
020811402000,2020,86.3
020811404000,2002,75.9
020811404000,2003,75.8
020811404000,2004,75.3
020811404000,2005,75.3
020811404000,2006,73.7
020811404000,2007,74.2
020811404000,2008,75.4
020811404000,2009,80.5
020811404000,2010,81.6
020811404000,2011,82.1
020811404000,2012,82.5
020811404000,2013,83.9
020811404000,2014,84.2
020811404000,2015,84.5
020811404000,2016,85.3
020811404000,2017,86.4
020811404000,2018,86.3
020811404000,2019,87.2
020811404000,2020,83.7
020811408000,2002,72.3
020811408000,2003,75.0
020811408000,2004,75.8
020811408000,2005,78.1
020811408000,2006,76.5
020811408000,2007,77.7
020811408000,2008,77.8
020811408000,2009,76.0
020811408000,2010,76.9
020811408000,2011,78.8
020811408000,2012,78.3
020811408000,2013,80.1
020811408000,2014,82.6
020811408000,2015,83.2
020811408000,2016,86.5
020811408000,2017,87.6
020811408000,2018,87.6
020811408000,2019,88.1
020811408000,2020,84.4
020811409000,2002,83.0
020811409000,2003,84.1
020811409000,2004,85.2
020811409000,2005,86.6
020811409000,2006,84.9
020811409000,2007,86.4
020811409000,2008,85.4
020811409000,2009,83.4
020811409000,2010,84.3
020811409000,2011,84.8
020811409000,2012,90.1
020811409000,2013,85.6
020811409000,2014,85.1
020811409000,2015,89.1
020811409000,2016,88.8
020811409000,2017,89.8
020811409000,2018,89.6
020811409000,2019,89.9
020811409000,2020,91.2
020811410000,2002,77.6
020811410000,2003,75.7
020811410000,2004,75.3
020811410000,2005,74.7
020811410000,2006,73.1
020811410000,2007,74.4
020811410000,2008,73.4
020811410000,2009,73.2
020811410000,2010,74.5
020811410000,2011,75.0
020811410000,2012,77.2
020811410000,2013,77.4
020811410000,2014,78.1
020811410000,2015,78.3
020811410000,2016,79.9
020811410000,2017,79.2
020811410000,2018,79.5
020811410000,2019,80.2
020811410000,2020,81.2
020811411000,2002,85.4
020811411000,2003,85.8
020811411000,2004,86.0
020811411000,2005,87.2
020811411000,2006,87.8
020811411000,2007,88.2
020811411000,2008,87.4
020811411000,2009,88.3
020811411000,2010,89.8
020811411000,2011,90.4
020811411000,2012,92.0
020811411000,2013,90.3
020811411000,2014,89.8
020811411000,2015,89.4
020811411000,2016,91.5
020811411000,2017,89.8
020811411000,2018,91.6
020811411000,2019,92.0
020811411000,2020,91.4
020811412000,2002,73.3
020811412000,2003,72.1
020811412000,2004,71.4
020811412000,2005,72.1
020811412000,2006,72.3
020811412000,2007,74.6
020811412000,2008,76.6
020811412000,2009,76.4
020811412000,2010,76.4
020811412000,2011,77.9
020811412000,2012,79.7
020811412000,2013,77.5
020811412000,2014,78.2
020811412000,2015,77.9
020811412000,2016,78.3
020811412000,2017,78.5
020811412000,2018,80.0
020811412000,2019,81.7
020811412000,2020,80.9
020811462000,2002,97.4
020811462000,2003,98.8
020811462000,2004,98.3
020811462000,2005,98.5
020811462000,2006,98.1
020811462000,2007,96.5
020811462000,2008,92.1
020811462000,2009,92.3
020811462000,2010,91.4
020811462000,2011,89.6
020811462000,2012,89.5
020811462000,2013,86.7
020811462000,2014,89.4
020811462000,2015,89.9
020811462000,2016,91.4
020811462000,2017,92.2
020811462000,2018,91.4
020811462000,2019,94.4
020811462000,2020,94.4
023015706000,2002,71.4
023015706000,2003,70.7
023015706000,2004,69.1
023015706000,2005,69.3
023015706000,2006,70.0
023015706000,2007,69.3
023015706000,2008,68.3
023015706000,2009,68.9
023015706000,2010,69.3
023015706000,2011,70.3
023015706000,2012,69.3
023015706000,2013,70.4
023015706000,2014,70.0
023015706000,2015,69.8
023015706000,2016,71.5
023015706000,2017,73.8
023015706000,2018,74.7
023015706000,2019,75.2
023015706000,2020,75.9
023015707000,2002,73.9
023015707000,2003,74.1
023015707000,2004,72.3
023015707000,2005,71.9
023015707000,2006,72.4
023015707000,2007,71.5
023015707000,2008,74.6
023015707000,2009,75.2
023015707000,2010,74.6
023015707000,2011,73.5
023015707000,2012,72.7
023015707000,2013,72.9
023015707000,2014,75.1
023015707000,2015,73.1
023015707000,2016,73.3
023015707000,2017,74.1
023015707000,2018,74.6
023015707000,2019,76.6
023015707000,2020,76.0
023015708000,2002,60.6
023015708000,2003,62.1
023015708000,2004,59.6
023015708000,2005,58.6
023015708000,2006,60.1
023015708000,2007,61.5
023015708000,2008,63.1
023015708000,2009,60.9
023015708000,2010,61.3
023015708000,2011,61.4
023015708000,2012,62.7
023015708000,2013,63.4
023015708000,2014,63.5
023015708000,2015,61.9
023015708000,2016,62.0
023015708000,2017,65.4
023015708000,2018,65.8
023015708000,2019,68.3
023015708000,2020,70.1
023015712000,2002,74.7
023015712000,2003,74.7
023015712000,2004,73.1
023015712000,2005,72.8
023015712000,2006,74.1
023015712000,2007,75.8
023015712000,2008,75.5
023015712000,2009,71.4
023015712000,2010,72.8
023015712000,2011,72.7
023015712000,2012,72.9
023015712000,2013,72.4
023015712000,2014,71.2
023015712000,2015,70.6
023015712000,2016,74.6
023015712000,2017,76.8
023015712000,2018,77.0
023015712000,2019,70.8
023015712000,2020,72.8
023015717000,2002,77.5
023015717000,2003,77.3
023015717000,2004,77.9
023015717000,2005,77.6
023015717000,2006,79.1
023015717000,2007,80.4
023015717000,2008,79.5
023015717000,2009,78.9
023015717000,2010,80.9
023015717000,2011,79.9
023015717000,2012,80.2
023015717000,2013,79.6
023015717000,2014,80.2
023015717000,2015,80.9
023015717000,2016,83.4
023015717000,2017,83.1
023015717000,2018,84.4
023015717000,2019,83.0
023015717000,2020,82.2
023015718000,2002,79.6
023015718000,2003,78.8
023015718000,2004,76.0
023015718000,2005,74.5
023015718000,2006,76.0
023015718000,2007,77.6
023015718000,2008,77.0
023015718000,2009,77.7
023015718000,2010,78.6
023015718000,2011,79.3
023015718000,2012,80.4
023015718000,2013,78.2
023015718000,2014,79.8
023015718000,2015,80.4
023015718000,2016,81.8
023015718000,2017,82.0
023015718000,2018,80.8
023015718000,2019,81.0
023015718000,2020,81.3
023015720000,2002,72.9
023015720000,2003,70.5
023015720000,2004,71.6
023015720000,2005,70.2
023015720000,2006,71.0
023015720000,2007,71.3
023015720000,2008,73.7
023015720000,2009,71.7
023015720000,2010,74.0
023015720000,2011,75.1
023015720000,2012,77.0
023015720000,2013,79.4
023015720000,2014,79.7
023015720000,2015,79.7
023015720000,2016,79.2
023015720000,2017,80.0
023015720000,2018,80.0
023015720000,2019,81.4
023015720000,2020,81.0
023015761000,2002,90.9
023015761000,2003,90.6
023015761000,2004,89.8
023015761000,2005,85.3
023015761000,2006,84.3
023015761000,2007,84.4
023015761000,2008,84.3
023015761000,2009,83.8
023015761000,2010,83.1
023015761000,2011,83.6
023015761000,2012,84.1
023015761000,2013,84.2
023015761000,2014,84.8
023015761000,2015,85.1
023015761000,2016,85.0
023015761000,2017,85.9
023015761000,2018,85.3
023015761000,2019,85.5
023015761000,2020,85.4
023015803000,2002,80.4
023015803000,2003,81.5
023015803000,2004,78.6
023015803000,2005,79.4
023015803000,2006,79.2
023015803000,2007,79.7
023015803000,2008,79.1
023015803000,2009,78.6
023015803000,2010,79.1
023015803000,2011,79.3
023015803000,2012,80.3
023015803000,2013,81.1
023015803000,2014,81.3
023015803000,2015,81.6
023015803000,2016,82.2
023015803000,2017,83.4
023015803000,2018,83.1
023015803000,2019,82.3
023015803000,2020,84.3
023015809000,2002,94.6
023015809000,2003,96.6
023015809000,2004,97.7
023015809000,2005,96.9
023015809000,2006,95.9
023015809000,2007,91.0
023015809000,2008,89.2
023015809000,2009,90.3
023015809000,2010,91.8
023015809000,2011,93.4
023015809000,2012,89.5
023015809000,2013,92.4
023015809000,2014,90.5
023015809000,2015,89.0
023015809000,2016,88.8
023015809000,2017,89.1
023015809000,2018,86.5
023015809000,2019,86.7
023015809000,2020,88.6
023015810000,2002,112.2
023015810000,2003,108.0
023015810000,2004,106.5
023015810000,2005,103.0
023015810000,2006,98.9
023015810000,2007,94.0
023015810000,2008,88.9
023015810000,2009,88.7
023015810000,2010,89.1
023015810000,2011,87.7
023015810000,2012,86.0
023015810000,2013,85.0
023015810000,2014,83.1
023015810000,2015,80.0
023015810000,2016,77.7
023015810000,2017,76.0
023015810000,2018,74.6
023015810000,2019,73.2
023015810000,2020,75.8
023015823000,2002,76.2
023015823000,2003,76.0
023015823000,2004,75.8
023015823000,2005,75.9
023015823000,2006,76.6
023015823000,2007,75.6
023015823000,2008,75.9
023015823000,2009,76.4
023015823000,2010,77.2
023015823000,2011,76.8
023015823000,2012,77.1
023015823000,2013,76.1
023015823000,2014,77.3
023015823000,2015,76.4
023015823000,2016,77.3
023015823000,2017,78.7
023015823000,2018,79.9
023015823000,2019,80.4
023015823000,2020,84.9
023015827000,2002,86.4
023015827000,2003,87.9
023015827000,2004,85.1
023015827000,2005,82.5
023015827000,2006,81.4
023015827000,2007,79.9
023015827000,2008,78.5
023015827000,2009,80.5
023015827000,2010,80.6
023015827000,2011,81.6
023015827000,2012,79.5
023015827000,2013,76.3
023015827000,2014,75.5
023015827000,2015,72.3
023015827000,2016,73.8
023015827000,2017,74.9
023015827000,2018,74.0
023015827000,2019,74.5
023015827000,2020,77.2
023015830000,2002,74.2
023015830000,2003,74.4
023015830000,2004,75.7
023015830000,2005,74.3
023015830000,2006,74.8
023015830000,2007,77.0
023015830000,2008,77.8
023015830000,2009,76.7
023015830000,2010,77.3
023015830000,2011,77.7
023015830000,2012,78.3
023015830000,2013,79.5
023015830000,2014,81.5
023015830000,2015,82.1
023015830000,2016,84.1
023015830000,2017,86.8
023015830000,2018,87.8
023015830000,2019,87.5
023015830000,2020,86.5
023015862000,2002,104.7
023015862000,2003,103.1
023015862000,2004,98.2
023015862000,2005,95.9
023015862000,2006,96.3
023015862000,2007,94.8
023015862000,2008,92.6
023015862000,2009,92.7
023015862000,2010,93.9
023015862000,2011,93.7
023015862000,2012,93.0
023015862000,2013,91.5
023015862000,2014,91.2
023015862000,2015,91.3
023015862000,2016,88.2
023015862000,2017,86.8
023015862000,2018,87.2
023015862000,2019,87.1
023015862000,2020,88.0
023015904000,2002,81.1
023015904000,2003,83.3
023015904000,2004,81.6
023015904000,2005,76.9
023015904000,2006,79.2
023015904000,2007,80.1
023015904000,2008,80.9
023015904000,2009,82.4
023015904000,2010,83.1
023015904000,2011,82.9
023015904000,2012,83.5
023015904000,2013,83.5
023015904000,2014,82.0
023015904000,2015,82.3
023015904000,2016,82.9
023015904000,2017,83.0
023015904000,2018,83.0
023015904000,2019,83.3
023015904000,2020,85.1
023015905000,2002,76.4
023015905000,2003,76.2
023015905000,2004,74.4
023015905000,2005,72.5
023015905000,2006,70.4
023015905000,2007,69.5
023015905000,2008,69.4
023015905000,2009,72.5
023015905000,2010,72.8
023015905000,2011,72.8
023015905000,2012,75.3
023015905000,2013,76.0
023015905000,2014,74.3
023015905000,2015,70.6
023015905000,2016,70.1
023015905000,2017,73.2
023015905000,2018,76.3
023015905000,2019,77.5
023015905000,2020,80.3
023015911000,2002,79.4
023015911000,2003,78.5
023015911000,2004,77.4
023015911000,2005,75.5
023015911000,2006,76.8
023015911000,2007,78.7
023015911000,2008,80.1
023015911000,2009,79.3
023015911000,2010,80.0
023015911000,2011,78.8
023015911000,2012,78.9
023015911000,2013,81.2
023015911000,2014,81.3
023015911000,2015,81.9
023015911000,2016,81.4
023015911000,2017,82.1
023015911000,2018,84.5
023015911000,2019,84.6
023015911000,2020,83.0
023015913000,2002,82.6
023015913000,2003,89.5
023015913000,2004,86.1
023015913000,2005,85.9
023015913000,2006,87.2
023015913000,2007,89.0
023015913000,2008,87.0
023015913000,2009,86.1
023015913000,2010,87.5
023015913000,2011,88.1
023015913000,2012,92.1
023015913000,2013,91.1
023015913000,2014,91.9
023015913000,2015,91.9
023015913000,2016,91.5
023015913000,2017,93.1
023015913000,2018,89.0
023015913000,2019,88.4
023015913000,2020,89.7
023015914000,2002,74.8
023015914000,2003,73.7
023015914000,2004,75.6
023015914000,2005,71.6
023015914000,2006,72.8
023015914000,2007,75.1
023015914000,2008,73.9
023015914000,2009,78.2
023015914000,2010,76.9
023015914000,2011,77.0
023015914000,2012,75.8
023015914000,2013,77.3
023015914000,2014,79.2
023015914000,2015,77.3
023015914000,2016,79.4
023015914000,2017,80.0
023015914000,2018,80.3
023015914000,2019,79.1
023015914000,2020,81.8
023015915000,2002,80.2
023015915000,2003,80.1
023015915000,2004,79.3
023015915000,2005,79.2
023015915000,2006,81.2
023015915000,2007,83.7
023015915000,2008,81.8
023015915000,2009,82.7
023015915000,2010,83.9
023015915000,2011,83.8
023015915000,2012,84.6
023015915000,2013,84.7
023015915000,2014,86.6
023015915000,2015,85.5
023015915000,2016,87.8
023015915000,2017,88.1
023015915000,2018,89.3
023015915000,2019,85.6
023015915000,2020,87.0
023015922000,2002,67.5
023015922000,2003,68.3
023015922000,2004,67.5
023015922000,2005,65.2
023015922000,2006,65.9
023015922000,2007,66.2
023015922000,2008,68.2
023015922000,2009,69.0
023015922000,2010,70.6
023015922000,2011,71.0
023015922000,2012,72.5
023015922000,2013,73.0
023015922000,2014,72.9
023015922000,2015,73.4
023015922000,2016,74.2
023015922000,2017,76.0
023015922000,2018,77.3
023015922000,2019,76.7
023015922000,2020,78.9
023015929000,2002,68.4
023015929000,2003,70.1
023015929000,2004,72.7
023015929000,2005,71.4
023015929000,2006,72.3
023015929000,2007,76.1
023015929000,2008,73.7
023015929000,2009,72.2
023015929000,2010,72.5
023015929000,2011,71.6
023015929000,2012,72.3
023015929000,2013,72.5
023015929000,2014,75.3
023015929000,2015,76.9
023015929000,2016,77.3
023015929000,2017,77.7
023015929000,2018,79.8
023015929000,2019,79.6
023015929000,2020,81.3
023015963000,2002,88.0
023015963000,2003,85.0
023015963000,2004,84.1
023015963000,2005,81.7
023015963000,2006,79.5
023015963000,2007,79.4
023015963000,2008,78.8
023015963000,2009,78.2
023015963000,2010,78.3
023015963000,2011,79.8
023015963000,2012,79.5
023015963000,2013,83.2
023015963000,2014,84.0
023015963000,2015,82.6
023015963000,2016,79.4
023015963000,2017,82.7
023015963000,2018,84.5
023015963000,2019,82.4
023015963000,2020,87.3
023016001000,2002,73.6
023016001000,2003,73.2
023016001000,2004,73.7
023016001000,2005,73.7
023016001000,2006,75.7
023016001000,2007,80.1
023016001000,2008,79.9
023016001000,2009,79.7
023016001000,2010,79.9
023016001000,2011,78.9
023016001000,2012,80.7
023016001000,2013,83.2
023016001000,2014,82.5
023016001000,2015,84.0
023016001000,2016,82.3
023016001000,2017,82.0
023016001000,2018,84.4
023016001000,2019,84.0
023016001000,2020,82.4
023016002000,2002,80.4
023016002000,2003,81.3
023016002000,2004,80.7
023016002000,2005,79.6
023016002000,2006,81.2
023016002000,2007,81.7
023016002000,2008,83.0
023016002000,2009,82.7
023016002000,2010,82.9
023016002000,2011,83.0
023016002000,2012,84.1
023016002000,2013,83.2
023016002000,2014,85.2
023016002000,2015,84.5
023016002000,2016,86.2
023016002000,2017,87.6
023016002000,2018,88.9
023016002000,2019,87.5
023016002000,2020,88.2
023016019000,2002,87.6
023016019000,2003,86.2
023016019000,2004,86.4
023016019000,2005,87.2
023016019000,2006,87.4
023016019000,2007,89.6
023016019000,2008,87.6
023016019000,2009,86.7
023016019000,2010,89.1
023016019000,2011,87.9
023016019000,2012,87.2
023016019000,2013,91.3
023016019000,2014,90.8
023016019000,2015,86.0
023016019000,2016,87.9
023016019000,2017,88.5
023016019000,2018,90.7
023016019000,2019,89.3
023016019000,2020,89.2
023016028000,2002,77.2
023016028000,2003,77.2
023016028000,2004,77.5
023016028000,2005,74.8
023016028000,2006,74.6
023016028000,2007,74.8
023016028000,2008,76.1
023016028000,2009,76.6
023016028000,2010,78.0
023016028000,2011,79.9
023016028000,2012,82.4
023016028000,2013,79.3
023016028000,2014,78.3
023016028000,2015,80.6
023016028000,2016,81.3
023016028000,2017,81.3
023016028000,2018,80.9
023016028000,2019,80.6
023016028000,2020,81.3
023016031000,2002,73.4
023016031000,2003,71.5
023016031000,2004,72.4
023016031000,2005,71.7
023016031000,2006,74.0
023016031000,2007,76.5
023016031000,2008,77.5
023016031000,2009,78.7
023016031000,2010,77.9
023016031000,2011,76.9
023016031000,2012,78.1
023016031000,2013,76.6
023016031000,2014,75.4
023016031000,2015,75.0
023016031000,2016,75.1
023016031000,2017,75.0
023016031000,2018,73.5
023016031000,2019,73.8
023016031000,2020,73.2
023016116000,2002,83.0
023016116000,2003,84.9
023016116000,2004,86.6
023016116000,2005,82.3
023016116000,2006,81.8
023016116000,2007,81.9
023016116000,2008,78.4
023016116000,2009,80.8
023016116000,2010,84.2
023016116000,2011,83.6
023016116000,2012,85.4
023016116000,2013,82.9
023016116000,2014,89.8
023016116000,2015,87.2
023016116000,2016,90.1
023016116000,2017,90.6
023016116000,2018,88.1
023016116000,2019,86.5
023016116000,2020,87.9
023016121000,2002,91.0
023016121000,2003,93.8
023016121000,2004,92.3
023016121000,2005,89.6
023016121000,2006,89.6
023016121000,2007,90.6
023016121000,2008,91.9
023016121000,2009,87.8
023016121000,2010,92.1
023016121000,2011,91.4
023016121000,2012,90.9
023016121000,2013,90.6
023016121000,2014,87.9
023016121000,2015,88.6
023016121000,2016,89.9
023016121000,2017,88.8
023016121000,2018,87.7
023016121000,2019,89.2
023016121000,2020,86.5
023016124000,2002,90.7
023016124000,2003,89.5
023016124000,2004,89.8
023016124000,2005,89.9
023016124000,2006,88.6
023016124000,2007,88.9
023016124000,2008,88.3
023016124000,2009,86.9
023016124000,2010,88.4
023016124000,2011,90.2
023016124000,2012,95.3
023016124000,2013,98.6
023016124000,2014,95.3
023016124000,2015,95.8
023016124000,2016,97.8
023016124000,2017,99.0
023016124000,2018,96.8
023016124000,2019,96.5
023016124000,2020,95.5
023016125000,2002,85.7
023016125000,2003,86.2
023016125000,2004,88.1
023016125000,2005,86.2
023016125000,2006,86.5
023016125000,2007,88.9
023016125000,2008,88.4
023016125000,2009,88.5
023016125000,2010,88.9
023016125000,2011,88.2
023016125000,2012,86.5
023016125000,2013,85.4
023016125000,2014,86.6
023016125000,2015,87.4
023016125000,2016,88.2
023016125000,2017,90.6
023016125000,2018,91.8
023016125000,2019,91.1
023016125000,2020,90.6
023016126000,2002,81.3
023016126000,2003,83.0
023016126000,2004,78.7
023016126000,2005,77.8
023016126000,2006,77.0
023016126000,2007,77.3
023016126000,2008,79.2
023016126000,2009,79.4
023016126000,2010,80.3
023016126000,2011,79.8
023016126000,2012,80.1
023016126000,2013,78.9
023016126000,2014,77.6
023016126000,2015,78.3
023016126000,2016,79.5
023016126000,2017,80.4
023016126000,2018,79.9
023016126000,2019,80.2
023016126000,2020,81.1
023016264000,2002,106.9
023016264000,2003,108.2
023016264000,2004,108.6
023016264000,2005,109.1
023016264000,2006,109.6
023016264000,2007,110.1
023016264000,2008,111.4
023016264000,2009,110.7
023016264000,2010,111.0
023016264000,2011,110.0
023016264000,2012,110.0
023016264000,2013,109.8
023016264000,2014,108.8
023016264000,2015,109.6
023016264000,2016,111.2
023016264000,2017,111.8
023016264000,2018,110.8
023016264000,2019,110.3
023016264000,2020,110.5
023216301000,2002,78.1
023216301000,2003,77.4
023216301000,2004,77.7
023216301000,2005,77.0
023216301000,2006,76.9
023216301000,2007,76.6
023216301000,2008,79.8
023216301000,2009,78.3
023216301000,2010,79.6
023216301000,2011,81.1
023216301000,2012,82.5
023216301000,2013,82.1
023216301000,2014,83.4
023216301000,2015,81.8
023216301000,2016,84.1
023216301000,2017,83.0
023216301000,2018,84.7
023216301000,2019,82.7
023216301000,2020,84.6
023216308000,2002,79.7
023216308000,2003,81.5
023216308000,2004,81.5
023216308000,2005,82.0
023216308000,2006,81.7
023216308000,2007,81.5
023216308000,2008,83.9
023216308000,2009,82.7
023216308000,2010,82.8
023216308000,2011,81.4
023216308000,2012,83.6
023216308000,2013,82.5
023216308000,2014,82.7
023216308000,2015,81.7
023216308000,2016,81.7
023216308000,2017,82.8
023216308000,2018,82.5
023216308000,2019,83.6
023216308000,2020,82.8
023216309000,2002,81.4
023216309000,2003,81.9
023216309000,2004,81.4
023216309000,2005,81.3
023216309000,2006,80.2
023216309000,2007,80.1
023216309000,2008,79.3
023216309000,2009,78.8
023216309000,2010,80.5
023216309000,2011,82.7
023216309000,2012,83.3
023216309000,2013,82.5
023216309000,2014,82.7
023216309000,2015,82.6
023216309000,2016,82.9
023216309000,2017,81.2
023216309000,2018,81.1
023216309000,2019,81.1
023216309000,2020,83.6
023216313000,2002,75.9
023216313000,2003,75.0
023216313000,2004,73.0
023216313000,2005,70.8
023216313000,2006,70.4
023216313000,2007,74.1
023216313000,2008,76.0
023216313000,2009,76.1
023216313000,2010,76.6
023216313000,2011,77.1
023216313000,2012,77.6
023216313000,2013,76.3
023216313000,2014,76.4
023216313000,2015,75.2
023216313000,2016,75.8
023216313000,2017,76.7
023216313000,2018,78.0
023216313000,2019,77.4
023216313000,2020,78.8
023216361000,2002,92.8
023216361000,2003,90.9
023216361000,2004,90.0
023216361000,2005,88.5
023216361000,2006,89.2
023216361000,2007,88.4
023216361000,2008,87.8
023216361000,2009,88.4
023216361000,2010,89.4
023216361000,2011,87.8
023216361000,2012,88.8
023216361000,2013,90.1
023216361000,2014,89.1
023216361000,2015,87.8
023216361000,2016,89.0
023216361000,2017,88.3
023216361000,2018,86.5
023216361000,2019,89.3
023216361000,2020,90.0
023216402000,2002,77.2
023216402000,2003,76.4
023216402000,2004,77.8
023216402000,2005,76.3
023216402000,2006,76.9
023216402000,2007,77.8
023216402000,2008,77.5
023216402000,2009,80.7
023216402000,2010,81.9
023216402000,2011,82.4
023216402000,2012,84.2
023216402000,2013,81.6
023216402000,2014,82.6
023216402000,2015,81.8
023216402000,2016,81.9
023216402000,2017,83.4
023216402000,2018,81.7
023216402000,2019,80.3
023216402000,2020,83.3
023216403000,2002,79.2
023216403000,2003,77.9
023216403000,2004,80.4
023216403000,2005,79.4
023216403000,2006,73.9
023216403000,2007,75.3
023216403000,2008,76.5
023216403000,2009,74.7
023216403000,2010,75.4
023216403000,2011,75.0
023216403000,2012,75.5
023216403000,2013,75.0
023216403000,2014,74.9
023216403000,2015,73.9
023216403000,2016,74.5
023216403000,2017,75.1
023216403000,2018,77.6
023216403000,2019,76.9
023216403000,2020,80.0
023216410000,2002,76.6
023216410000,2003,77.6
023216410000,2004,78.2
023216410000,2005,79.7
023216410000,2006,76.5
023216410000,2007,77.0
023216410000,2008,77.7
023216410000,2009,77.4
023216410000,2010,78.0
023216410000,2011,81.2
023216410000,2012,83.9
023216410000,2013,85.5
023216410000,2014,83.5
023216410000,2015,81.5
023216410000,2016,82.6
023216410000,2017,84.1
023216410000,2018,81.8
023216410000,2019,81.2
023216410000,2020,81.5
023216412000,2002,81.9
023216412000,2003,81.9
023216412000,2004,79.5
023216412000,2005,76.5
023216412000,2006,76.4
023216412000,2007,73.7
023216412000,2008,75.3
023216412000,2009,78.7
023216412000,2010,77.1
023216412000,2011,75.5
023216412000,2012,73.9
023216412000,2013,76.5
023216412000,2014,77.2
023216412000,2015,76.8
023216412000,2016,79.9
023216412000,2017,79.8
023216412000,2018,81.2
023216412000,2019,79.8
023216412000,2020,80.2
023216415000,2002,90.5
023216415000,2003,87.9
023216415000,2004,89.9
023216415000,2005,87.3
023216415000,2006,88.9
023216415000,2007,89.6
023216415000,2008,83.2
023216415000,2009,83.4
023216415000,2010,84.3
023216415000,2011,85.7
023216415000,2012,86.7
023216415000,2013,86.5
023216415000,2014,87.8
023216415000,2015,86.1
023216415000,2016,86.4
023216415000,2017,85.7
023216415000,2018,86.6
023216415000,2019,85.9
023216415000,2020,87.4
023216416000,2002,71.9
023216416000,2003,71.7
023216416000,2004,73.4
023216416000,2005,75.2
023216416000,2006,72.9
023216416000,2007,72.4
023216416000,2008,71.6
023216416000,2009,72.9
023216416000,2010,72.3
023216416000,2011,76.5
023216416000,2012,77.3
023216416000,2013,75.2
023216416000,2014,75.8
023216416000,2015,76.2
023216416000,2016,75.1
023216416000,2017,76.7
023216416000,2018,76.6
023216416000,2019,76.9
023216416000,2020,78.6
023216417000,2002,76.4
023216417000,2003,78.4
023216417000,2004,80.7
023216417000,2005,80.5
023216417000,2006,80.8
023216417000,2007,83.2
023216417000,2008,80.4
023216417000,2009,80.8
023216417000,2010,82.3
023216417000,2011,82.2
023216417000,2012,82.6
023216417000,2013,83.3
023216417000,2014,83.3
023216417000,2015,83.0
023216417000,2016,82.9
023216417000,2017,83.1
023216417000,2018,83.7
023216417000,2019,84.2
023216417000,2020,84.7
023216418000,2002,75.8
023216418000,2003,74.9
023216418000,2004,75.6
023216418000,2005,77.1
023216418000,2006,75.6
023216418000,2007,74.1
023216418000,2008,74.7
023216418000,2009,75.4
023216418000,2010,76.9
023216418000,2011,78.4
023216418000,2012,82.3
023216418000,2013,80.5
023216418000,2014,82.2
023216418000,2015,82.4
023216418000,2016,83.8
023216418000,2017,80.9
023216418000,2018,84.5
023216418000,2019,83.4
023216418000,2020,85.3
023216562000,2002,101.9
023216562000,2003,102.2
023216562000,2004,102.8
023216562000,2005,104.9
023216562000,2006,103.7
023216562000,2007,103.8
023216562000,2008,104.2
023216562000,2009,104.7
023216562000,2010,104.4
023216562000,2011,103.8
023216562000,2012,103.7
023216562000,2013,103.9
023216562000,2014,104.3
023216562000,2015,105.6
023216562000,2016,105.8
023216562000,2017,104.5
023216562000,2018,103.6
