ID_powiatu,year,p2670-ogółem
011212161000,2019,2.1
011212161000,2020,3.4
011212205000,2003,18.6
011212205000,2004,17.2
011212205000,2005,15.9
011212205000,2006,14.6
011212205000,2007,10.7
011212205000,2008,8.5
011212205000,2009,9.8
011212205000,2010,9.4
011212205000,2011,8.6
011212205000,2012,9.1
011212205000,2013,10.1
011212205000,2014,8.4
011212205000,2015,7.6
011212205000,2016,5.6
011212205000,2017,4.2
011212205000,2018,3.7
011212205000,2019,3.2
011212205000,2020,4.3
011212207000,2003,16.8
011212207000,2004,16.1
011212207000,2005,14.3
011212207000,2006,12.1
011212207000,2007,10.2
011212207000,2008,9.6
011212207000,2009,11.9
011212207000,2010,12.4
011212207000,2011,13.1
011212207000,2012,13.3
011212207000,2013,13.4
011212207000,2014,11.1
011212207000,2015,9.5
011212207000,2016,6.8
011212207000,2017,5.7
011212207000,2018,5.2
011212207000,2019,4.8
011212207000,2020,5.5
011212210000,2003,17.7
011212210000,2004,16.9
011212210000,2005,14.5
011212210000,2006,11.5
011212210000,2007,9.4
011212210000,2008,7.1
011212210000,2009,9.0
011212210000,2010,9.9
011212210000,2011,9.9
011212210000,2012,10.3
011212210000,2013,10.1
011212210000,2014,8.3
011212210000,2015,7.6
011212210000,2016,5.7
011212210000,2017,4.8
011212210000,2018,4.6
011212210000,2019,4.5
011212210000,2020,5.4
011212262000,2003,14.1
011212262000,2004,13.7
011212262000,2005,12.4
011212262000,2006,10.5
011212262000,2007,7.5
011212262000,2008,6.7
011212262000,2009,8.1
011212262000,2010,8.1
011212262000,2011,8.3
011212262000,2012,9.2
011212262000,2013,9.1
011212262000,2014,7.6
011212262000,2015,6.7
011212262000,2016,5.6
011212262000,2017,3.8
011212262000,2018,3.0
011212262000,2019,2.5
011212262000,2020,3.8
011212303000,2003,12.4
011212303000,2004,11.7
011212303000,2005,10.6
011212303000,2006,8.1
011212303000,2007,6.5
011212303000,2008,5.1
011212303000,2009,6.4
011212303000,2010,7.1
011212303000,2011,6.8
011212303000,2012,8.1
011212303000,2013,8.6
011212303000,2014,7.1
011212303000,2015,6.1
011212303000,2016,5.5
011212303000,2017,4.6
011212303000,2018,4.3
011212303000,2019,3.6
011212303000,2020,4.5
011212312000,2003,13.5
011212312000,2004,11.9
011212312000,2005,10.9
011212312000,2006,9.6
011212312000,2007,7.8
011212312000,2008,6.7
011212312000,2009,8.6
011212312000,2010,8.9
011212312000,2011,9.5
011212312000,2012,10.3
011212312000,2013,9.9
011212312000,2014,9.0
011212312000,2015,8.1
011212312000,2016,5.9
011212312000,2017,5.6
011212312000,2018,5.1
011212312000,2019,5.0
011212312000,2020,5.4
011212313000,2003,11.4
011212313000,2004,10.4
011212313000,2005,9.6
011212313000,2006,7.9
011212313000,2007,5.7
011212313000,2008,4.8
011212313000,2009,5.8
011212313000,2010,6.6
011212313000,2011,6.7
011212313000,2012,7.2
011212313000,2013,7.3
011212313000,2014,5.9
011212313000,2015,4.9
011212313000,2016,4.1
011212313000,2017,3.3
011212313000,2018,3.1
011212313000,2019,2.9
011212313000,2020,3.9
011212318000,2003,10.9
011212318000,2004,9.5
011212318000,2005,9.3
011212318000,2006,7.7
011212318000,2007,5.3
011212318000,2008,4.8
011212318000,2009,6.7
011212318000,2010,6.9
011212318000,2011,7.1
011212318000,2012,7.8
011212318000,2013,7.7
011212318000,2014,6.4
011212318000,2015,5.1
011212318000,2016,3.6
011212318000,2017,3.4
011212318000,2018,3.2
011212318000,2019,3.0
011212318000,2020,4.3
011212402000,2003,12.3
011212402000,2004,10.8
011212402000,2005,10.0
011212402000,2006,8.2
011212402000,2007,6.9
011212402000,2008,6.1
011212402000,2009,7.5
011212402000,2010,7.1
011212402000,2011,7.2
011212402000,2012,7.6
011212402000,2013,8.3
011212402000,2014,6.9
011212402000,2015,6.3
011212402000,2016,4.9
011212402000,2017,4.0
011212402000,2018,3.3
011212402000,2019,2.9
011212402000,2020,3.4
011212404000,2003,15.7
011212404000,2004,14.6
011212404000,2005,13.8
011212404000,2006,12.6
011212404000,2007,11.3
011212404000,2008,10.6
011212404000,2009,12.5
011212404000,2010,12.3
011212404000,2011,12.8
011212404000,2012,12.9
011212404000,2013,13.2
011212404000,2014,10.7
011212404000,2015,10.1
011212404000,2016,8.5
011212404000,2017,7.4
011212404000,2018,6.7
011212404000,2019,6.3
011212404000,2020,7.0
011212416000,2003,11.5
011212416000,2004,10.6
011212416000,2005,9.9
011212416000,2006,7.6
011212416000,2007,5.9
011212416000,2008,5.4
011212416000,2009,7.1
011212416000,2010,7.5
011212416000,2011,7.6
011212416000,2012,8.5
011212416000,2013,8.7
011212416000,2014,7.6
011212416000,2015,6.4
011212416000,2016,5.3
011212416000,2017,4.4
011212416000,2018,4.0
011212416000,2019,3.2
011212416000,2020,4.0
011212463000,2003,9.4
011212463000,2004,9.0
011212463000,2005,8.5
011212463000,2006,6.5
011212463000,2007,4.9
011212463000,2008,5.4
011212463000,2009,7.0
011212463000,2010,7.3
011212463000,2011,7.3
011212463000,2012,8.5
011212463000,2013,8.4
011212463000,2014,7.7
011212463000,2015,6.7
011212463000,2016,6.0
011212463000,2017,5.1
011212463000,2018,4.5
011212463000,2019,3.7
011212463000,2020,4.7
011216911000,2003,9.1
011216911000,2004,8.0
011216911000,2005,7.6
011216911000,2006,5.9
011216911000,2007,5.0
011216911000,2008,4.8
011216911000,2009,5.7
011216911000,2010,6.8
011216911000,2011,6.7
011216911000,2012,7.7
011216911000,2013,8.3
011216911000,2014,7.3
011216911000,2015,5.9
011216911000,2016,5.3
011216911000,2017,4.0
011216911000,2018,3.4
011216911000,2019,3.1
011216911000,2020,4.3
011216915000,2003,10.3
011216915000,2004,9.6
011216915000,2005,7.4
011216915000,2006,5.4
011216915000,2007,4.9
011216915000,2008,4.3
011216915000,2009,5.9
011216915000,2010,6.3
011216915000,2011,6.4
011216915000,2012,7.4
011216915000,2013,7.7
011216915000,2014,6.1
011216915000,2015,5.0
011216915000,2016,3.4
011216915000,2017,3.0
011216915000,2018,3.0
011216915000,2019,3.1
011216915000,2020,4.1
011216917000,2003,9.0
011216917000,2004,8.6
011216917000,2005,8.2
011216917000,2006,7.0
011216917000,2007,4.9
011216917000,2008,4.6
011216917000,2009,5.8
011216917000,2010,6.6
011216917000,2011,7.5
011216917000,2012,8.5
011216917000,2013,9.2
011216917000,2014,8.7
011216917000,2015,8.7
011216917000,2016,7.9
011216917000,2017,7.3
011216917000,2018,6.7
011216917000,2019,5.7
011216917000,2020,5.9
012414402000,2003,8.2
012414402000,2004,7.6
012414402000,2005,6.9
012414402000,2006,5.4
012414402000,2007,3.7
012414402000,2008,3.5
012414402000,2009,4.7
012414402000,2010,4.7
012414402000,2011,5.2
012414402000,2012,5.9
012414402000,2013,5.7
012414402000,2014,4.7
012414402000,2015,4.0
012414402000,2016,3.0
012414402000,2017,2.3
012414402000,2018,1.9
012414402000,2019,1.7
012414402000,2020,2.7
012414403000,2003,9.4
012414403000,2004,9.2
012414403000,2005,8.2
012414403000,2006,6.9
012414403000,2007,5.1
012414403000,2008,4.1
012414403000,2009,5.4
012414403000,2010,6.0
012414403000,2011,6.3
012414403000,2012,6.7
012414403000,2013,6.9
012414403000,2014,5.9
012414403000,2015,4.6
012414403000,2016,4.0
012414403000,2017,3.5
012414403000,2018,3.1
012414403000,2019,2.9
012414403000,2020,3.7
012414417000,2003,9.1
012414417000,2004,9.2
012414417000,2005,8.5
012414417000,2006,6.2
012414417000,2007,4.2
012414417000,2008,4.6
012414417000,2009,7.1
012414417000,2010,7.5
012414417000,2011,7.7
012414417000,2012,9.0
012414417000,2013,8.6
012414417000,2014,7.0
012414417000,2015,5.7
012414417000,2016,4.7
012414417000,2017,3.9
012414417000,2018,3.9
012414417000,2019,3.5
012414417000,2020,4.3
012414461000,2003,7.9
012414461000,2004,7.5
012414461000,2005,7.0
012414461000,2006,5.6
012414461000,2007,4.2
012414461000,2008,3.9
012414461000,2009,4.8
012414461000,2010,5.1
012414461000,2011,5.4
012414461000,2012,6.0
012414461000,2013,5.8
012414461000,2014,4.9
012414461000,2015,4.3
012414461000,2016,3.2
012414461000,2017,2.5
012414461000,2018,2.1
012414461000,2019,1.9
012414461000,2020,3.0
012414507000,2003,8.2
012414507000,2004,7.5
012414507000,2005,7.5
012414507000,2006,6.0
012414507000,2007,4.9
012414507000,2008,4.4
012414507000,2009,5.8
012414507000,2010,6.7
012414507000,2011,6.9
012414507000,2012,7.1
012414507000,2013,7.3
012414507000,2014,6.1
012414507000,2015,5.2
012414507000,2016,4.7
012414507000,2017,3.8
012414507000,2018,3.5
012414507000,2019,3.1
012414507000,2020,3.6
012414513000,2003,9.3
012414513000,2004,8.7
012414513000,2005,8.1
012414513000,2006,6.6
012414513000,2007,4.9
012414513000,2008,4.0
012414513000,2009,5.4
012414513000,2010,5.9
012414513000,2011,6.0
012414513000,2012,6.7
012414513000,2013,6.9
012414513000,2014,6.0
012414513000,2015,5.4
012414513000,2016,4.7
012414513000,2017,3.9
012414513000,2018,3.3
012414513000,2019,2.9
012414513000,2020,4.0
012414562000,2003,14.4
012414562000,2004,13.7
012414562000,2005,12.4
012414562000,2006,10.2
012414562000,2007,7.4
012414562000,2008,5.7
012414562000,2009,7.9
012414562000,2010,8.6
012414562000,2011,9.5
012414562000,2012,9.8
012414562000,2013,10.5
012414562000,2014,9.6
012414562000,2015,8.6
012414562000,2016,7.1
012414562000,2017,5.1
012414562000,2018,4.4
012414562000,2019,3.8
012414562000,2020,4.7
012414571000,2003,11.9
012414571000,2004,11.3
012414571000,2005,10.0
012414571000,2006,8.3
012414571000,2007,6.8
012414571000,2008,4.5
012414571000,2009,6.3
012414571000,2010,7.1
012414571000,2011,7.1
012414571000,2012,7.9
012414571000,2013,8.0
012414571000,2014,6.6
012414571000,2015,6.0
012414571000,2016,4.6
012414571000,2017,3.6
012414571000,2018,3.3
012414571000,2019,3.0
012414571000,2020,4.0
012414604000,2003,12.3
012414604000,2004,12.4
012414604000,2005,11.4
012414604000,2006,10.2
012414604000,2007,7.6
012414604000,2008,6.5
012414604000,2009,7.9
012414604000,2010,8.7
012414604000,2011,9.3
012414604000,2012,10.5
012414604000,2013,11.3
012414604000,2014,9.4
012414604000,2015,7.5
012414604000,2016,5.6
012414604000,2017,4.4
012414604000,2018,3.7
012414604000,2019,3.2
012414604000,2020,4.4
012414606000,2003,10.9
012414606000,2004,10.3
012414606000,2005,9.6
012414606000,2006,7.8
012414606000,2007,6.2
012414606000,2008,4.4
012414606000,2009,6.2
012414606000,2010,7.2
012414606000,2011,7.9
012414606000,2012,8.6
012414606000,2013,9.1
012414606000,2014,7.7
012414606000,2015,7.0
012414606000,2016,5.6
012414606000,2017,4.6
012414606000,2018,4.6
012414606000,2019,4.1
012414606000,2020,5.1
012414609000,2003,14.5
012414609000,2004,13.5
012414609000,2005,11.7
012414609000,2006,10.6
012414609000,2007,8.7
012414609000,2008,8.2
012414609000,2009,9.6
012414609000,2010,9.4
012414609000,2011,10.3
012414609000,2012,10.9
012414609000,2013,11.3
012414609000,2014,9.0
012414609000,2015,7.4
012414609000,2016,6.1
012414609000,2017,4.6
012414609000,2018,3.7
012414609000,2019,3.4
012414609000,2020,4.4
012414664000,2003,11.3
012414664000,2004,11.2
012414664000,2005,10.5
012414664000,2006,9.4
012414664000,2007,6.8
012414664000,2008,5.5
012414664000,2009,7.3
012414664000,2010,8.6
012414664000,2011,9.1
012414664000,2012,10.3
012414664000,2013,10.6
012414664000,2014,8.5
012414664000,2015,6.5
012414664000,2016,5.0
012414664000,2017,3.7
012414664000,2018,3.1
012414664000,2019,2.5
012414664000,2020,3.8
012414705000,2003,8.3
012414705000,2004,7.9
012414705000,2005,7.6
012414705000,2006,5.7
012414705000,2007,3.7
012414705000,2008,2.9
012414705000,2009,4.2
012414705000,2010,4.6
012414705000,2011,4.5
012414705000,2012,5.1
012414705000,2013,5.3
012414705000,2014,4.7
012414705000,2015,4.2
012414705000,2016,3.5
012414705000,2017,3.0
012414705000,2018,2.6
012414705000,2019,1.9
012414705000,2020,2.7
012414766000,2003,9.8
012414766000,2004,9.5
012414766000,2005,8.6
012414766000,2006,6.5
012414766000,2007,4.5
012414766000,2008,3.2
012414766000,2009,4.9
012414766000,2010,5.3
012414766000,2011,5.3
012414766000,2012,6.1
012414766000,2013,6.4
012414766000,2014,5.8
012414766000,2015,5.1
012414766000,2016,4.1
012414766000,2017,3.5
012414766000,2018,3.2
012414766000,2019,2.4
012414766000,2020,3.3
012414778000,2003,12.1
012414778000,2004,12.0
012414778000,2005,10.6
012414778000,2006,9.4
012414778000,2007,6.3
012414778000,2008,4.4
012414778000,2009,5.8
012414778000,2010,6.5
012414778000,2011,6.6
012414778000,2012,7.1
012414778000,2013,7.4
012414778000,2014,6.5
012414778000,2015,5.3
012414778000,2016,3.9
012414778000,2017,3.4
012414778000,2018,2.9
012414778000,2019,2.5
012414778000,2020,3.7
012414863000,2003,15.1
012414863000,2004,14.5
012414863000,2005,13.6
012414863000,2006,11.0
012414863000,2007,7.2
012414863000,2008,4.7
012414863000,2009,6.5
012414863000,2010,6.7
012414863000,2011,6.4
012414863000,2012,6.9
012414863000,2013,7.2
012414863000,2014,6.1
012414863000,2015,5.5
012414863000,2016,4.6
012414863000,2017,3.7
012414863000,2018,2.9
012414863000,2019,2.2
012414863000,2020,2.9
012414869000,2003,8.0
012414869000,2004,7.3
012414869000,2005,6.9
012414869000,2006,5.3
012414869000,2007,3.4
012414869000,2008,1.9
012414869000,2009,3.3
012414869000,2010,3.8
012414869000,2011,4.4
012414869000,2012,5.5
012414869000,2013,5.9
012414869000,2014,5.2
012414869000,2015,4.4
012414869000,2016,3.3
012414869000,2017,2.7
012414869000,2018,2.0
012414869000,2019,1.3
012414869000,2020,2.3
012414870000,2003,11.3
012414870000,2004,10.3
012414870000,2005,9.0
012414870000,2006,7.2
012414870000,2007,5.4
012414870000,2008,4.2
012414870000,2009,5.0
012414870000,2010,5.3
012414870000,2011,4.9
012414870000,2012,5.7
012414870000,2013,5.7
012414870000,2014,5.3
012414870000,2015,4.6
012414870000,2016,3.5
012414870000,2017,3.4
012414870000,2018,3.1
012414870000,2019,2.7
012414870000,2020,3.9
012414872000,2003,8.5
012414872000,2004,7.7
012414872000,2005,6.9
012414872000,2006,5.4
012414872000,2007,3.4
012414872000,2008,2.5
012414872000,2009,3.7
012414872000,2010,4.2
012414872000,2011,4.1
012414872000,2012,4.6
012414872000,2013,4.8
012414872000,2014,4.1
012414872000,2015,3.5
012414872000,2016,2.7
012414872000,2017,2.0
012414872000,2018,1.5
012414872000,2019,1.4
012414872000,2020,1.8
012414874000,2003,14.8
012414874000,2004,12.8
012414874000,2005,10.8
012414874000,2006,8.3
012414874000,2007,5.9
012414874000,2008,4.5
012414874000,2009,6.0
012414874000,2010,5.6
012414874000,2011,6.7
012414874000,2012,6.8
012414874000,2013,7.3
012414874000,2014,6.6
012414874000,2015,5.8
012414874000,2016,4.0
012414874000,2017,3.3
012414874000,2018,2.9
012414874000,2019,2.3
012414874000,2020,3.4
012414876000,2003,12.5
012414876000,2004,12.4
012414876000,2005,10.5
012414876000,2006,8.4
012414876000,2007,4.9
012414876000,2008,3.5
012414876000,2009,5.7
012414876000,2010,6.7
012414876000,2011,6.6
012414876000,2012,7.3
012414876000,2013,7.6
012414876000,2014,5.7
012414876000,2015,4.7
012414876000,2016,3.9
012414876000,2017,3.2
012414876000,2018,2.9
012414876000,2019,2.3
012414876000,2020,3.1
012414911000,2003,7.2
012414911000,2004,6.5
012414911000,2005,6.0
012414911000,2006,4.5
012414911000,2007,3.0
012414911000,2008,2.5
012414911000,2009,3.5
012414911000,2010,4.0
012414911000,2011,3.8
012414911000,2012,4.2
012414911000,2013,4.3
012414911000,2014,3.8
012414911000,2015,3.5
012414911000,2016,3.3
012414911000,2017,2.9
012414911000,2018,2.4
012414911000,2019,2.4
012414911000,2020,3.0
012414912000,2003,8.2
012414912000,2004,7.4
012414912000,2005,6.7
012414912000,2006,5.3
012414912000,2007,3.1
012414912000,2008,2.3
012414912000,2009,3.6
012414912000,2010,3.9
012414912000,2011,4.1
012414912000,2012,4.3
012414912000,2013,4.6
012414912000,2014,3.9
012414912000,2015,3.5
012414912000,2016,3.3
012414912000,2017,2.5
012414912000,2018,2.1
012414912000,2019,1.8
012414912000,2020,2.7
012414915000,2003,9.7
012414915000,2004,8.8
012414915000,2005,8.0
012414915000,2006,7.0
012414915000,2007,5.3
012414915000,2008,3.5
012414915000,2009,5.0
012414915000,2010,4.8
012414915000,2011,5.3
012414915000,2012,5.4
012414915000,2013,5.7
012414915000,2014,5.1
012414915000,2015,4.7
012414915000,2016,3.9
012414915000,2017,3.0
012414915000,2018,2.4
012414915000,2019,2.4
012414915000,2020,3.6
012414967000,2003,12.1
012414967000,2004,11.0
012414967000,2005,9.9
012414967000,2006,8.5
012414967000,2007,6.7
012414967000,2008,4.5
012414967000,2009,5.5
012414967000,2010,6.5
012414967000,2011,6.4
012414967000,2012,6.6
012414967000,2013,7.4
012414967000,2014,6.5
012414967000,2015,5.7
012414967000,2016,4.6
012414967000,2017,3.4
012414967000,2018,2.8
012414967000,2019,2.8
012414967000,2020,3.8
012414973000,2003,9.1
012414973000,2004,8.6
012414973000,2005,7.7
012414973000,2006,5.6
012414973000,2007,3.9
012414973000,2008,2.8
012414973000,2009,4.1
012414973000,2010,4.7
012414973000,2011,4.8
012414973000,2012,5.0
012414973000,2013,5.3
012414973000,2014,4.7
012414973000,2015,4.4
012414973000,2016,3.7
012414973000,2017,2.8
012414973000,2018,2.3
012414973000,2019,2.0
012414973000,2020,3.0
012414979000,2003,10.5
012414979000,2004,9.5
012414979000,2005,8.1
012414979000,2006,6.1
012414979000,2007,4.2
012414979000,2008,3.1
012414979000,2009,4.4
012414979000,2010,4.9
012414979000,2011,4.3
012414979000,2012,4.8
012414979000,2013,4.8
012414979000,2014,4.5
012414979000,2015,3.9
012414979000,2016,3.2
012414979000,2017,2.4
012414979000,2018,1.8
012414979000,2019,1.9
012414979000,2020,2.9
012415001000,2003,13.2
012415001000,2004,12.6
012415001000,2005,11.9
012415001000,2006,10.1
012415001000,2007,7.7
012415001000,2008,5.0
012415001000,2009,6.7
012415001000,2010,7.1
012415001000,2011,7.3
012415001000,2012,8.3
012415001000,2013,8.7
012415001000,2014,7.6
012415001000,2015,7.1
012415001000,2016,6.2
012415001000,2017,4.9
012415001000,2018,4.2
012415001000,2019,2.8
012415001000,2020,4.2
012415016000,2003,15.3
012415016000,2004,14.8
012415016000,2005,13.6
012415016000,2006,12.4
012415016000,2007,10.7
012415016000,2008,7.5
012415016000,2009,9.9
012415016000,2010,9.4
012415016000,2011,9.4
012415016000,2012,10.2
012415016000,2013,9.9
012415016000,2014,8.1
012415016000,2015,7.5
012415016000,2016,6.3
012415016000,2017,5.1
012415016000,2018,4.3
012415016000,2019,3.4
012415016000,2020,4.1
012415065000,2003,14.1
012415065000,2004,13.4
012415065000,2005,12.0
012415065000,2006,10.2
012415065000,2007,7.7
012415065000,2008,4.7
012415065000,2009,7.0
012415065000,2010,7.1
012415065000,2011,7.5
012415065000,2012,8.7
012415065000,2013,8.6
012415065000,2014,7.6
012415065000,2015,6.6
012415065000,2016,6.0
012415065000,2017,4.6
012415065000,2018,4.0
012415065000,2019,3.1
012415065000,2020,4.2
012415068000,2003,12.5
012415068000,2004,11.5
012415068000,2005,9.4
012415068000,2006,7.6
012415068000,2007,6.3
012415068000,2008,4.3
012415068000,2009,5.4
012415068000,2010,5.2
012415068000,2011,4.8
012415068000,2012,5.6
012415068000,2013,5.3
012415068000,2014,4.5
012415068000,2015,3.5
012415068000,2016,3.0
012415068000,2017,2.6
012415068000,2018,2.3
012415068000,2019,2.2
012415068000,2020,2.8
012415075000,2003,12.9
012415075000,2004,12.6
012415075000,2005,11.1
012415075000,2006,8.6
012415075000,2007,6.5
012415075000,2008,4.9
012415075000,2009,6.9
012415075000,2010,7.3
012415075000,2011,7.2
012415075000,2012,8.3
012415075000,2013,8.1
012415075000,2014,7.1
012415075000,2015,6.3
012415075000,2016,5.6
012415075000,2017,4.7
012415075000,2018,3.9
012415075000,2019,3.2
012415075000,2020,4.4
012415108000,2003,9.3
012415108000,2004,8.8
012415108000,2005,7.9
012415108000,2006,7.9
012415108000,2007,5.6
012415108000,2008,2.8
012415108000,2009,3.7
012415108000,2010,4.3
012415108000,2011,4.5
012415108000,2012,5.2
012415108000,2013,5.3
012415108000,2014,4.4
012415108000,2015,3.8
012415108000,2016,2.7
012415108000,2017,2.2
012415108000,2018,2.2
012415108000,2019,1.9
012415108000,2020,3.0
012415110000,2003,8.9
012415110000,2004,8.0
012415110000,2005,7.5
012415110000,2006,5.5
012415110000,2007,4.0
012415110000,2008,2.2
012415110000,2009,3.5
012415110000,2010,3.8
012415110000,2011,4.2
012415110000,2012,4.7
012415110000,2013,4.7
012415110000,2014,3.7
012415110000,2015,3.2
012415110000,2016,2.8
012415110000,2017,2.3
012415110000,2018,2.0
012415110000,2019,1.7
012415110000,2020,2.6
012415114000,2003,8.0
012415114000,2004,7.6
012415114000,2005,6.9
012415114000,2006,5.4
012415114000,2007,3.6
012415114000,2008,2.0
012415114000,2009,3.0
012415114000,2010,3.3
012415114000,2011,3.4
012415114000,2012,4.1
012415114000,2013,4.2
012415114000,2014,3.2
012415114000,2015,2.5
012415114000,2016,2.2
012415114000,2017,1.8
012415114000,2018,1.5
012415114000,2019,1.2
012415114000,2020,1.9
012415177000,2003,8.6
012415177000,2004,7.9
012415177000,2005,7.3
012415177000,2006,5.5
012415177000,2007,3.4
012415177000,2008,2.5
012415177000,2009,3.6
012415177000,2010,4.2
012415177000,2011,4.1
012415177000,2012,5.0
012415177000,2013,5.0
012415177000,2014,3.7
012415177000,2015,2.9
012415177000,2016,2.7
012415177000,2017,2.2
012415177000,2018,2.1
012415177000,2019,1.7
012415177000,2020,2.6
020811301000,2003,16.3
020811301000,2004,14.7
020811301000,2005,11.3
020811301000,2006,8.1
020811301000,2007,5.3
020811301000,2008,4.0
020811301000,2009,6.3
020811301000,2010,6.2
020811301000,2011,6.8
020811301000,2012,6.6
020811301000,2013,7.0
020811301000,2014,4.7
020811301000,2015,4.4
020811301000,2016,3.8
020811301000,2017,2.7
020811301000,2018,2.5
020811301000,2019,2.1
020811301000,2020,3.1
020811303000,2003,17.8
020811303000,2004,15.9
020811303000,2005,14.6
020811303000,2006,12.3
020811303000,2007,10.0
020811303000,2008,9.0
020811303000,2009,11.8
020811303000,2010,12.0
020811303000,2011,11.8
020811303000,2012,12.7
020811303000,2013,13.3
020811303000,2014,10.5
020811303000,2015,8.8
020811303000,2016,8.5
020811303000,2017,7.4
020811303000,2018,6.9
020811303000,2019,5.4
020811303000,2020,5.6
020811305000,2003,16.3
020811305000,2004,15.6
020811305000,2005,14.5
020811305000,2006,12.3
020811305000,2007,9.0
020811305000,2008,7.9
020811305000,2009,11.7
020811305000,2010,10.3
020811305000,2011,7.5
020811305000,2012,6.9
020811305000,2013,6.8
020811305000,2014,4.1
020811305000,2015,3.2
020811305000,2016,2.2
020811305000,2017,1.7
020811305000,2018,1.4
020811305000,2019,1.4
020811305000,2020,2.2
020811306000,2003,21.6
020811306000,2004,20.2
020811306000,2005,18.7
020811306000,2006,15.5
020811306000,2007,12.4
020811306000,2008,11.9
020811306000,2009,14.2
020811306000,2010,13.2
020811306000,2011,14.2
020811306000,2012,15.1
020811306000,2013,14.8
020811306000,2014,11.3
020811306000,2015,9.9
020811306000,2016,8.5
020811306000,2017,6.5
020811306000,2018,6.3
020811306000,2019,5.7
020811306000,2020,6.0
020811307000,2003,18.4
020811307000,2004,16.1
020811307000,2005,13.0
020811307000,2006,10.8
020811307000,2007,7.3
020811307000,2008,5.5
020811307000,2009,8.1
020811307000,2010,7.4
020811307000,2011,7.4
020811307000,2012,7.9
020811307000,2013,7.7
020811307000,2014,6.6
020811307000,2015,5.9
020811307000,2016,4.9
020811307000,2017,3.6
020811307000,2018,3.4
020811307000,2019,3.1
020811307000,2020,3.6
020811361000,2003,12.6
020811361000,2004,11.7
020811361000,2005,9.6
020811361000,2006,5.7
020811361000,2007,3.9
020811361000,2008,2.8
020811361000,2009,5.3
020811361000,2010,5.5
020811361000,2011,6.5
020811361000,2012,6.5
020811361000,2013,6.2
020811361000,2014,4.3
020811361000,2015,3.8
020811361000,2016,3.0
020811361000,2017,2.0
020811361000,2018,2.0
020811361000,2019,1.8
020811361000,2020,3.1
020811402000,2003,21.1
020811402000,2004,19.5
020811402000,2005,18.1
020811402000,2006,16.6
020811402000,2007,13.6
020811402000,2008,12.6
020811402000,2009,13.4
020811402000,2010,12.1
020811402000,2011,11.6
020811402000,2012,11.7
020811402000,2013,11.5
