ID_powiatu,year,p2759-turyści-zagraniczni-nierezydenci-pozostałe-kraje
023015827000,2011,13
023015827000,2012,14
023015827000,2013,10
023015827000,2014,12
023015827000,2015,2
023015827000,2016,30
023015827000,2017,14
023015827000,2018,33
023015827000,2019,29
023015827000,2020,11
023015830000,2005,197
023015830000,2006,64
023015830000,2007,66
023015830000,2008,109
023015830000,2009,230
023015830000,2010,124
023015830000,2011,25
023015830000,2012,220
023015830000,2013,108
023015830000,2014,133
023015830000,2015,42
023015830000,2016,48
023015830000,2017,73
023015830000,2018,50
023015830000,2019,48
023015830000,2020,24
023015862000,2005,152
023015862000,2006,107
023015862000,2007,184
023015862000,2008,194
023015862000,2009,173
023015862000,2010,165
023015862000,2011,158
023015862000,2012,128
023015862000,2013,133
023015862000,2014,133
023015862000,2015,131
023015862000,2016,213
023015862000,2017,115
023015862000,2018,101
023015862000,2019,104
023015862000,2020,63
023015904000,2005,67
023015904000,2006,95
023015904000,2007,136
023015904000,2008,274
023015904000,2009,46
023015904000,2010,37
023015904000,2011,135
023015904000,2012,848
023015904000,2013,681
023015904000,2014,444
023015904000,2015,106
023015904000,2016,350
023015904000,2017,502
023015904000,2018,70
023015904000,2019,117
023015904000,2020,52
023015905000,2005,60
023015905000,2006,45
023015905000,2007,50
023015905000,2008,8
023015905000,2009,10
023015905000,2010,23
023015905000,2011,27
023015905000,2012,90
023015905000,2013,99
023015905000,2014,26
023015905000,2015,63
023015905000,2016,54
023015905000,2017,81
023015905000,2018,68
023015905000,2019,555
023015905000,2020,1
023015911000,2005,21
023015911000,2006,21
023015911000,2007,58
023015911000,2008,22
023015911000,2009,17
023015911000,2010,40
023015911000,2011,22
023015911000,2012,55
023015911000,2013,26
023015911000,2014,27
023015911000,2015,12
023015911000,2016,0
023015911000,2017,6
023015911000,2018,9
023015911000,2019,37
023015911000,2020,32
023015913000,2005,62
023015913000,2006,78
023015913000,2007,104
023015913000,2008,176
023015913000,2009,93
023015913000,2010,120
023015913000,2011,199
023015913000,2012,180
023015913000,2013,195
023015913000,2014,116
023015913000,2015,144
023015913000,2016,99
023015913000,2017,144
023015913000,2018,80
023015913000,2019,128
023015913000,2020,50
023015914000,2005,9
023015914000,2006,0
023015914000,2007,6
023015914000,2008,9
023015914000,2009,16
023015914000,2010,119
023015914000,2011,156
023015914000,2012,41
023015914000,2013,40
023015914000,2014,27
023015914000,2015,31
023015914000,2016,29
023015914000,2017,47
023015914000,2018,436
023015914000,2019,343
023015914000,2020,91
023015915000,2005,17
023015915000,2006,18
023015915000,2007,32
023015915000,2008,65
023015915000,2009,36
023015915000,2010,34
023015915000,2011,80
023015915000,2012,53
023015915000,2013,317
023015915000,2014,116
023015915000,2015,122
023015915000,2016,118
023015915000,2017,191
023015915000,2018,272
023015915000,2019,265
023015915000,2020,66
023015922000,2005,11
023015922000,2006,8
023015922000,2007,10
023015922000,2008,18
023015922000,2009,11
023015922000,2010,17
023015922000,2011,19
023015922000,2012,38
023015922000,2013,3
023015922000,2014,0
023015922000,2015,1
023015922000,2016,21
023015922000,2017,15
023015922000,2018,11
023015922000,2019,21
023015922000,2020,2
023015929000,2005,38
023015929000,2006,22
023015929000,2007,24
023015929000,2008,65
023015929000,2009,42
023015929000,2010,72
023015929000,2011,119
023015929000,2012,65
023015929000,2013,94
023015929000,2014,47
023015929000,2015,104
023015929000,2016,75
023015929000,2017,183
023015929000,2018,145
023015929000,2019,63
023015929000,2020,80
023015963000,2005,405
023015963000,2006,205
023015963000,2007,362
023015963000,2008,473
023015963000,2009,102
023015963000,2010,192
023015963000,2011,191
023015963000,2012,262
023015963000,2013,230
023015963000,2014,176
023015963000,2015,154
023015963000,2016,171
023015963000,2017,106
023015963000,2018,98
023015963000,2019,93
023015963000,2020,41
023016001000,2005,14
023016001000,2006,37
023016001000,2007,22
023016001000,2008,7
023016001000,2009,38
023016001000,2010,42
023016001000,2011,85
023016001000,2012,87
023016001000,2013,60
023016001000,2014,125
023016001000,2015,85
023016001000,2016,146
023016001000,2017,68
023016001000,2018,69
023016001000,2019,71
023016001000,2020,13
023016002000,2005,26
023016002000,2006,20
023016002000,2007,31
023016002000,2008,30
023016002000,2009,62
023016002000,2010,50
023016002000,2011,34
023016002000,2012,59
023016002000,2013,27
023016002000,2014,13
023016002000,2015,26
023016002000,2016,23
023016002000,2017,31
023016002000,2018,45
023016002000,2019,92
023016002000,2020,41
023016019000,2005,168
023016019000,2006,200
023016019000,2007,180
023016019000,2008,216
023016019000,2009,189
023016019000,2010,256
023016019000,2011,207
023016019000,2012,321
023016019000,2013,266
023016019000,2014,210
023016019000,2015,359
023016019000,2016,399
023016019000,2017,359
023016019000,2018,371
023016019000,2019,346
023016019000,2020,156
023016028000,2005,4
023016028000,2006,30
023016028000,2007,24
023016028000,2008,47
023016028000,2009,16
023016028000,2010,32
023016028000,2011,25
023016028000,2012,71
023016028000,2013,45
023016028000,2014,14
023016028000,2015,23
023016028000,2016,15
023016028000,2017,17
023016028000,2018,33
023016028000,2019,35
023016028000,2020,16
023016031000,2005,95
023016031000,2006,26
023016031000,2007,0
023016031000,2008,54
023016031000,2009,71
023016031000,2010,0
023016031000,2011,6
023016031000,2012,11
023016031000,2013,71
023016031000,2014,67
023016031000,2015,48
023016031000,2016,42
023016031000,2017,36
023016031000,2018,15
023016031000,2019,8
023016031000,2020,4
023016116000,2005,13
023016116000,2006,8
023016116000,2007,34
023016116000,2008,56
023016116000,2009,36
023016116000,2010,12
023016116000,2011,79
023016116000,2012,29
023016116000,2013,20
023016116000,2014,10
023016116000,2015,8
023016116000,2016,7
023016116000,2017,23
023016116000,2018,13
023016116000,2019,8
023016116000,2020,4
023016121000,2005,559
023016121000,2006,555
023016121000,2007,741
023016121000,2008,996
023016121000,2009,628
023016121000,2010,973
023016121000,2011,813
023016121000,2012,1253
023016121000,2013,773
023016121000,2014,889
023016121000,2015,934
023016121000,2016,1377
023016121000,2017,1376
023016121000,2018,1640
023016121000,2019,1189
023016121000,2020,400
023016124000,2005,63
023016124000,2006,169
023016124000,2007,146
023016124000,2008,337
023016124000,2009,260
023016124000,2010,303
023016124000,2011,324
023016124000,2012,299
023016124000,2013,284
023016124000,2014,243
023016124000,2015,227
023016124000,2016,845
023016124000,2017,1314
023016124000,2018,2587
023016124000,2019,984
023016124000,2020,139
023016125000,2005,1
023016125000,2006,21
023016125000,2007,75
023016125000,2008,48
023016125000,2009,23
023016125000,2010,13
023016125000,2011,79
023016125000,2012,42
023016125000,2013,26
023016125000,2014,40
023016125000,2015,49
023016125000,2016,97
023016125000,2017,37
023016125000,2018,344
023016125000,2019,1044
023016125000,2020,1031
023016126000,2005,14
023016126000,2006,3
023016126000,2007,9
023016126000,2008,61
023016126000,2009,95
023016126000,2010,77
023016126000,2011,133
023016126000,2012,39
023016126000,2013,57
023016126000,2014,78
023016126000,2015,58
023016126000,2016,55
023016126000,2017,44
023016126000,2018,40
023016126000,2019,64
023016126000,2020,20
023016264000,2005,8318
023016264000,2006,9579
023016264000,2007,11782
023016264000,2008,16497
023016264000,2009,10920
023016264000,2010,16953
023016264000,2011,13436
023016264000,2012,15156
023016264000,2013,13212
023016264000,2014,15241
023016264000,2015,16037
023016264000,2016,18230
023016264000,2017,24191
023016264000,2018,25701
023016264000,2019,24157
023016264000,2020,5925
023216301000,2005,13
023216301000,2006,10
023216301000,2007,17
023216301000,2008,1
023216301000,2009,0
023216301000,2010,9
023216301000,2011,3
023216301000,2012,1
023216301000,2013,3
023216301000,2014,2
023216301000,2015,20
023216301000,2016,16
023216301000,2017,0
023216301000,2018,25
023216301000,2019,2
023216301000,2020,0
023216308000,2005,308
023216308000,2006,149
023216308000,2007,220
023216308000,2008,214
023216308000,2009,235
023216308000,2010,630
023216308000,2011,552
023216308000,2012,1432
023216308000,2013,377
023216308000,2014,397
023216308000,2015,390
023216308000,2016,358
023216308000,2017,549
023216308000,2018,378
023216308000,2019,501
023216308000,2020,272
023216309000,2005,74
023216309000,2006,227
023216309000,2007,192
023216309000,2008,204
023216309000,2009,242
023216309000,2010,354
023216309000,2011,148
023216309000,2012,208
023216309000,2013,232
023216309000,2014,220
023216309000,2015,206
023216309000,2016,138
023216309000,2017,144
023216309000,2018,71
023216309000,2019,128
023216309000,2020,54
023216313000,2005,13
023216313000,2006,34
023216313000,2007,4
023216313000,2008,11
023216313000,2009,3
023216313000,2010,3
023216313000,2011,11
023216313000,2012,20
023216313000,2013,43
023216313000,2014,48
023216313000,2015,15
023216313000,2016,23
023216313000,2017,18
023216313000,2018,108
023216313000,2019,108
023216313000,2020,12
023216361000,2005,246
023216361000,2006,170
023216361000,2007,140
023216361000,2008,110
023216361000,2009,127
023216361000,2010,169
023216361000,2011,223
023216361000,2012,410
023216361000,2013,281
023216361000,2014,333
023216361000,2015,289
023216361000,2016,231
023216361000,2017,249
023216361000,2018,314
023216361000,2019,297
023216361000,2020,52
023216402000,2005,1
023216402000,2006,0
023216402000,2007,0
023216402000,2008,15
023216402000,2009,4
023216402000,2010,4
023216402000,2011,10
023216402000,2012,20
023216402000,2013,3
023216402000,2014,2
023216402000,2015,6
023216402000,2016,6
023216402000,2017,0
023216402000,2018,2
023216402000,2019,0
023216402000,2020,0
023216403000,2005,0
023216403000,2006,7
023216403000,2007,13
023216403000,2008,9
023216403000,2009,84
023216403000,2010,3
023216403000,2011,11
023216403000,2012,5
023216403000,2013,34
023216403000,2014,44
023216403000,2015,29
023216403000,2016,78
023216403000,2017,19
023216403000,2018,53
023216403000,2019,92
023216403000,2020,13
023216410000,2005,26
023216410000,2006,29
023216410000,2007,59
023216410000,2008,29
023216410000,2009,74
023216410000,2010,21
023216410000,2011,88
023216410000,2012,51
023216410000,2013,33
023216410000,2014,22
023216410000,2015,12
023216410000,2016,20
023216410000,2017,27
023216410000,2018,56
023216410000,2019,53
023216410000,2020,7
023216412000,2005,6
023216412000,2006,9
023216412000,2007,0
023216412000,2008,0
023216412000,2009,0
023216412000,2010,7
023216412000,2011,0
023216412000,2012,0
023216412000,2013,0
023216412000,2014,0
023216412000,2015,0
023216412000,2016,33
023216412000,2017,1
023216412000,2018,5
023216412000,2019,1
023216412000,2020,0
023216415000,2005,22
023216415000,2006,24
023216415000,2007,20
023216415000,2008,24
023216415000,2009,33
023216415000,2010,46
023216415000,2011,36
023216415000,2012,31
023216415000,2013,36
023216415000,2014,78
023216415000,2015,28
023216415000,2016,30
023216415000,2017,45
023216415000,2018,41
023216415000,2019,91
023216415000,2020,19
023216416000,2005,12
023216416000,2006,4
023216416000,2007,4
023216416000,2008,63
023216416000,2009,15
023216416000,2010,16
023216416000,2011,18
023216416000,2012,6
023216416000,2013,35
023216416000,2014,44
023216416000,2015,11
023216416000,2016,5
023216416000,2017,8
023216416000,2018,19
023216416000,2019,11
023216416000,2020,3
023216417000,2005,11
023216417000,2006,22
023216417000,2007,28
023216417000,2008,35
023216417000,2009,31
023216417000,2010,27
023216417000,2011,35
023216417000,2012,30
023216417000,2013,88
023216417000,2014,24
023216417000,2015,88
023216417000,2016,52
023216417000,2017,128
023216417000,2018,47
023216417000,2019,74
023216417000,2020,17
023216418000,2005,0
023216418000,2006,0
023216418000,2007,0
023216418000,2008,0
023216418000,2009,0
023216418000,2010,0
023216418000,2011,0
023216418000,2012,0
023216418000,2013,14
023216418000,2014,21
023216418000,2015,45
023216418000,2016,73
023216418000,2017,62
023216418000,2018,40
023216418000,2019,34
023216418000,2020,20
023216562000,2005,4570
023216562000,2006,5359
023216562000,2007,6031
023216562000,2008,4605
023216562000,2009,4569
023216562000,2010,3891
023216562000,2011,4251
023216562000,2012,4369
023216562000,2013,4009
023216562000,2014,6212
023216562000,2015,5161
023216562000,2016,5378
023216562000,2017,8500
023216562000,2018,6040
023216562000,2019,6482
023216562000,2020,2797
023216604000,2005,16
023216604000,2006,18
023216604000,2007,2
023216604000,2008,55
023216604000,2009,20
023216604000,2010,38
023216604000,2011,7
023216604000,2012,8
023216604000,2013,13
023216604000,2014,33
023216604000,2015,56
023216604000,2016,127
023216604000,2017,163
023216604000,2018,51
023216604000,2019,63
023216604000,2020,35
023216605000,2005,22
023216605000,2006,59
023216605000,2007,52
023216605000,2008,12
023216605000,2009,30
023216605000,2010,22
023216605000,2011,7
023216605000,2012,19
023216605000,2013,98
023216605000,2014,9
023216605000,2015,7
023216605000,2016,33
023216605000,2017,46
023216605000,2018,48
023216605000,2019,156
023216605000,2020,84
023216606000,2005,55
023216606000,2006,134
023216606000,2007,47
023216606000,2008,61
023216606000,2009,37
023216606000,2010,65
023216606000,2011,41
023216606000,2012,73
023216606000,2013,151
023216606000,2014,106
023216606000,2015,48
023216606000,2016,123
023216606000,2017,112
023216606000,2018,13
023216606000,2019,86
023216606000,2020,59
023216607000,2005,88
023216607000,2006,109
023216607000,2007,73
023216607000,2008,109
023216607000,2009,84
023216607000,2010,137
023216607000,2011,196
023216607000,2012,177
023216607000,2013,152
023216607000,2014,147
023216607000,2015,193
023216607000,2016,230
023216607000,2017,142
023216607000,2018,236
023216607000,2019,263
023216607000,2020,68
023216611000,2005,44
023216611000,2006,61
023216611000,2007,20
023216611000,2008,46
023216611000,2009,47
023216611000,2010,78
023216611000,2011,126
023216611000,2012,121
023216611000,2013,197
023216611000,2014,183
023216611000,2015,329
023216611000,2016,201
023216611000,2017,144
023216611000,2018,198
023216611000,2019,942
023216611000,2020,188
023216614000,2005,31
023216614000,2006,85
023216614000,2007,45
023216614000,2008,32
023216614000,2009,44
023216614000,2010,158
023216614000,2011,130
023216614000,2012,262
023216614000,2013,220
023216614000,2014,69
023216614000,2015,143
023216614000,2016,115
023216614000,2017,165
023216614000,2018,121
023216614000,2019,127
023216614000,2020,25
023216663000,2005,94
023216663000,2006,58
023216663000,2007,256
023216663000,2008,174
023216663000,2009,146
023216663000,2010,136
023216663000,2011,218
023216663000,2012,216
023216663000,2013,181
023216663000,2014,490
023216663000,2015,430
023216663000,2016,281
023216663000,2017,362
023216663000,2018,498
023216663000,2019,479
023216663000,2020,546
030210101000,2005,365
030210101000,2006,209
030210101000,2007,406
030210101000,2008,250
030210101000,2009,193
030210101000,2010,143
030210101000,2011,163
030210101000,2012,306
030210101000,2013,269
030210101000,2014,184
030210101000,2015,360
030210101000,2016,442
030210101000,2017,275
030210101000,2018,368
030210101000,2019,644
030210101000,2020,444
030210105000,2005,59
030210105000,2006,60
030210105000,2007,49
030210105000,2008,34
030210105000,2009,16
030210105000,2010,22
030210105000,2011,15
030210105000,2012,12
030210105000,2013,21
030210105000,2014,8
030210105000,2015,23
030210105000,2016,12
030210105000,2017,20
030210105000,2018,76
030210105000,2019,281
030210105000,2020,224
030210106000,2005,404
030210106000,2006,751
030210106000,2007,648
030210106000,2008,491
030210106000,2009,273
030210106000,2010,406
030210106000,2011,293
030210106000,2012,1457
030210106000,2013,349
030210106000,2014,281
030210106000,2015,379
030210106000,2016,373
030210106000,2017,472
030210106000,2018,924
030210106000,2019,1661
030210106000,2020,1156
030210107000,2005,15
030210107000,2006,4
030210107000,2007,12
030210107000,2008,15
030210107000,2009,0
030210107000,2010,0
030210107000,2011,0
030210107000,2012,1
030210107000,2013,0
030210107000,2014,0
030210107000,2015,4
030210107000,2016,0
030210107000,2017,5
030210107000,2018,7
030210107000,2019,2
030210107000,2020,199
030210110000,2005,64
030210110000,2006,271
030210110000,2007,52
030210110000,2008,72
030210110000,2009,45
030210110000,2010,30
030210110000,2011,52
030210110000,2012,237
030210110000,2013,60
030210110000,2014,666
030210110000,2015,345
030210110000,2016,81
030210110000,2017,115
030210110000,2018,229
030210110000,2019,425
030210110000,2020,377
030210112000,2005,0
030210112000,2006,4
030210112000,2007,9
030210112000,2008,38
030210112000,2009,8
030210112000,2010,2
030210112000,2011,21
030210112000,2012,15
030210112000,2013,4
030210112000,2014,8
030210112000,2015,21
030210112000,2016,161
030210112000,2017,53
030210112000,2018,26
030210112000,2019,14
030210112000,2020,5
030210125000,2005,553
030210125000,2006,510
030210125000,2007,861
030210125000,2008,799
030210125000,2009,785
030210125000,2010,820
030210125000,2011,691
030210125000,2012,557
030210125000,2013,493
030210125000,2014,857
030210125000,2015,576
030210125000,2016,674
030210125000,2017,629
030210125000,2018,876
030210125000,2019,1039
030210125000,2020,373
030210126000,2005,9
030210126000,2006,27
030210126000,2007,43
030210126000,2008,95
030210126000,2009,29
030210126000,2010,66
030210126000,2011,56
030210126000,2012,24
030210126000,2013,92
030210126000,2014,19
030210126000,2015,23
030210126000,2016,123
030210126000,2017,56
030210126000,2018,97
030210126000,2019,116
030210126000,2020,20
030210161000,2005,421
030210161000,2006,255
030210161000,2007,359
030210161000,2008,496
030210161000,2009,435
030210161000,2010,276
030210161000,2011,320
030210161000,2012,376
030210161000,2013,346
030210161000,2014,438
030210161000,2015,476
030210161000,2016,451
030210161000,2017,718
030210161000,2018,708
030210161000,2019,838
030210161000,2020,405
030210203000,2005,60
030210203000,2006,83
030210203000,2007,133
030210203000,2008,160
030210203000,2009,86
030210203000,2010,85
030210203000,2011,97
030210203000,2012,137
030210203000,2013,205
030210203000,2014,127
030210203000,2015,77
030210203000,2016,104
030210203000,2017,125
030210203000,2018,109
030210203000,2019,125
030210203000,2020,77
030210204000,2005,0
030210204000,2006,0
030210204000,2007,0
030210204000,2008,0
030210204000,2009,0
030210204000,2010,0
030210204000,2011,0
030210204000,2012,0
030210204000,2013,0
030210204000,2014,0
030210204000,2015,0
030210204000,2016,0
030210204000,2017,0
030210204000,2018,0
030210204000,2019,0
030210204000,2020,0
030210209000,2005,35
030210209000,2006,39
030210209000,2007,52
030210209000,2008,50
030210209000,2009,30
030210209000,2010,53
030210209000,2011,97
030210209000,2012,47
030210209000,2013,78
030210209000,2014,69
030210209000,2015,74
030210209000,2016,54
030210209000,2017,111
030210209000,2018,171
030210209000,2019,296
030210209000,2020,366
030210211000,2005,120
030210211000,2006,107
030210211000,2007,224
030210211000,2008,151
030210211000,2009,72
030210211000,2010,174
030210211000,2011,162
030210211000,2012,283
030210211000,2013,278
030210211000,2014,269
030210211000,2015,266
030210211000,2016,281
030210211000,2017,181
030210211000,2018,181
030210211000,2019,195
030210211000,2020,146
030210216000,2005,160
030210216000,2006,56
030210216000,2007,56
030210216000,2008,40
030210216000,2009,87
030210216000,2010,89
030210216000,2011,161
030210216000,2012,151
030210216000,2013,142
030210216000,2014,125
030210216000,2015,129
030210216000,2016,141
030210216000,2017,107
030210216000,2018,79
030210216000,2019,74
030210216000,2020,30
030210262000,2005,322
030210262000,2006,474
030210262000,2007,491
030210262000,2008,552
030210262000,2009,249
030210262000,2010,353
030210262000,2011,635
030210262000,2012,468
030210262000,2013,483
030210262000,2014,561
030210262000,2015,871
030210262000,2016,1399
030210262000,2017,1644
030210262000,2018,1740
030210262000,2019,1791
030210262000,2020,401
030210302000,2005,87
030210302000,2006,130
030210302000,2007,444
030210302000,2008,933
030210302000,2009,196
030210302000,2010,185
030210302000,2011,187
030210302000,2012,132
030210302000,2013,317
030210302000,2014,279
030210302000,2015,245
030210302000,2016,254
030210302000,2017,235
030210302000,2018,199
030210302000,2019,379
030210302000,2020,402
030210308000,2005,296
030210308000,2006,126
030210308000,2007,485
030210308000,2008,1436
030210308000,2009,604
030210308000,2010,1125
030210308000,2011,1126
030210308000,2012,1060
030210308000,2013,1438
030210308000,2014,979
030210308000,2015,1057
030210308000,2016,920
030210308000,2017,858
030210308000,2018,899
030210308000,2019,1896
030210308000,2020,1058
030210319000,2005,122
030210319000,2006,305
030210319000,2007,305
030210319000,2008,241
030210319000,2009,307
030210319000,2010,353
030210319000,2011,236
030210319000,2012,420
030210319000,2013,545
030210319000,2014,746
030210319000,2015,690
030210319000,2016,616
030210319000,2017,922
030210319000,2018,687
030210319000,2019,616
030210319000,2020,177
030210321000,2005,230
030210321000,2006,212
030210321000,2007,267
030210321000,2008,264
030210321000,2009,277
030210321000,2010,337
030210321000,2011,474
030210321000,2012,368
030210321000,2013,106
030210321000,2014,166
030210321000,2015,184
030210321000,2016,143
030210321000,2017,241
030210321000,2018,175
030210321000,2019,443
030210321000,2020,261
030210324000,2005,7
030210324000,2006,4
030210324000,2007,1
030210324000,2008,3
030210324000,2009,0
030210324000,2010,0
030210324000,2011,0
030210324000,2012,8
030210324000,2013,8
030210324000,2014,7
030210324000,2015,1
030210324000,2016,1
030210324000,2017,1
030210324000,2018,3
030210324000,2019,31
030210324000,2020,23
030210365000,2013,242
030210365000,2014,1031
030210365000,2015,1608
030210365000,2016,2687
030210365000,2017,3310
030210365000,2018,2230
030210365000,2019,2430
030210365000,2020,496
030210413000,2005,5
030210413000,2006,4
030210413000,2007,0
030210413000,2008,14
030210413000,2009,66
030210413000,2010,43
030210413000,2011,28
030210413000,2012,91
030210413000,2013,33
030210413000,2014,111
030210413000,2015,82
030210413000,2016,95
030210413000,2017,21
030210413000,2018,32
030210413000,2019,22
030210413000,2020,7
030210414000,2005,69
030210414000,2006,149
030210414000,2007,108
030210414000,2008,105
030210414000,2009,1180
030210414000,2010,1277
030210414000,2011,343
030210414000,2012,1000
030210414000,2013,1194
030210414000,2014,1283
030210414000,2015,332
030210414000,2016,88
030210414000,2017,580
030210414000,2018,806
030210414000,2019,744
030210414000,2020,39
030210415000,2005,1
030210415000,2006,24
030210415000,2007,29
030210415000,2008,62
030210415000,2009,56
030210415000,2010,39
030210415000,2011,43
030210415000,2012,41
030210415000,2013,396
030210415000,2014,272
030210415000,2015,417
030210415000,2016,109
030210415000,2017,344
030210415000,2018,640
030210415000,2019,550
030210415000,2020,268
030210417000,2005,35
030210417000,2006,84
030210417000,2007,20
030210417000,2008,182
030210417000,2009,23
030210417000,2010,11
030210417000,2011,12
030210417000,2012,43
030210417000,2013,28
030210417000,2014,33
030210417000,2015,12
030210417000,2016,23
030210417000,2017,24
030210417000,2018,22
030210417000,2019,13
030210417000,2020,6
030210418000,2005,8
030210418000,2006,7
030210418000,2007,27
030210418000,2008,10
030210418000,2009,18
030210418000,2010,48
030210418000,2011,46
030210418000,2012,54
030210418000,2013,139
030210418000,2014,127
030210418000,2015,37
030210418000,2016,23
030210418000,2017,11
030210418000,2018,30
030210418000,2019,0
030210418000,2020,0
030210420000,2005,34
030210420000,2006,48
030210420000,2007,10
030210420000,2008,28
030210420000,2009,7
030210420000,2010,15
030210420000,2011,8
030210420000,2012,65
030210420000,2013,62
030210420000,2014,50
030210420000,2015,83
030210420000,2016,411
030210420000,2017,1142
030210420000,2018,2363
030210420000,2019,1498
030210420000,2020,43
030210422000,2005,71
030210422000,2006,8
030210422000,2007,3
030210422000,2008,14
030210422000,2009,3
030210422000,2010,2
030210422000,2011,5
030210422000,2012,4
030210422000,2013,8
030210422000,2014,3
030210422000,2015,30
030210422000,2016,8
030210422000,2017,15
030210422000,2018,15
030210422000,2019,4
030210422000,2020,2
030210423000,2005,37
030210423000,2006,126
030210423000,2007,158
030210423000,2008,110
030210423000,2009,101
030210423000,2010,139
030210423000,2011,121
030210423000,2012,64
030210423000,2013,43
030210423000,2014,201
030210423000,2015,400
030210423000,2016,464
030210423000,2017,410
030210423000,2018,1461
030210423000,2019,2077
030210423000,2020,755
030210564000,2005,10241
030210564000,2006,12290
030210564000,2007,17728
030210564000,2008,18922
030210564000,2009,11306
030210564000,2010,13113
030210564000,2011,13417
030210564000,2012,14657
030210564000,2013,17940
030210564000,2014,18851
030210564000,2015,18825
030210564000,2016,22599
030210564000,2017,34979
030210564000,2018,43382
030210564000,2019,84724
030210564000,2020,47865
031613101000,2005,21
031613101000,2006,15
031613101000,2007,216
031613101000,2008,110
031613101000,2009,72
031613101000,2010,41
031613101000,2011,21
031613101000,2012,35
031613101000,2013,52
031613101000,2014,90
031613101000,2015,88
031613101000,2016,140
031613101000,2017,236
031613101000,2018,297
031613101000,2019,424
031613101000,2020,42
031613102000,2005,30
031613102000,2006,8
031613102000,2007,21
031613102000,2008,10
031613102000,2009,9
031613102000,2010,4
031613102000,2011,24
031613102000,2012,38
031613102000,2013,39
031613102000,2014,29
031613102000,2015,19
031613102000,2016,50
031613102000,2017,15
031613102000,2018,63
031613102000,2019,8
031613102000,2020,3
031613106000,2005,37
031613106000,2006,136
031613106000,2007,9
031613106000,2008,25
031613106000,2009,27
031613106000,2010,640
031613106000,2011,46
031613106000,2012,45
031613106000,2013,10
031613106000,2014,10
031613106000,2015,29
031613106000,2016,26
031613106000,2017,25
031613106000,2018,18
031613106000,2019,23
031613106000,2020,2
031613107000,2005,72
031613107000,2006,87
031613107000,2007,208
031613107000,2008,155
031613107000,2009,208
031613107000,2010,312
031613107000,2011,156
031613107000,2012,198
031613107000,2013,208
031613107000,2014,256
031613107000,2015,299
031613107000,2016,191
031613107000,2017,238
031613107000,2018,307
031613107000,2019,4916
031613107000,2020,172
031613110000,2005,8
031613110000,2006,2
031613110000,2007,10
031613110000,2008,5
031613110000,2009,1
031613110000,2010,0
031613110000,2011,20
031613110000,2012,15
031613110000,2013,31
031613110000,2014,13
031613110000,2015,30
031613110000,2016,28
031613110000,2017,28
031613110000,2018,9
031613110000,2019,119
031613110000,2020,40
031613203000,2005,43
031613203000,2006,67
031613203000,2007,64
031613203000,2008,91
031613203000,2009,90
031613203000,2010,160
031613203000,2011,165
031613203000,2012,163
031613203000,2013,150
031613203000,2014,106
031613203000,2015,283
031613203000,2016,133
031613203000,2017,146
031613203000,2018,124
031613203000,2019,150
031613203000,2020,111
031613204000,2005,29
031613204000,2006,86
031613204000,2007,421
031613204000,2008,397
031613204000,2009,311
031613204000,2010,47
031613204000,2011,16
031613204000,2012,4
031613204000,2013,4
031613204000,2014,45
031613204000,2015,41
031613204000,2016,144
031613204000,2017,187
031613204000,2018,98
031613204000,2019,130
031613204000,2020,80
031613205000,2005,58
031613205000,2006,37
031613205000,2007,47
031613205000,2008,210
031613205000,2009,83
031613205000,2010,66
031613205000,2011,63
031613205000,2012,102
031613205000,2013,121
031613205000,2014,71
031613205000,2015,113
031613205000,2016,94
031613205000,2017,47
031613205000,2018,59
031613205000,2019,213
031613205000,2020,52
031613208000,2005,27
031613208000,2006,18
031613208000,2007,42
031613208000,2008,47
031613208000,2009,78
031613208000,2010,27
031613208000,2011,32
031613208000,2012,37
031613208000,2013,9
031613208000,2014,44
031613208000,2015,65
031613208000,2016,45
031613208000,2017,37
031613208000,2018,65
031613208000,2019,40
031613208000,2020,2
031613209000,2005,26
031613209000,2006,54
031613209000,2007,48
031613209000,2008,62
031613209000,2009,48
031613209000,2010,105
031613209000,2011,120
031613209000,2012,75
031613209000,2013,69
031613209000,2014,127
031613209000,2015,106
031613209000,2016,128
031613209000,2017,61
031613209000,2018,40
031613209000,2019,145
031613209000,2020,393
031613211000,2005,4
031613211000,2006,7
031613211000,2007,7
031613211000,2008,75
031613211000,2009,20
031613211000,2010,109
031613211000,2011,85
031613211000,2012,78
031613211000,2013,100
031613211000,2014,95
031613211000,2015,144
031613211000,2016,24
031613211000,2017,36
031613211000,2018,24
031613211000,2019,54
031613211000,2020,12
031613261000,2005,344
031613261000,2006,387
031613261000,2007,416
031613261000,2008,759
031613261000,2009,435
031613261000,2010,620
031613261000,2011,705
031613261000,2012,910
031613261000,2013,779
031613261000,2014,884
031613261000,2015,1224
031613261000,2016,1446
031613261000,2017,1470
031613261000,2018,1764
031613261000,2019,2463
031613261000,2020,1031
040410603000,2005,61
040410603000,2006,112
040410603000,2007,107
040410603000,2008,140
040410603000,2009,80
040410603000,2010,94
040410603000,2011,106
040410603000,2012,93
040410603000,2013,64
040410603000,2014,88
040410603000,2015,135
040410603000,2016,65
040410603000,2017,98
040410603000,2018,116
040410603000,2019,150
040410603000,2020,72
040410615000,2005,17
040410615000,2006,35
040410615000,2007,38
040410615000,2008,28
040410615000,2009,38
040410615000,2010,31
040410615000,2011,46
040410615000,2012,31
