ID_region,ID_subregion,ID_powiatu,year,p1767-przyjazdy,p1767-tranzyt,p1767-udział-ruchu-pasażerów-polska-100,p1767-wyjazdy,p2424-linie-kolejowe-ogółem-na-10-tysięcy-ludności,p2424-linie-kolejowe-ogółem-na-100-km2,p2504-1-kwartał-ogółem,p2504-2-kwartał-ogółem,p2504-3-kwartał-ogółem,p2504-4-kwartał-ogółem,p2861-przeciętna-liczba-emerytów-i-rencistów-ogółem,p3441-liczba-nowo-utworzonych-miejsc-pracy,p3441-liczba-zlikwidowanych-miejsc-pracy,p3571-dalekobieżne,p3571-miejskie,p3571-podmiejskie,p3571-regionalne,p3603-przewozy-pasażerskie-na-1-mieszkańca,p3603-przewozy-pasażerów-w-mln,p3501-produkt-krajowy-brutto-na-1-mieszkańca,p2013-hotele-4-i-5-gwiazdkowemotelepensjonaty-w-ogólnej-liczbie-hotelimotelipensjonatów-ogółem,p2013-hotele-kategorii-s,p2013-hotele-kategorii-ss,p2013-hotele-kategorii-sss,p2013-hotele-kategorii-ssss,p2013-hotele-kategorii-sssss,p2013-motele-kategorii-s,p2013-motele-kategorii-ss,p2013-motele-kategorii-sss,p2013-motele-kategorii-ssss,p2013-motele-kategorii-sssss,p2013-pensjonaty-kategorii-s,p2013-pensjonaty-kategorii-ss,p2013-pensjonaty-kategorii-sss,p2013-pensjonaty-kategorii-ssss,p2013-pensjonaty-kategorii-sssss,p2420-pojazdy-samochodowe-i-ciągniki-na-1000-ludności,p2420-samochody-osobowe-na-1000-ludności,p2497-ogółem,p2497-przeciętne-miesięczne-wynagrodzenia-brutto-w-relacji-do-średniej-krajowej-polska100,p2596-lasy-gminne-powierzchnia,p2596-parki-spacerowo-wypoczynkowe-obiekty,p2596-parki-zieleńce-i-tereny-zieleni-osiedlowej-powierzchnia,p2596-zieleń-uliczna-powierzchnia,p2596-zieleńce-obiekty,p2617-krajowy-przyjazdy,p2617-krajowy-wyjazdy,p2617-międzynarodowy-przyjazdy,p2617-międzynarodowy-wyjazdy,p2670-ogółem,p2759-turyści-zagraniczni-nierezydenci-ogółem,p2759-turyści-zagraniczni-nierezydenci-pozostałe-kraje,p2813-handel-naprawa-pojazdów-samochodowych-transport-i-gospodarka-magazynowa-zakwaterowanie-i-gastronomia-informacja-i-komunikacja-ogółem,p3303-udział-parków-zieleńców-i-terenów-zieleni-osiedlowej-w-powierzchni-ogółem,p3350-stopień-wykorzystania-miejsc-noclegowych-w-kolejnym-roku
11210000000,11212000000,11212001000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,0.0,0,2,5,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,550.0,407.5,2935.34,85.5,159.5,2.0,54.6,5.0,21.0,0.0,0.0,0.0,0.0,5.2,3197.0,208.0,2978.0,0.1,22.0
11210000000,11212000000,11212001000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,0.0,1,2,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,573.0,425.2,3128.68,86.3,159.8,2.0,56.8,5.0,21.0,0.0,0.0,0.0,0.0,5.7,3363.0,173.0,2825.0,0.1,22.8
11210000000,11212000000,11212001000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,0.0,1,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,588.0,437.6,3208.34,85.7,159.5,2.0,56.9,5.0,23.0,0.0,0.0,0.0,0.0,6.8,3275.0,140.0,2993.0,0.1,19.6
11210000000,11212000000,11212001000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,0.0,0,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,605.0,449.6,3230.64,83.3,158.03,2.0,54.38,5.0,23.0,0.0,0.0,0.0,0.0,6.6,4630.0,258.0,3176.0,0.1,21.7
11210000000,11212000000,11212001000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,0.0,0,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,624.0,463.7,3359.59,83.9,155.03,2.0,54.92,5.0,27.0,0.0,0.0,0.0,0.0,5.6,3054.0,70.0,3177.0,0.1,22.1
11210000000,11212000000,11212001000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,0.0,0,3,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,646.0,479.9,3464.39,83.5,152.03,2.0,55.6,5.0,27.0,0.0,0.0,0.0,0.0,4.2,2792.0,325.0,3142.0,0.1,22.8
11210000000,11212000000,11212001000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,0.0,0,3,7,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,676.0,503.6,3606.23,84.1,147.61,2.0,57.24,5.0,27.0,0.0,0.0,0.0,0.0,3.8,3337.0,312.0,3196.0,0.1,22.1
11210000000,11212000000,11212001000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,0.0,0,3,7,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,699.0,521.9,3783.8,83.6,147.77,3.0,65.24,5.0,27.0,0.0,0.0,0.0,0.0,3.2,2814.0,330.0,3523.0,0.1,24.2
11210000000,11212000000,11212001000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,0.0,0,3,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,726.0,542.4,4003.85,82.8,148.42,3.0,64.93,5.0,27.0,0.0,0.0,0.0,0.0,2.9,3701.0,406.0,3290.0,0.1,27.1
11210000000,11212000000,11212001000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,0.0,0,2,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,755.0,564.4,4289.47,82.8,145.31,3.0,68.15,5.0,41.0,0.0,0.0,0.0,0.0,1.7,6125.0,815.0,3489.0,0.1,28.3
11210000000,11212000000,11212006000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,8.33,0,2,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,711.0,514.3,3195.3,93.0,451.2,6.0,128.6,3.4,78.0,0.0,0.0,0.0,0.0,5.9,9670.0,460.0,10176.0,0.1,22.9
11210000000,11212000000,11212006000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,7.14,1,2,9,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,742.0,538.3,3377.7,93.2,453.5,7.0,132.7,3.4,85.0,0.0,0.0,0.0,0.0,5.5,12079.0,2018.0,12599.0,0.1,24.6
11210000000,11212000000,11212006000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,7.69,1,2,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,755.0,550.3,3571.36,95.4,452.0,7.0,136.8,7.9,104.0,0.0,0.0,0.0,0.0,5.8,16761.0,3105.0,13564.0,0.1,24.6
11210000000,11212000000,11212006000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,8.33,1,1,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,773.0,564.4,3759.07,96.9,452.87,8.0,141.61,8.0,108.0,0.0,0.0,0.0,0.0,5.8,13908.0,1589.0,14712.0,0.1,23.9
11210000000,11212000000,11212006000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,7.69,0,0,10,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,788.0,576.3,3856.94,96.3,452.87,8.0,141.61,8.0,108.0,0.0,0.0,0.0,0.0,4.7,18116.0,4024.0,16160.0,0.1,24.1
11210000000,11212000000,11212006000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,14.29,0,1,9,2,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,808.0,592.4,4204.13,101.3,452.87,8.0,150.69,8.0,114.0,0.0,0.0,0.0,0.0,3.8,35842.0,7575.0,17958.0,0.1,29.4
11210000000,11212000000,11212006000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,831.0,610.8,4509.18,105.1,454.48,8.0,142.56,13.0,114.0,0.0,0.0,0.0,0.0,3.5,50605.0,7782.0,17714.0,0.1,34.0
11210000000,11212000000,11212006000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,854.0,629.0,4858.15,107.3,454.48,8.0,142.56,13.0,114.0,0.0,0.0,0.0,0.0,2.9,48556.0,9006.0,20651.0,0.1,33.6
11210000000,11212000000,11212006000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,875.0,645.7,5248.76,108.6,446.09,8.0,142.41,13.0,119.0,0.0,0.0,0.0,0.0,2.7,44219.0,9119.0,18545.0,0.1,34.5
11210000000,11212000000,11212006000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,904.0,667.4,5514.71,106.4,443.5,8.0,142.41,13.0,119.0,0.0,0.0,0.0,0.0,2.3,45352.0,10924.0,19371.0,0.1,35.7
11210000000,11212000000,11212008000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,50.0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,923.0,557.6,3189.73,76.8,33.5,1.0,35.48,6.1,25.0,0.0,0.0,0.0,0.0,6.2,584.0,34.0,1841.0,0.1,22.8
11210000000,11212000000,11212008000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,25.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,956.0,580.7,3249.28,75.7,33.5,1.0,32.8,6.1,35.0,0.0,0.0,0.0,0.0,4.7,7971.0,463.0,2014.0,0.0,35.2
11210000000,11212000000,11212008000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,25.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,987.0,602.9,3436.12,75.9,33.5,1.0,32.8,6.1,35.0,0.0,0.0,0.0,0.0,3.9,7242.0,706.0,2103.0,0.0,38.5
11210000000,11212000000,11212008000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,25.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1022.0,628.2,3698.91,76.5,33.5,1.0,33.36,6.1,35.0,0.0,0.0,0.0,0.0,3.2,7420.0,768.0,2069.0,0.0,40.1
11210000000,11212000000,11212008000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,25.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1069.0,657.6,4024.88,77.7,33.5,1.0,33.36,6.1,35.0,0.0,0.0,0.0,0.0,2.8,7783.0,651.0,2277.0,0.0,41.7
11210000000,11212000000,11212009000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,0.0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,639.0,465.7,2752.84,80.1,325.7,2.0,31.0,0.7,12.0,0.0,0.0,0.0,0.0,7.5,1241.0,48.0,3360.0,0.0,14.6
11210000000,11212000000,11212009000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,669.0,489.1,2783.41,76.8,323.6,3.0,33.8,1.5,16.0,0.0,0.0,0.0,0.0,7.8,806.0,65.0,3345.0,0.1,12.9
11210000000,11212000000,11212009000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,683.0,501.8,2799.36,74.8,323.6,3.0,33.8,1.5,16.0,0.0,0.0,0.0,0.0,8.3,1137.0,67.0,3579.0,0.1,15.2
11210000000,11212000000,11212009000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,0.0,0,1,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,700.0,514.4,2917.16,75.2,323.6,3.0,31.57,1.5,16.0,0.0,0.0,0.0,0.0,8.0,1553.0,31.0,3696.0,0.0,16.9
11210000000,11212000000,11212009000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,28.57,0,1,3,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,717.0,528.6,3003.06,75.0,323.6,3.0,31.57,1.5,16.0,0.0,0.0,0.0,0.0,6.2,2997.0,124.0,3908.0,0.0,17.6
11210000000,11212000000,11212009000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,25.0,0,2,3,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,743.0,547.8,3094.21,74.5,323.6,3.0,32.69,1.5,16.0,0.0,0.0,0.0,0.0,4.4,1913.0,102.0,3995.0,0.0,16.9
11210000000,11212000000,11212009000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,18.18,0,2,6,2,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,770.0,568.1,3477.49,81.1,323.6,3.0,43.39,1.5,16.0,0.0,0.0,0.0,0.0,2.9,3316.0,316.0,4251.0,0.1,20.7
11210000000,11212000000,11212009000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,15.38,0,2,7,2,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,794.0,587.0,3745.92,82.7,323.6,3.0,43.39,1.5,16.0,0.0,0.0,0.0,0.0,1.8,3960.0,371.0,4497.0,0.1,20.9
11210000000,11212000000,11212009000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,20.0,0,0,6,2,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,820.0,606.8,4015.38,83.1,323.6,3.0,36.09,1.5,16.0,0.0,0.0,0.0,0.0,1.7,2853.0,466.0,4671.0,0.1,20.7
11210000000,11212000000,11212009000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,20.0,0,0,6,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,849.0,629.1,4286.31,82.7,324.62,3.0,36.09,1.5,16.0,0.0,0.0,0.0,0.0,1.5,2604.0,324.0,4689.0,0.1,21.0
11210000000,11212000000,11212014000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,50.0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,870.0,510.0,2780.44,80.9,9.6,2.0,11.8,0.3,1.0,0.0,0.0,0.0,0.0,8.0,90.0,13.0,1085.0,0.0,10.1
11210000000,11212000000,11212014000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,33.33,0,0,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,916.0,540.5,2895.82,79.9,9.6,2.0,12.3,0.3,1.0,0.0,0.0,0.0,0.0,7.7,140.0,8.0,996.0,0.0,16.0
11210000000,11212000000,11212014000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,25.0,0,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,940.0,558.4,2916.22,77.9,9.6,2.0,12.3,0.3,1.0,0.0,0.0,0.0,0.0,8.5,218.0,11.0,1030.0,0.0,20.9
11210000000,11212000000,11212014000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,25.0,0,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,969.0,576.9,3021.4,77.9,9.6,2.0,10.7,0.3,1.0,0.0,0.0,0.0,0.0,8.7,178.0,24.0,1126.0,0.0,19.9
11210000000,11212000000,11212014000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,25.0,0,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,995.0,592.7,3180.67,79.4,9.6,2.0,10.7,0.3,1.0,0.0,0.0,0.0,0.0,7.5,202.0,22.0,1154.0,0.0,16.7
11210000000,11212000000,11212014000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,25.0,0,0,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1028.0,612.6,3313.87,79.8,9.6,2.0,11.38,0.3,2.0,0.0,0.0,0.0,0.0,6.4,240.0,16.0,1415.0,0.0,12.6
11210000000,11212000000,11212014000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,25.0,0,1,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1065.0,637.0,3406.45,79.4,9.6,2.0,12.76,0.3,3.0,0.0,0.0,0.0,0.0,5.5,977.0,63.0,1677.0,0.0,17.2
11210000000,11212000000,11212014000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,25.0,0,1,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1093.0,658.9,3675.73,81.2,9.76,2.0,12.76,0.3,3.0,0.0,0.0,0.0,0.0,4.9,396.0,31.0,1752.0,0.0,17.4
11210000000,11212000000,11212014000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,25.0,0,1,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1128.0,684.8,3884.93,80.4,13.05,2.0,12.61,0.3,3.0,0.0,0.0,0.0,0.0,4.3,551.0,61.0,1609.0,0.0,20.3
11210000000,11212000000,11212014000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,25.0,0,1,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1174.0,717.2,4260.59,82.2,13.05,2.0,12.51,0.3,3.0,0.0,0.0,0.0,0.0,3.1,1162.0,159.0,1419.0,0.0,21.2
11210000000,11212000000,11212019000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,15.38,0,2,6,2,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,670.0,509.1,2987.94,87.0,84.8,6.0,127.0,12.2,88.0,0.0,0.0,0.0,0.0,5.4,10174.0,1180.0,3328.0,0.3,23.7
11210000000,11212000000,11212019000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,12.5,0,3,7,2,0,1,2,0,0,0,0.0,1.0,0.0,0.0,0.0,695.0,528.7,3205.82,88.4,84.8,6.0,128.6,12.3,88.0,0.0,0.0,0.0,0.0,5.7,12140.0,1652.0,3671.0,0.3,28.0
11210000000,11212000000,11212019000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,11.76,0,3,8,2,0,1,2,0,0,0,0.0,1.0,0.0,0.0,0.0,707.0,539.8,3334.14,89.0,84.8,6.0,128.6,12.3,88.0,0.0,0.0,0.0,0.0,6.3,14197.0,977.0,3834.0,0.3,28.6
11210000000,11212000000,11212019000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,13.33,0,2,8,2,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,721.0,550.7,3479.18,89.7,84.8,6.0,120.68,12.3,88.0,0.0,0.0,0.0,0.0,6.5,13214.0,3170.0,4238.0,0.3,25.1
11210000000,11212000000,11212019000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,16.67,0,1,11,3,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,732.0,558.6,3661.08,91.4,84.8,6.0,120.68,12.3,88.0,0.0,0.0,0.0,0.0,4.9,18264.0,4797.0,4687.0,0.3,27.7
11210000000,11212000000,11212019000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,15.0,0,1,11,3,0,1,2,0,0,0,0.0,1.0,0.0,0.0,0.0,749.0,573.3,3812.11,91.8,84.8,6.0,125.75,12.3,88.0,0.0,0.0,0.0,0.0,4.1,17902.0,2939.0,4461.0,0.3,30.9
11210000000,11212000000,11212019000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,15.79,0,1,11,3,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,771.0,590.2,3942.56,91.9,84.8,6.0,129.93,12.4,88.0,0.0,0.0,0.0,0.0,3.7,18687.0,2560.0,4936.0,0.3,33.5
11210000000,11212000000,11212019000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,14.29,0,1,13,3,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,788.0,605.6,4164.18,92.0,84.8,6.0,129.93,12.4,88.0,0.0,0.0,0.0,0.0,2.9,23539.0,2705.0,5982.0,0.3,34.0
11210000000,11212000000,11212019000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,13.64,0,2,14,3,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,811.0,622.9,4474.3,92.5,84.8,6.0,125.86,12.4,88.0,0.0,0.0,0.0,0.0,2.8,26576.0,1978.0,6316.0,0.3,36.0
11210000000,11212000000,11212019000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,13.04,0,2,14,3,0,0,2,0,0,0,0.0,1.0,0.0,0.0,0.0,833.0,639.9,4768.99,92.0,87.51,6.0,126.06,12.6,88.0,0.0,0.0,0.0,0.0,2.6,27771.0,2385.0,6972.0,0.3,39.7
11210000000,11212100000,11212161000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,58638.0,20.3,3,23,68,17,10,0,0,0,0,0,1.0,3.0,2.0,0.0,0.0,575.0,466.6,3543.43,103.2,856.8,40.0,1627.4,608.0,540.0,0.0,0.0,0.0,0.0,3.8,770243.0,107429.0,79126.0,5.0,39.9
