,ID_region,ID_subregion,ID_powiatu,year,p1767-przyjazdy,p1767-tranzyt,p1767-udział-ruchu-pasażerów-polska-100,p1767-wyjazdy,p2424-linie-kolejowe-ogółem-na-10-tysięcy-ludności,p2424-linie-kolejowe-ogółem-na-100-km2,p2504-1-kwartał-ogółem,p2504-2-kwartał-ogółem,p2504-3-kwartał-ogółem,p2504-4-kwartał-ogółem,p2861-przeciętna-liczba-emerytów-i-rencistów-ogółem,p3441-liczba-nowo-utworzonych-miejsc-pracy,p3441-liczba-zlikwidowanych-miejsc-pracy,p3571-dalekobieżne,p3571-miejskie,p3571-podmiejskie,p3571-regionalne,p3603-przewozy-pasażerskie-na-1-mieszkańca,p3603-przewozy-pasażerów-w-mln,p3501-produkt-krajowy-brutto-na-1-mieszkańca,p2013-hotele-4-i-5-gwiazdkowemotelepensjonaty-w-ogólnej-liczbie-hotelimotelipensjonatów-ogółem,p2013-hotele-kategorii-s,p2013-hotele-kategorii-ss,p2013-hotele-kategorii-sss,p2013-hotele-kategorii-ssss,p2013-hotele-kategorii-sssss,p2013-motele-kategorii-s,p2013-motele-kategorii-ss,p2013-motele-kategorii-sss,p2013-motele-kategorii-ssss,p2013-motele-kategorii-sssss,p2013-pensjonaty-kategorii-s,p2013-pensjonaty-kategorii-ss,p2013-pensjonaty-kategorii-sss,p2013-pensjonaty-kategorii-ssss,p2013-pensjonaty-kategorii-sssss,p2420-pojazdy-samochodowe-i-ciągniki-na-1000-ludności,p2420-samochody-osobowe-na-1000-ludności,p2497-ogółem,p2497-przeciętne-miesięczne-wynagrodzenia-brutto-w-relacji-do-średniej-krajowej-polska100,p2596-lasy-gminne-powierzchnia,p2596-parki-spacerowo-wypoczynkowe-obiekty,p2596-parki-zieleńce-i-tereny-zieleni-osiedlowej-powierzchnia,p2596-zieleń-uliczna-powierzchnia,p2596-zieleńce-obiekty,p2617-krajowy-przyjazdy,p2617-krajowy-wyjazdy,p2617-międzynarodowy-przyjazdy,p2617-międzynarodowy-wyjazdy,p2670-ogółem,p2759-turyści-zagraniczni-nierezydenci-ogółem,p2759-turyści-zagraniczni-nierezydenci-pozostałe-kraje,p2813-handel-naprawa-pojazdów-samochodowych-transport-i-gospodarka-magazynowa-zakwaterowanie-i-gastronomia-informacja-i-komunikacja-ogółem,p3303-udział-parków-zieleńców-i-terenów-zieleni-osiedlowej-w-powierzchni-ogółem,p3350-stopień-wykorzystania-miejsc-noclegowych
0,11210000000,11212000000,11212001000,1995,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,11210000000,11212000000,11212001000,1996,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,11210000000,11212000000,11212001000,1997,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,11210000000,11212000000,11212001000,1998,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,11210000000,11212000000,11212001000,1999,201858.0,18493.0,,199136.0,,,,,,,820701.0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
5,11210000000,11212000000,11212001000,2000,247146.0,22327.0,,247542.0,,,,,,,816317.0,,,,,,,,,11917.0,,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
6,11210000000,11212000000,11212001000,2001,266787.0,15579.0,,266932.0,,,,,,,800306.0,,,,,,,,,13782.0,,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
7,11210000000,11212000000,11212001000,2002,241138.0,14616.0,,245098.0,3.6,7.7,,,,,783214.0,,,,,,,,,14178.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1880.68,84.0,,,,,,,,,,,,,,,
8,11210000000,11212000000,11212001000,2003,283261.0,26739.0,8.0,283214.0,3.5,7.5,,,,,773596.0,,,,,,,,,15027.0,0.0,1,1,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1933.21,83.5,,,,,,,,,,9.6,,,,,
9,11210000000,11212000000,11212001000,2004,405430.0,27662.0,9.2,408031.0,3.4,7.4,,,,,768948.0,,,,,,,,,15853.0,0.0,0,2,2,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1987.96,82.5,160.1,2.0,70.2,5.0,19.0,,,,,8.7,,,,0.1,
10,11210000000,11212000000,11212001000,2005,775383.0,17292.0,13.6,793455.0,3.4,7.3,2409.59,2270.96,2323.69,2371.63,762042.0,,,,,,,,,17153.0,0.0,0,2,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2016.51,80.4,158.8,2.0,55.3,5.0,21.0,,,,,7.6,4439.0,847.0,1873.0,0.1,
11,11210000000,11212000000,11212001000,2006,1160123.0,13444.0,15.4,1193690.0,3.4,7.4,2522.96,2379.15,2455.27,2623.08,757377.0,,,,,,,,,18959.0,0.0,0,3,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2173.19,82.4,158.8,2.0,55.3,5.0,21.0,,,,,5.5,4500.0,334.0,1922.0,0.1,
12,11210000000,11212000000,11212001000,2007,1504701.0,21100.0,15.9,1542398.0,3.4,7.3,2699.22,2655.76,2694.54,2922.97,757481.0,,,,,,,,,20870.0,0.0,0,3,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2421.74,84.5,159.8,2.0,50.6,5.0,19.0,0.0,0.0,0.0,0.0,4.0,4195.0,948.0,2079.0,0.1,
13,11210000000,11212000000,11212001000,2008,1443804.0,15240.0,14.0,1464917.0,3.4,7.3,2991.62,2953.77,2991.14,3141.16,758660.0,35.4,10.5,,,,,,,24193.0,0.0,0,2,4,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2630.43,83.3,158.4,2.0,52.4,5.0,19.0,0.0,0.0,0.0,0.0,3.2,3006.0,241.0,2405.0,0.1,
14,11210000000,11212000000,11212001000,2009,1323476.0,15542.0,14.0,1341304.0,3.4,7.4,3211.3,3107.61,3109.13,3209.43,761638.0,49.5,40.1,,,,,112.67,371.0,24935.0,0.0,0,2,4,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,530.0,393.6,2832.06,85.4,158.4,2.0,53.4,5.0,19.0,0.0,0.0,0.0,0.0,5.0,2471.0,109.0,2812.0,0.1,
15,11210000000,11212000000,11212001000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,0.0,0,2,5,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,550.0,407.5,2935.34,85.5,159.5,2.0,54.6,5.0,21.0,0.0,0.0,0.0,0.0,5.2,3197.0,208.0,2978.0,0.1,22.0
16,11210000000,11212000000,11212001000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,0.0,1,2,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,573.0,425.2,3128.68,86.3,159.8,2.0,56.8,5.0,21.0,0.0,0.0,0.0,0.0,5.7,3363.0,173.0,2825.0,0.1,22.8
17,11210000000,11212000000,11212001000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,0.0,1,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,588.0,437.6,3208.34,85.7,159.5,2.0,56.9,5.0,23.0,0.0,0.0,0.0,0.0,6.8,3275.0,140.0,2993.0,0.1,19.6
18,11210000000,11212000000,11212001000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,0.0,0,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,605.0,449.6,3230.64,83.3,158.03,2.0,54.38,5.0,23.0,0.0,0.0,0.0,0.0,6.6,4630.0,258.0,3176.0,0.1,21.7
19,11210000000,11212000000,11212001000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,0.0,0,3,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,624.0,463.7,3359.59,83.9,155.03,2.0,54.92,5.0,27.0,0.0,0.0,0.0,0.0,5.6,3054.0,70.0,3177.0,0.1,22.1
20,11210000000,11212000000,11212001000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,0.0,0,3,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,646.0,479.9,3464.39,83.5,152.03,2.0,55.6,5.0,27.0,0.0,0.0,0.0,0.0,4.2,2792.0,325.0,3142.0,0.1,22.8
21,11210000000,11212000000,11212001000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,0.0,0,3,7,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,676.0,503.6,3606.23,84.1,147.61,2.0,57.24,5.0,27.0,0.0,0.0,0.0,0.0,3.8,3337.0,312.0,3196.0,0.1,22.1
22,11210000000,11212000000,11212001000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,0.0,0,3,7,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,699.0,521.9,3783.8,83.6,147.77,3.0,65.24,5.0,27.0,0.0,0.0,0.0,0.0,3.2,2814.0,330.0,3523.0,0.1,24.2
23,11210000000,11212000000,11212001000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,0.0,0,3,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,726.0,542.4,4003.85,82.8,148.42,3.0,64.93,5.0,27.0,0.0,0.0,0.0,0.0,2.9,3701.0,406.0,3290.0,0.1,27.1
24,11210000000,11212000000,11212001000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,0.0,0,2,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,755.0,564.4,4289.47,82.8,145.31,3.0,68.15,5.0,41.0,0.0,0.0,0.0,0.0,1.7,6125.0,815.0,3489.0,0.1,28.3
25,11210000000,11212000000,11212001000,2020,1269173.0,415.0,17.8,1319796.0,3.2,7.1,5642.31,5275.39,5545.18,5843.94,746829.0,49.5,32.4,2.0,0.0,115.0,14.0,71.56,244.3,,0.0,0,1,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,782.0,583.5,4523.92,81.9,145.31,3.0,68.15,5.0,41.0,0.0,0.0,0.0,0.0,2.7,1525.0,31.0,3461.0,0.1,22.8
26,11210000000,11212000000,11212006000,1995,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
27,11210000000,11212000000,11212006000,1996,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
28,11210000000,11212000000,11212006000,1997,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
29,11210000000,11212000000,11212006000,1998,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11210000000,11212000000,11212006000,1999,201858.0,18493.0,,199136.0,,,,,,,820701.0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
31,11210000000,11212000000,11212006000,2000,247146.0,22327.0,,247542.0,,,,,,,816317.0,,,,,,,,,11917.0,,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
32,11210000000,11212000000,11212006000,2001,266787.0,15579.0,,266932.0,,,,,,,800306.0,,,,,,,,,13782.0,,0,2,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
33,11210000000,11212000000,11212006000,2002,241138.0,14616.0,,245098.0,3.6,7.7,,,,,783214.0,,,,,,,,,14178.0,0.0,0,2,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2031.24,90.7,,,,,,,,,,,,,,,
34,11210000000,11212000000,11212006000,2003,283261.0,26739.0,8.0,283214.0,3.5,7.5,,,,,773596.0,,,,,,,,,15027.0,0.0,0,3,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2100.14,90.7,,,,,,,,,,7.7,,,,,
35,11210000000,11212000000,11212006000,2004,405430.0,27662.0,9.2,408031.0,3.4,7.4,,,,,768948.0,,,,,,,,,15853.0,0.0,0,3,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2168.07,90.0,452.7,4.0,74.2,3.4,36.0,,,,,6.9,,,,0.1,
36,11210000000,11212000000,11212006000,2005,775383.0,17292.0,13.6,793455.0,3.4,7.3,2409.59,2270.96,2323.69,2371.63,762042.0,,,,,,,,,17153.0,0.0,0,3,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2276.79,90.8,454.9,4.0,85.9,3.4,55.0,,,,,6.0,14949.0,1363.0,5274.0,0.1,
37,11210000000,11212000000,11212006000,2006,1160123.0,13444.0,15.4,1193690.0,3.4,7.4,2522.96,2379.15,2455.27,2623.08,757377.0,,,,,,,,,18959.0,0.0,0,3,2,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2397.0,90.9,455.9,5.0,89.3,3.4,48.0,,,,,4.7,15983.0,1599.0,6913.0,0.1,
38,11210000000,11212000000,11212006000,2007,1504701.0,21100.0,15.9,1542398.0,3.4,7.3,2699.22,2655.76,2694.54,2922.97,757481.0,,,,,,,,,20870.0,0.0,0,5,5,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2653.06,92.6,455.8,6.0,110.7,3.4,57.0,0.0,0.0,0.0,0.0,3.8,22374.0,2016.0,7549.0,0.1,
39,11210000000,11212000000,11212006000,2008,1443804.0,15240.0,14.0,1464917.0,3.4,7.3,2991.62,2953.77,2991.14,3141.16,758660.0,35.4,10.5,,,,,,,24193.0,9.09,0,1,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,2867.13,90.8,452.8,6.0,118.6,3.4,64.0,0.0,0.0,0.0,0.0,3.4,17708.0,2881.0,9067.0,0.1,
40,11210000000,11212000000,11212006000,2009,1323476.0,15542.0,14.0,1341304.0,3.4,7.4,3211.3,3107.61,3109.13,3209.43,761638.0,49.5,40.1,,,,,112.67,371.0,24935.0,9.09,0,2,7,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,698.0,503.3,3013.31,90.9,452.8,6.0,128.3,3.4,75.0,0.0,0.0,0.0,0.0,5.2,11794.0,1022.0,10287.0,0.1,
41,11210000000,11212000000,11212006000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,8.33,0,2,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,711.0,514.3,3195.3,93.0,451.2,6.0,128.6,3.4,78.0,0.0,0.0,0.0,0.0,5.9,9670.0,460.0,10176.0,0.1,22.9
42,11210000000,11212000000,11212006000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,7.14,1,2,9,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,742.0,538.3,3377.7,93.2,453.5,7.0,132.7,3.4,85.0,0.0,0.0,0.0,0.0,5.5,12079.0,2018.0,12599.0,0.1,24.6
43,11210000000,11212000000,11212006000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,7.69,1,2,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,755.0,550.3,3571.36,95.4,452.0,7.0,136.8,7.9,104.0,0.0,0.0,0.0,0.0,5.8,16761.0,3105.0,13564.0,0.1,24.6
44,11210000000,11212000000,11212006000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,8.33,1,1,8,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,773.0,564.4,3759.07,96.9,452.87,8.0,141.61,8.0,108.0,0.0,0.0,0.0,0.0,5.8,13908.0,1589.0,14712.0,0.1,23.9
45,11210000000,11212000000,11212006000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,7.69,0,0,10,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,788.0,576.3,3856.94,96.3,452.87,8.0,141.61,8.0,108.0,0.0,0.0,0.0,0.0,4.7,18116.0,4024.0,16160.0,0.1,24.1
46,11210000000,11212000000,11212006000,2015,2096792.0,7370.0,13.8,2117009.0,3.2,7.2,4103.62,3874.54,3938.3,4160.5,718757.0,52.8,27.6,4.0,9.0,235.0,34.0,117.75,396.9,34938.0,14.29,0,1,9,2,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,808.0,592.4,4204.13,101.3,452.87,8.0,150.69,8.0,114.0,0.0,0.0,0.0,0.0,3.8,35842.0,7575.0,17958.0,0.1,29.4
47,11210000000,11212000000,11212006000,2016,2478603.0,2880.0,14.6,2502162.0,3.1,7.0,4272.77,4083.58,4145.74,4212.93,719152.0,68.6,29.6,3.0,9.0,186.0,20.0,123.86,418.2,36955.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,831.0,610.8,4509.18,105.1,454.48,8.0,142.56,13.0,114.0,0.0,0.0,0.0,0.0,3.5,50605.0,7782.0,17714.0,0.1,34.0
48,11210000000,11212000000,11212006000,2017,2906313.0,1124.0,14.6,2927752.0,3.2,7.1,4486.54,4324.72,4415.87,4590.72,719851.0,66.9,24.1,1.0,2.0,177.0,14.0,131.39,444.9,39928.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,854.0,629.0,4858.15,107.3,454.48,8.0,142.56,13.0,114.0,0.0,0.0,0.0,0.0,2.9,48556.0,9006.0,20651.0,0.1,33.6
49,11210000000,11212000000,11212006000,2018,3366983.0,2437.0,14.8,3399949.0,3.2,7.2,4796.37,4638.08,4707.11,4901.28,739126.0,68.9,21.8,5.0,1.0,153.0,15.0,132.73,450.7,43067.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,875.0,645.7,5248.76,108.6,446.09,8.0,142.41,13.0,119.0,0.0,0.0,0.0,0.0,2.7,44219.0,9119.0,18545.0,0.1,34.5
50,11210000000,11212000000,11212006000,2019,4191148.0,1809.0,17.2,4211719.0,3.2,7.1,5173.45,5028.67,5155.7,5472.65,743998.0,76.4,32.9,9.0,5.0,142.0,20.0,133.69,455.2,45697.0,14.29,0,1,10,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,904.0,667.4,5514.71,106.4,443.5,8.0,142.41,13.0,119.0,0.0,0.0,0.0,0.0,2.3,45352.0,10924.0,19371.0,0.1,35.7
51,11210000000,11212000000,11212006000,2020,1269173.0,415.0,17.8,1319796.0,3.2,7.1,5642.31,5275.39,5545.18,5843.94,746829.0,49.5,32.4,2.0,0.0,115.0,14.0,71.56,244.3,,15.38,0,1,9,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,925.0,682.9,5788.98,104.8,443.74,8.0,142.41,13.0,119.0,0.0,0.0,0.0,0.0,3.5,10266.0,1143.0,21023.0,0.1,18.1
52,11210000000,11212000000,11212008000,1995,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
53,11210000000,11212000000,11212008000,1996,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
54,11210000000,11212000000,11212008000,1997,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
55,11210000000,11212000000,11212008000,1998,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
56,11210000000,11212000000,11212008000,1999,201858.0,18493.0,,199136.0,,,,,,,820701.0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
57,11210000000,11212000000,11212008000,2000,247146.0,22327.0,,247542.0,,,,,,,816317.0,,,,,,,,,11917.0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
58,11210000000,11212000000,11212008000,2001,266787.0,15579.0,,266932.0,,,,,,,800306.0,,,,,,,,,13782.0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
59,11210000000,11212000000,11212008000,2002,241138.0,14616.0,,245098.0,3.6,7.7,,,,,783214.0,,,,,,,,,14178.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1748.93,78.1,,,,,,,,,,,,,,,
60,11210000000,11212000000,11212008000,2003,283261.0,26739.0,8.0,283214.0,3.5,7.5,,,,,773596.0,,,,,,,,,15027.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1809.9,78.2,,,,,,,,,,10.6,,,,,
61,11210000000,11212000000,11212008000,2004,405430.0,27662.0,9.2,408031.0,3.4,7.4,,,,,768948.0,,,,,,,,,15853.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1878.94,78.0,23.4,1.0,31.6,6.1,24.0,,,,,9.6,,,,0.0,
62,11210000000,11212000000,11212008000,2005,775383.0,17292.0,13.6,793455.0,3.4,7.3,2409.59,2270.96,2323.69,2371.63,762042.0,,,,,,,,,17153.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,1968.69,78.5,21.5,1.0,30.8,6.1,24.0,,,,,8.7,688.0,11.0,1029.0,0.0,
63,11210000000,11212000000,11212008000,2006,1160123.0,13444.0,15.4,1193690.0,3.4,7.4,2522.96,2379.15,2455.27,2623.08,757377.0,,,,,,,,,18959.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2069.18,78.5,33.5,1.0,30.8,6.1,24.0,,,,,7.2,769.0,19.0,1112.0,0.0,
64,11210000000,11212000000,11212008000,2007,1504701.0,21100.0,15.9,1542398.0,3.4,7.3,2699.22,2655.76,2694.54,2922.97,757481.0,,,,,,,,,20870.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2247.95,78.4,33.5,1.0,30.6,6.1,24.0,0.0,0.0,0.0,0.0,5.3,439.0,0.0,1091.0,0.0,
65,11210000000,11212000000,11212008000,2008,1443804.0,15240.0,14.0,1464917.0,3.4,7.3,2991.62,2953.77,2991.14,3141.16,758660.0,35.4,10.5,,,,,,,24193.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2449.56,77.6,33.5,1.0,30.6,6.1,24.0,0.0,0.0,0.0,0.0,4.6,416.0,0.0,1159.0,0.0,
66,11210000000,11212000000,11212008000,2009,1323476.0,15542.0,14.0,1341304.0,3.4,7.4,3211.3,3107.61,3109.13,3209.43,761638.0,49.5,40.1,,,,,112.67,371.0,24935.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,751.0,440.5,2629.31,79.3,33.5,1.0,30.5,6.1,24.0,0.0,0.0,0.0,0.0,6.0,542.0,3.0,1100.0,0.0,
67,11210000000,11212000000,11212008000,2010,1414237.0,20466.0,13.9,1429293.0,3.4,7.4,3359.8,3200.28,3241.3,3400.12,756067.0,57.9,32.9,,,,,116.99,389.7,25733.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,779.0,458.7,2781.9,81.0,33.5,1.0,30.5,6.1,24.0,0.0,0.0,0.0,0.0,6.5,631.0,0.0,1226.0,0.0,0.0
68,11210000000,11212000000,11212008000,2011,1489485.0,12388.0,13.8,1512187.0,3.4,7.4,3519.12,3398.24,3465.33,3533.29,744516.0,44.1,28.7,,,,,118.74,396.7,28779.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,824.0,487.6,2833.95,78.2,33.5,1.0,31.7,6.1,24.0,0.0,0.0,0.0,0.0,7.7,779.0,30.0,1308.0,0.0,0.0
69,11210000000,11212000000,11212008000,2012,1697886.0,18802.0,14.4,1722070.0,3.4,7.4,3697.16,3581.54,3520.07,3632.63,733694.0,35.8,27.6,,,,,121.9,408.4,29939.0,50.0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,845.0,505.4,2924.58,78.1,33.5,1.0,31.7,6.1,24.0,0.0,0.0,0.0,0.0,7.9,705.0,21.0,1606.0,0.0,0.0
70,11210000000,11212000000,11212008000,2013,1806212.0,5778.0,14.5,1835626.0,3.3,7.4,3774.12,3596.28,3643.99,3750.41,726883.0,48.0,31.5,,,,,124.11,416.6,30636.0,50.0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,871.0,523.3,2983.24,76.9,33.5,1.0,30.26,6.1,24.0,0.0,0.0,0.0,0.0,8.3,696.0,20.0,1746.0,0.0,0.0
71,11210000000,11212000000,11212008000,2014,1896691.0,4234.0,14.1,1916867.0,3.2,7.2,3902.4,3683.43,3775.8,3915.68,719733.0,48.9,25.1,2.0,15.0,193.0,42.0,144.14,484.9,32091.0,50.0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,895.0,539.0,3094.46,77.3,33.5,1.0,30.26,6.1,24.0,0.0,0.0,0.0,0.0,6.6,696.0,13.0,1845.0,0.0,0.0
